time,71.9075,72.8875,73.8675,74.8475,75.8275,76.8075,77.7875,78.7675,79.7475,80.7275,81.7075,82.6875,83.6675,84.6475,85.6275,86.6075,87.5875,88.5675,89.5475,90.5275,91.5075,92.4875,93.4675,94.4475,95.4275,96.4075,97.3875,98.3675,99.3475,100.3275,101.3075,102.2875,103.2675,104.2475,105.2275,106.2075,107.1875,108.1675,109.1475,110.1275,111.1075,112.0875,113.0675,114.0475,115.0275,116.0075,116.9875,117.9675,118.9475,119.9275,120.9075,121.8875,122.8675,123.8475,124.8275,125.8075,126.7875,127.7675,128.7475,129.7275,130.7075
0,-47.476746,-57.471851,-62.469403,-68.716343,-66.217567,-67.466955,-68.716343,-66.217567,-56.222462,-62.469403,-61.220015,-64.968179,-64.968179,-62.469403,-59.970627,-52.474298,-54.973074,-54.973074,-62.469403,-58.721239,-57.471851,-47.476746,-49.975522,-53.723686,-49.975522,-54.973074,-58.721239,-56.222462,-43.728582,-38.73103,-39.980418,-36.232254,-32.484089,-33.733477,-32.484089,-37.481642,-39.980418,-31.234701,-28.735925,-31.234701,-32.484089,-32.484089,-32.484089,-28.735925,-32.484089,-31.234701,-28.735925,-22.488985,-28.735925,-27.486537,-18.740821,-17.491433,-22.488985,-24.987761,-28.735925,-22.488985,-22.488985,-18.740821,-14.992657,-13.743269,-18.740821
0.05,-51.22491,-57.471851,-58.721239,-56.222462,-57.471851,-66.217567,-62.469403,-63.718791,-59.970627,-54.973074,-53.723686,-51.22491,-52.474298,-47.476746,-47.476746,-57.471851,-57.471851,-52.474298,-57.471851,-48.726134,-53.723686,-57.471851,-47.476746,-47.476746,-46.227358,-47.476746,-47.476746,-47.476746,-48.726134,-53.723686,-44.97797,-47.476746,-44.97797,-36.232254,-34.982866,-41.229806,-41.229806,-32.484089,-38.73103,-43.728582,-41.229806,-41.229806,-32.484089,-32.484089,-36.232254,-39.980418,-32.484089,-29.985313,-29.985313,-28.735925,-26.237149,-31.234701,-31.234701,-28.735925,-29.985313,-27.486537,-22.488985,-22.488985,-23.738373,-28.735925,-33.733477
0.1,-38.73103,-47.476746,-49.975522,-53.723686,-53.723686,-49.975522,-52.474298,-48.726134,-48.726134,-47.476746,-49.975522,-53.723686,-61.220015,-52.474298,-57.471851,-58.721239,-57.471851,-54.973074,-53.723686,-46.227358,-41.229806,-51.22491,-48.726134,-51.22491,-52.474298,-44.97797,-57.471851,-57.471851,-41.229806,-42.479194,-41.229806,-51.22491,-42.479194,-36.232254,-34.982866,-42.479194,-44.97797,-37.481642,-38.73103,-42.479194,-41.229806,-32.484089,-38.73103,-28.735925,-32.484089,-34.982866,-34.982866,-29.985313,-32.484089,-26.237149,-27.486537,-31.234701,-32.484089,-27.486537,-32.484089,-43.728582,-41.229806,-37.481642,-37.481642,-39.980418,-38.73103
0.15,-39.980418,-46.227358,-41.229806,-38.73103,-47.476746,-48.726134,-47.476746,-51.22491,-48.726134,-53.723686,-52.474298,-53.723686,-51.22491,-54.973074,-47.476746,-59.970627,-57.471851,-57.471851,-53.723686,-57.471851,-57.471851,-59.970627,-51.22491,-52.474298,-53.723686,-49.975522,-47.476746,-46.227358,-51.22491,-39.980418,-44.97797,-49.975522,-38.73103,-37.481642,-38.73103,-44.97797,-43.728582,-41.229806,-38.73103,-37.481642,-38.73103,-34.982866,-34.982866,-38.73103,-41.229806,-47.476746,-42.479194,-42.479194,-41.229806,-37.481642,-34.982866,-41.229806,-38.73103,-34.982866,-36.232254,-38.73103,-37.481642,-39.980418,-41.229806,-43.728582,-42.479194
0.2,-32.484089,-37.481642,-38.73103,-42.479194,-39.980418,-47.476746,-43.728582,-44.97797,-44.97797,-46.227358,-39.980418,-46.227358,-47.476746,-44.97797,-52.474298,-53.723686,-47.476746,-43.728582,-44.97797,-48.726134,-53.723686,-47.476746,-51.22491,-53.723686,-57.471851,-51.22491,-46.227358,-48.726134,-52.474298,-47.476746,-47.476746,-49.975522,-48.726134,-47.476746,-44.97797,-44.97797,-48.726134,-47.476746,-52.474298,-49.975522,-46.227358,-44.97797,-44.97797,-47.476746,-39.980418,-38.73103,-37.481642,-41.229806,-41.229806,-38.73103,-38.73103,-34.982866,-34.982866,-36.232254,-34.982866,-34.982866,-36.232254,-39.980418,-41.229806,-41.229806,-37.481642
0.25,-26.237149,-33.733477,-28.735925,-32.484089,-28.735925,-36.232254,-38.73103,-34.982866,-37.481642,-34.982866,-29.985313,-32.484089,-38.73103,-38.73103,-39.980418,-38.73103,-43.728582,-38.73103,-46.227358,-52.474298,-49.975522,-38.73103,-41.229806,-42.479194,-44.97797,-47.476746,-43.728582,-42.479194,-41.229806,-36.232254,-37.481642,-41.229806,-41.229806,-38.73103,-38.73103,-44.97797,-44.97797,-44.97797,-43.728582,-41.229806,-41.229806,-42.479194,-47.476746,-49.975522,-49.975522,-41.229806,-42.479194,-41.229806,-49.975522,-59.970627,-53.723686,-47.476746,-57.471851,-41.229806,-37.481642,-39.980418,-38.73103,-38.73103,-51.22491,-52.474298,-51.22491
0.3,-13.743269,-16.242045,-17.491433,-17.491433,-18.740821,-19.990209,-19.990209,-28.735925,-28.735925,-33.733477,-36.232254,-32.484089,-29.985313,-39.980418,-38.73103,-38.73103,-36.232254,-37.481642,-37.481642,-41.229806,-42.479194,-34.982866,-38.73103,-39.980418,-44.97797,-46.227358,-47.476746,-47.476746,-42.479194,-39.980418,-38.73103,-41.229806,-44.97797,-46.227358,-41.229806,-43.728582,-43.728582,-46.227358,-47.476746,-42.479194,-44.97797,-47.476746,-41.229806,-44.97797,-47.476746,-47.476746,-44.97797,-42.479194,-39.980418,-42.479194,-44.97797,-44.97797,-38.73103,-31.234701,-33.733477,-44.97797,-47.476746,-44.97797,-44.97797,-46.227358,-48.726134
0.35,-7.496328,-6.24694,-6.24694,-8.745716,-12.493881,-16.242045,-19.990209,-21.239597,-19.990209,-22.488985,-22.488985,-26.237149,-23.738373,-27.486537,-28.735925,-28.735925,-32.484089,-32.484089,-36.232254,-39.980418,-34.982866,-34.982866,-31.234701,-37.481642,-46.227358,-41.229806,-39.980418,-38.73103,-39.980418,-38.73103,-39.980418,-34.982866,-38.73103,-43.728582,-42.479194,-44.97797,-44.97797,-47.476746,-47.476746,-41.229806,-41.229806,-39.980418,-38.73103,-41.229806,-44.97797,-46.227358,-43.728582,-43.728582,-38.73103,-42.479194,-44.97797,-41.229806,-46.227358,-47.476746,-49.975522,-37.481642,-42.479194,-44.97797,-47.476746,-49.975522,-53.723686
0.4,4.997552,6.24694,6.24694,7.496328,0,-7.496328,-8.745716,-8.745716,-14.992657,-11.244492,-16.242045,-21.239597,-23.738373,-22.488985,-22.488985,-19.990209,-19.990209,-28.735925,-26.237149,-26.237149,-21.239597,-24.987761,-26.237149,-32.484089,-33.733477,-34.982866,-34.982866,-34.982866,-36.232254,-38.73103,-38.73103,-41.229806,-34.982866,-28.735925,-34.982866,-43.728582,-46.227358,-41.229806,-46.227358,-44.97797,-42.479194,-46.227358,-43.728582,-39.980418,-41.229806,-42.479194,-36.232254,-48.726134,-46.227358,-47.476746,-47.476746,-46.227358,-48.726134,-47.476746,-48.726134,-38.73103,-43.728582,-41.229806,-43.728582,-41.229806,-44.97797
0.45,16.242045,17.491433,16.242045,17.491433,11.244492,7.496328,7.496328,7.496328,-3.748164,-4.997552,-2.498776,-7.496328,-8.745716,-13.743269,-14.992657,-17.491433,-16.242045,-19.990209,-19.990209,-21.239597,-22.488985,-22.488985,-26.237149,-29.985313,-27.486537,-28.735925,-28.735925,-24.987761,-27.486537,-32.484089,-33.733477,-32.484089,-34.982866,-36.232254,-37.481642,-36.232254,-29.985313,-33.733477,-34.982866,-44.97797,-42.479194,-41.229806,-36.232254,-38.73103,-41.229806,-44.97797,-42.479194,-46.227358,-44.97797,-42.479194,-44.97797,-41.229806,-38.73103,-41.229806,-34.982866,-34.982866,-32.484089,-43.728582,-41.229806,-36.232254,-33.733477
0.5,23.738373,28.735925,26.237149,22.488985,23.738373,19.990209,16.242045,12.493881,7.496328,13.743269,6.24694,6.24694,1.249388,-1.249388,-4.997552,-7.496328,-9.995104,-9.995104,-13.743269,-13.743269,-13.743269,-13.743269,-17.491433,-19.990209,-19.990209,-21.239597,-23.738373,-22.488985,-26.237149,-28.735925,-27.486537,-27.486537,-26.237149,-24.987761,-24.987761,-31.234701,-27.486537,-33.733477,-29.985313,-33.733477,-32.484089,-36.232254,-36.232254,-38.73103,-39.980418,-33.733477,-34.982866,-29.985313,-33.733477,-34.982866,-42.479194,-46.227358,-47.476746,-44.97797,-38.73103,-37.481642,-36.232254,-31.234701,-31.234701,-42.479194,-44.97797
0.55,23.738373,36.232254,31.234701,27.486537,24.987761,22.488985,18.740821,13.743269,13.743269,13.743269,11.244492,11.244492,14.992657,11.244492,2.498776,1.249388,4.997552,1.249388,-4.997552,-4.997552,-9.995104,-11.244492,-9.995104,-11.244492,-18.740821,-13.743269,-16.242045,-13.743269,-13.743269,-16.242045,-17.491433,-22.488985,-23.738373,-23.738373,-26.237149,-28.735925,-28.735925,-28.735925,-28.735925,-27.486537,-24.987761,-27.486537,-28.735925,-31.234701,-31.234701,-36.232254,-38.73103,-34.982866,-28.735925,-41.229806,-41.229806,-42.479194,-38.73103,-33.733477,-33.733477,-33.733477,-33.733477,-38.73103,-41.229806,-38.73103,-44.97797
0.6,47.476746,44.97797,44.97797,38.73103,32.484089,36.232254,39.980418,28.735925,26.237149,26.237149,28.735925,26.237149,19.990209,17.491433,19.990209,11.244492,11.244492,13.743269,7.496328,7.496328,7.496328,2.498776,0,-4.997552,-1.249388,-6.24694,-7.496328,-6.24694,-9.995104,-17.491433,-16.242045,-13.743269,-14.992657,-14.992657,-17.491433,-17.491433,-17.491433,-22.488985,-26.237149,-27.486537,-26.237149,-22.488985,-22.488985,-22.488985,-21.239597,-21.239597,-24.987761,-26.237149,-27.486537,-28.735925,-37.481642,-37.481642,-38.73103,-38.73103,-36.232254,-31.234701,-29.985313,-32.484089,-34.982866,-38.73103,-39.980418
0.65,38.73103,46.227358,48.726134,47.476746,44.97797,44.97797,41.229806,36.232254,34.982866,38.73103,32.484089,23.738373,22.488985,19.990209,26.237149,23.738373,19.990209,13.743269,13.743269,14.992657,14.992657,12.493881,4.997552,4.997552,4.997552,2.498776,1.249388,-2.498776,-8.745716,-11.244492,-11.244492,-9.995104,-9.995104,-11.244492,-12.493881,-12.493881,-12.493881,-18.740821,-18.740821,-18.740821,-16.242045,-17.491433,-19.990209,-22.488985,-22.488985,-27.486537,-22.488985,-22.488985,-24.987761,-24.987761,-23.738373,-22.488985,-24.987761,-26.237149,-24.987761,-24.987761,-26.237149,-28.735925,-32.484089,-32.484089,-32.484089
0.7,48.726134,54.973074,53.723686,53.723686,53.723686,47.476746,43.728582,42.479194,38.73103,38.73103,32.484089,34.982866,36.232254,34.982866,34.982866,32.484089,23.738373,26.237149,24.987761,23.738373,21.239597,19.990209,14.992657,16.242045,16.242045,12.493881,12.493881,8.745716,4.997552,4.997552,4.997552,4.997552,3.748164,-3.748164,-4.997552,1.249388,-8.745716,-8.745716,-11.244492,-9.995104,-11.244492,-12.493881,-11.244492,-9.995104,-11.244492,-17.491433,-16.242045,-16.242045,-18.740821,-17.491433,-18.740821,-19.990209,-22.488985,-17.491433,-14.992657,-18.740821,-22.488985,-22.488985,-26.237149,-21.239597,-22.488985
0.75,66.217567,68.716343,57.471851,59.970627,62.469403,58.721239,63.718791,58.721239,53.723686,46.227358,46.227358,42.479194,44.97797,38.73103,31.234701,31.234701,26.237149,28.735925,33.733477,26.237149,24.987761,22.488985,21.239597,21.239597,19.990209,19.990209,19.990209,17.491433,13.743269,12.493881,11.244492,8.745716,9.995104,6.24694,8.745716,7.496328,1.249388,-1.249388,-4.997552,-4.997552,-6.24694,-3.748164,1.249388,-7.496328,-8.745716,-11.244492,-8.745716,-7.496328,-8.745716,-9.995104,-14.992657,-16.242045,-13.743269,-13.743269,-11.244492,-12.493881,-12.493881,-13.743269,-19.990209,-19.990209,-21.239597
0.8,51.22491,62.469403,66.217567,71.215119,59.970627,62.469403,58.721239,51.22491,47.476746,47.476746,52.474298,51.22491,47.476746,41.229806,34.982866,43.728582,39.980418,32.484089,32.484089,33.733477,34.982866,31.234701,32.484089,32.484089,22.488985,22.488985,22.488985,21.239597,17.491433,17.491433,16.242045,16.242045,14.992657,13.743269,14.992657,12.493881,13.743269,9.995104,8.745716,9.995104,11.244492,2.498776,-3.748164,-1.249388,-3.748164,2.498776,7.496328,-1.249388,-4.997552,-4.997552,-8.745716,-8.745716,-7.496328,-1.249388,-4.997552,-7.496328,-6.24694,-8.745716,-9.995104,-7.496328,-4.997552
0.85,62.469403,74.963283,68.716343,69.965731,64.968179,67.466955,67.466955,59.970627,51.22491,59.970627,51.22491,51.22491,53.723686,49.975522,44.97797,49.975522,56.222462,47.476746,46.227358,41.229806,42.479194,42.479194,39.980418,33.733477,32.484089,26.237149,26.237149,24.987761,32.484089,26.237149,26.237149,27.486537,18.740821,14.992657,14.992657,13.743269,21.239597,22.488985,19.990209,17.491433,16.242045,17.491433,11.244492,8.745716,8.745716,4.997552,9.995104,4.997552,4.997552,2.498776,-1.249388,-1.249388,4.997552,1.249388,-2.498776,-2.498776,-1.249388,1.249388,-2.498776,-3.748164,1.249388
0.9,59.970627,67.466955,66.217567,56.222462,59.970627,58.721239,63.718791,59.970627,62.469403,61.220015,63.718791,49.975522,48.726134,51.22491,51.22491,47.476746,41.229806,34.982866,42.479194,44.97797,38.73103,34.982866,34.982866,34.982866,34.982866,38.73103,38.73103,42.479194,41.229806,28.735925,28.735925,31.234701,29.985313,29.985313,28.735925,22.488985,24.987761,26.237149,19.990209,19.990209,14.992657,16.242045,14.992657,18.740821,17.491433,17.491433,11.244492,11.244492,13.743269,11.244492,8.745716,8.745716,11.244492,8.745716,3.748164,-1.249388,7.496328,8.745716,4.997552,3.748164,6.24694
0.95,63.718791,72.464507,62.469403,67.466955,62.469403,73.713895,71.215119,66.217567,59.970627,63.718791,57.471851,53.723686,57.471851,58.721239,52.474298,53.723686,57.471851,59.970627,49.975522,51.22491,46.227358,41.229806,46.227358,44.97797,47.476746,43.728582,44.97797,41.229806,41.229806,44.97797,38.73103,32.484089,33.733477,27.486537,34.982866,38.73103,28.735925,31.234701,29.985313,32.484089,36.232254,28.735925,26.237149,27.486537,27.486537,19.990209,13.743269,13.743269,14.992657,18.740821,14.992657,14.992657,13.743269,14.992657,14.992657,16.242045,16.242045,9.995104,11.244492,11.244492,12.493881
1,52.474298,59.970627,72.464507,57.471851,57.471851,62.469403,67.466955,64.968179,52.474298,52.474298,58.721239,58.721239,57.471851,58.721239,49.975522,58.721239,58.721239,53.723686,52.474298,58.721239,58.721239,51.22491,52.474298,51.22491,48.726134,41.229806,34.982866,48.726134,43.728582,51.22491,46.227358,37.481642,36.232254,37.481642,32.484089,32.484089,33.733477,34.982866,33.733477,29.985313,28.735925,27.486537,26.237149,23.738373,27.486537,28.735925,27.486537,23.738373,24.987761,22.488985,23.738373,27.486537,27.486537,24.987761,23.738373,19.990209,18.740821,18.740821,17.491433,17.491433,19.990209
1.05,48.726134,52.474298,57.471851,52.474298,54.973074,52.474298,61.220015,62.469403,56.222462,53.723686,57.471851,66.217567,66.217567,63.718791,59.970627,48.726134,53.723686,51.22491,57.471851,58.721239,53.723686,53.723686,51.22491,47.476746,47.476746,49.975522,52.474298,56.222462,46.227358,48.726134,48.726134,52.474298,39.980418,34.982866,37.481642,47.476746,47.476746,41.229806,38.73103,33.733477,32.484089,31.234701,33.733477,32.484089,31.234701,29.985313,38.73103,26.237149,31.234701,29.985313,27.486537,29.985313,31.234701,26.237149,22.488985,26.237149,28.735925,28.735925,28.735925,31.234701,29.985313
1.1,32.484089,48.726134,53.723686,57.471851,58.721239,62.469403,54.973074,49.975522,54.973074,57.471851,51.22491,48.726134,48.726134,52.474298,57.471851,51.22491,53.723686,53.723686,56.222462,53.723686,57.471851,58.721239,48.726134,58.721239,57.471851,53.723686,53.723686,57.471851,59.970627,48.726134,47.476746,51.22491,53.723686,52.474298,48.726134,56.222462,58.721239,53.723686,38.73103,41.229806,42.479194,44.97797,43.728582,42.479194,39.980418,39.980418,39.980418,38.73103,38.73103,38.73103,38.73103,38.73103,39.980418,38.73103,29.985313,29.985313,36.232254,37.481642,34.982866,33.733477,31.234701
1.15,43.728582,44.97797,43.728582,47.476746,52.474298,51.22491,52.474298,49.975522,47.476746,47.476746,53.723686,53.723686,57.471851,57.471851,57.471851,52.474298,51.22491,57.471851,61.220015,54.973074,56.222462,54.973074,48.726134,51.22491,62.469403,48.726134,48.726134,48.726134,47.476746,44.97797,47.476746,52.474298,54.973074,53.723686,56.222462,54.973074,53.723686,37.481642,44.97797,44.97797,49.975522,47.476746,49.975522,52.474298,53.723686,48.726134,37.481642,41.229806,41.229806,46.227358,51.22491,57.471851,47.476746,47.476746,47.476746,34.982866,34.982866,39.980418,42.479194,46.227358,44.97797
