time,54.2,55.7,57.2,58.7,60.2,61.7,63.2,64.7,66.2,67.7,69.2,70.7,72.2,73.7,75.2,76.7,78.2,79.7,81.2,82.7,84.2,85.7,87.2,88.7,90.2,91.7,93.2,94.7,96.2,97.7,99.2,100.7,102.2
0,-26.4064,-14.3812,-30.1684,-36.8478,-43.2064,-50.7264,-50.3188,-54.41,-55.4381,-59.4109,-64.8842,-72.0715,-95.3889,-77.8013,-73.3329,-97.0928,-79.0277,-91.2389,-111.3405,-101.3653,-99.6908,-112.1828,-116.7453,-115.1862,-117.4989,-89.6521,-113.9785,-126.9286,-112.5517,-126.1602,-125.1958,-132.9028,-146.2783
0.05,44.121,43.061,29.5721,14.4944,0.1034,10.2272,12.5025,-3.0131,-6.5616,-21.3415,-21.3399,-22.6337,-41.3984,-25.1429,-49.5844,-43.4922,-36.3796,-54.5327,-50.6995,-53.9302,-61.7475,-48.6208,-62.9737,-70.2419,-52.8863,-81.8502,-70.7319,-75.0241,-59.6657,-59.1012,-84.8984,-62.7872,-81.3395
0.1,94.5377,86.9169,82.193,81.2917,78.353,62.3447,46.548,44.2103,52.6628,39.74,41.5662,39.7498,37.9774,25.6902,32.053,30.287,-1.8219,5.065,4.6092,-21.2819,-27.3574,-10.0756,-0.7765,-26.3045,-28.8362,-15.362,-31.5351,-4.4665,-15.9626,-10.7557,-32.3286,-40.2904,-23.6313
0.15,144.0341,137.3298,144.8193,126.7462,107.7485,103.2393,113.6081,112.3651,89.8098,100.456,101.9763,82.7794,69.8995,72.7778,76.4632,56.4339,41.176,66.8259,73.9267,60.2563,56.8327,36.3105,24.632,45.7918,19.2529,46.7479,23.1626,30.5816,46.3984,9.8819,-6.6643,25.0662,20.2788
0.2,175.98,163.3154,165.5645,159.9028,165.5988,137.612,156.0141,135.093,143.5582,152.1187,141.2117,133.9454,112.1036,137.0927,128.4263,97.9827,109.3083,105.6578,101.9454,103.8611,126.7272,98.0106,87.8884,72.6889,95.8178,75.8141,93.9086,91.8518,66.5064,71.2778,72.3298,51.8952,52.0975
0.25,182.8447,180.8912,177.5282,183.825,175.2763,185.295,164.5528,171.9952,174.794,191.2477,155.8681,144.0351,160.2943,157.2045,162.3729,152.4612,144.0067,151.8802,125.5805,144.3539,119.8978,142.3056,137.3451,131.3194,136.2469,136.4094,128.8986,129.1321,136.5492,130.0294,85.6127,130.2256,133.4531
0.3,185.6684,180.2911,185.4057,181.6423,177.4899,172.2584,185.2236,180.8334,192.6054,180.2992,175.877,173.3944,173.4959,178.8433,170.3248,181.9826,170.0691,164.1217,157.5438,154.8669,168.6542,165.3958,164.665,152.5334,132.9352,131.5253,152.8603,149.9444,149.7549,141.8823,131.8063,137.1136,157.7372
0.35,161.1042,169.895,164.084,165.5051,164.079,166.5438,159.5786,181.9842,174.6142,175.2662,172.484,158.8973,177.4212,189.2003,178.7721,187.3102,187.4599,164.8503,158.1445,176.0186,186.9405,161.7368,190.5493,172.7373,156.1626,174.4108,184.5261,194.4483,147.7554,177.9808,169.3219,144.2975,159.5126
0.4,127.6119,136.7758,136.3188,128.9873,129.9517,138.8103,142.7532,160.403,151.2464,152.0674,152.3001,155.1471,166.8824,169.3643,161.7767,171.8126,162.1085,160.0599,160.5055,159.0564,174.3371,169.6879,159.3791,182.7787,181.1114,166.275,169.9443,174.9199,160.6851,193.4248,130.9766,180.5134,183.1885
0.45,82.8776,83.2588,86.0472,105.2313,101.2536,99.9423,112.7439,114.0978,113.9093,116.2303,117.1571,129.8504,117.0824,132.627,133.4688,121.6507,111.4177,133.6154,138.0269,135.0787,145.3566,144.3331,138.0265,141.2742,136.1407,158.233,144.1195,135.6021,165.5524,157.1376,141.4267,140.6199,147.863
0.5,21.0059,25.357,33.3452,50.9134,38.2906,58.9862,56.224,65.3483,72.7348,56.8365,71.7514,74.0927,85.4401,71.7919,81.3717,78.095,81.7049,95.6531,102.1401,101.0278,90.6679,84.0209,114.6056,121.4323,98.5217,106.8185,110.2554,132.0454,112.9672,111.2039,129.2969,123.9784,144.2049
0.55,-35.8369,-38.7799,-23.452,2.0783,-13.2569,-7.6685,-6.1761,-6.124,2.824,2.0432,17.7217,30.5686,29.4489,43.8973,50.1488,37.7148,38.6057,51.4469,26.3673,57.2704,81.853,63.0619,43.352,66.0452,85.0984,80.5153,85.1156,98.0622,85.0105,96.7142,94.0208,66.1452,65.8463
0.6,-89.8312,-89.6848,-102.3484,-63.7037,-60.857,-75.6801,-53.4047,-68.2397,-27.1748,-46.6394,-42.671,-21.4279,-35.5223,-28.599,-36.3624,-11.7279,-6.6345,4.755,-4.6312,-3.9363,-15.7479,-1.2388,16.2033,9.3584,17.7274,21.6079,5.1682,26.204,33.3678,24.4624,41.2193,14.1491,-0.9349
0.65,-134.0004,-141.1289,-133.2639,-114.3533,-113.425,-114.9596,-99.2934,-111.9185,-100.804,-104.8347,-102.041,-90.9909,-75.7616,-95.0763,-76.3805,-68.7928,-67.5159,-55.6579,-61.915,-61.7632,-53.3361,-30.3665,-47.654,-35.6762,-23.3969,-30.5238,-13.2318,-23.2731,-14.8121,-33.0074,-40.6067,5.2594,-15.4521
0.7,-177.9284,-164.2442,-170.3735,-159.451,-154.6624,-160.5369,-156.0497,-143.1027,-148.61,-127.6852,-129.3887,-126.2654,-127.9439,-119.3507,-107.0701,-120.9773,-112.4822,-125.2685,-104.8832,-102.1851,-97.5085,-75.4214,-105.9566,-82.951,-96.3769,-75.7155,-75.8295,-88.6615,-83.5523,-63.2945,-74.5173,-60.0325,-76.415
0.75,-188.9386,-185.8238,-173.7569,-191.6481,-200.1448,-167.8977,-178.7396,-164.6285,-154.2175,-171.7814,-165.008,-146.8829,-148.5736,-144.667,-152.5418,-144.089,-153.6101,-153.5144,-149.3336,-151.8466,-120.7802,-111.655,-141.3761,-125.5146,-103.2093,-123.5785,-113.5665,-121.5005,-139.4631,-126.3554,-102.8555,-119.058,-158.7238
0.8,-185.36,-186.7874,-186.0757,-194.1938,-189.4101,-186.0022,-175.9885,-182.0811,-176.1223,-170.2137,-173.9594,-169.541,-182.6113,-168.8092,-171.3885,-173.6404,-162.6955,-167.5415,-166.2744,-164.2613,-160.2236,-160.1944,-146.2978,-172.9142,-134.6348,-141.1953,-168.2375,-148.9324,-177.0659,-146.4271,-153.899,-140.0755,-164.4106
0.85,-162.8362,-165.6252,-166.0581,-164.9408,-185.789,-165.3888,-182.0007,-157.3142,-178.5971,-170.6979,-169.0967,-179.603,-173.3394,-165.4629,-184.0898,-175.1426,-191.6269,-175.3938,-160.9967,-175.6088,-158.5233,-157.8892,-164.2539,-177.4475,-169.4954,-183.769,-202.9095,-168.9535,-170.3427,-170.0773,-174.5052,-186.0031,-199.1877
0.9,-135.6609,-123.6764,-136.2365,-140.5391,-141.5008,-140.5533,-151.4371,-137.1133,-165.4446,-154.1348,-148.96,-159.9182,-150.2126,-149.1904,-159.7267,-160.2798,-164.4228,-158.7652,-167.7979,-145.8001,-168.0157,-186.3257,-171.7789,-163.7883,-164.0503,-179.2744,-161.8898,-171.5434,-191.4073,-147.0334,-181.0342,-152.2926,-146.7466
0.95,-76.6461,-82.7502,-83.9092,-81.3899,-88.8048,-105.466,-94.2585,-98.7764,-133.6932,-115.281,-109.801,-125.9053,-131.16,-132.0963,-140.8259,-127.073,-116.5104,-131.4804,-137.1016,-154.3314,-151.001,-131.7213,-147.2648,-142.9186,-150.8613,-149.5369,-125.566,-174.6377,-147.3051,-141.7228,-157.379,-147.6887,-123.1138
1,-21.5445,-28.3251,-36.4203,-43.4717,-29.1762,-53.6114,-51.285,-51.0383,-64.8819,-80.7442,-81.6454,-77.0812,-81.1343,-89.1116,-96.8935,-105.4788,-95.6954,-113.8158,-113.1797,-104.0597,-95.3287,-117.5269,-133.2716,-115.753,-119.2413,-133.4616,-113.3081,-113.6499,-113.456,-121.6137,-122.0607,-131.7353,-113.0323
1.05,43.0529,33.2566,29.1438,28.3959,10.1833,23.0177,8.1732,-4.9061,-10.0268,-6.0744,-3.8354,-21.9772,-15.04,-33.5839,-37.7181,-34.9401,-50.2782,-51.6667,-52.9895,-55.2074,-50.7289,-50.6386,-63.861,-64.4522,-64.6303,-57.9695,-90.3053,-84.4835,-83.1232,-50.9882,-90.0959,-64.0629,-83.6753
1.1,101.3772,95.0495,90.6601,75.2218,58.9542,65.0666,54.8779,51.7085,53.0597,35.1063,38.453,27.6392,15.2047,27.8344,27.5863,17.7317,29.7795,11.2494,16.0323,13.4778,-12.5781,-17.9037,-29.1568,-35.2164,-0.827,-19.0678,-15.2478,-0.26,-21.4147,-42.8786,-16.9286,-36.0201,-49.0474
1.15,141.7427,141.3145,139.0875,121.0465,109.1236,112.1566,104.3843,101.8217,96.8599,88.2775,94.8798,78.4043,80.1949,82.0141,67.7106,55.6945,65.8283,66.6918,61.1165,55.383,54.6066,71.8411,14.7527,58.0797,54.3169,28.7658,31.2282,23.158,24.8295,13.5193,27.1739,21.3002,18.1092
1.2,181.3351,162.9466,171.7789,158.7432,155.9039,168.4077,140.165,147.1153,143.8287,139.9766,141.5692,122.9596,114.855,119.0679,119.8884,128.2828,113.2846,98.575,131.339,112.7987,102.002,79.7747,94.4142,95.9448,76.1414,81.1201,96.7087,64.3719,59.1372,93.4946,95.5086,81.4053,90.2276
1.25,194.8075,198.9437,180.3832,192.5966,172.5383,179.4964,171.0225,176.6939,176.4828,170.6158,153.893,159.6345,148.7917,140.7959,143.9545,168.4317,156.6582,145.1011,139.5637,126.333,145.868,124.1942,117.5189,142.5997,124.2536,157.2752,103.5237,108.5146,135.8151,122.2179,113.6322,139.6168,114.5648
1.3,187.3256,199.9,192.7044,189.83,179.3912,179.1112,171.3842,187.9828,173.5841,189.6969,186.1039,175.2451,174.6533,170.6017,170.6175,181.8633,153.4686,155.2606,161.4812,156.2737,170.1669,178.1077,164.7644,149.6223,164.4837,149.4215,154.4426,157.3976,149.7404,156.1152,136.3831,145.2661,158.0407
1.35,179.2253,168.4485,162.1756,168.1842,167.2401,175.4171,170.9601,164.0694,162.6537,180.9786,189.5929,180.0963,162.5604,168.2273,193.325,179.7439,184.7755,174.9979,173.5417,168.9761,170.2236,183.3987,172.4089,154.6106,192.2935,173.6941,172.8056,146.2002,150.2747,173.5588,186.3767,156.7313,179.7066
1.4,127.78,138.3142,134.8124,126.1544,149.3753,137.5938,146.3871,160.3072,144.4825,148.337,166.6932,164.9488,152.5045,174.0855,167.8752,156.4742,157.4541,174.2489,161.5677,153.4902,161.558,158.8824,154.9206,170.7945,194.3152,156.366,156.4818,174.1711,162.8616,169.1332,162.1474,173.9752,165.3787
1.45,77.2278,90.0106,82.5911,91.7782,89.6815,99.384,98.851,105.8672,96.9179,127.5482,121.3801,124.9639,132.3296,119.4661,129.3168,130.1691,130.0605,137.457,153.8457,149.5674,145.0084,135.1691,144.5376,147.4797,146.9891,149.9986,144.6968,143.0317,126.9315,149.9642,140.0649,146.0487,164.2319
1.5,27.2977,36.4622,31.0922,37.4357,47.4575,48.1865,58.0444,62.887,54.7873,59.2041,73.561,68.0632,82.4624,87.2062,81.557,99.1375,72.0084,87.2556,121.8544,89.396,88.5649,128.834,103.248,105.7402,127.414,120.4899,125.6112,121.7069,133.1006,115.2459,118.9198,132.5243,96.1203
1.55,-47.457,-33.749,-27.9455,-34.6538,-23.8106,-11.7537,0.7683,1.09,-1.0437,16.152,11.7606,28.1624,8.5479,38.9122,31.183,21.2097,39.272,30.0126,67.1809,53.9606,60.3153,64.905,69.0898,54.1293,48.6538,86.1178,80.0882,88.4138,69.7584,91.8953,65.9336,113.0672,82.324
1.6,-87.5093,-93.3328,-80.906,-75.647,-77.9808,-60.1285,-53.1793,-54.5625,-57.0238,-53.908,-32.3608,-29.3984,-19.0248,-31.2766,-12.148,-23.3041,-15.7732,-13.4806,-4.4401,7.1775,1.7322,24.4715,11.1996,21.9848,24.1648,20.6426,38.6865,40.0061,31.8221,20.9498,38.0027,15.3042,56.7559
1.65,-150.5311,-139.1302,-135.8045,-133.6586,-117.2347,-103.9786,-106.1882,-95.4024,-87.4138,-99.8188,-91.7798,-90.1659,-69.4073,-68.3774,-74.4995,-60.1361,-69.908,-73.894,-56.8304,-52.678,-46.9068,-57.9862,-28.9992,-48.8284,-11.2842,-9.2918,-44.9839,-20.4858,-17.8665,-16.919,-5.0839,-29.7991,-21.0473
1.7,-178.1297,-178.8256,-176.7362,-162.6676,-168.1936,-150.8231,-155.8166,-148.3518,-142.8051,-139.9877,-142.3809,-136.0561,-138.8624,-114.6597,-127.5161,-121.3373,-114.5133,-108.6081,-116.9884,-99.2854,-96.5622,-92.4222,-103.9292,-88.8402,-92.3857,-71.9689,-96.579,-69.8819,-69.7185,-82.461,-74.1499,-72.8668,-63.6848
1.75,-205.3111,-199.6489,-188.7606,-178.0452,-177.9612,-188.7677,-165.6187,-174.765,-166.7221,-165.2936,-173.551,-156.0073,-145.7008,-156.5395,-135.8168,-143.1479,-139.5692,-143.5533,-131.3608,-139.0581,-126.173,-102.7341,-123.1481,-135.2547,-120.0992,-114.1312,-123.0007,-121.3941,-130.1405,-112.7088,-114.1002,-118.4712,-95.9381
1.8,-187.9873,-182.3026,-192.1336,-174.5362,-188.7982,-182.9812,-171.5807,-177.1101,-180.0851,-180.2309,-172.6581,-175.9534,-168.7405,-162.1723,-181.7931,-158.0287,-149.7754,-149.7401,-160.1906,-152.1583,-180.423,-159.835,-153.5287,-145.5719,-171.6067,-143.1026,-144.2638,-151.2369,-162.429,-166.5342,-117.5027,-148.1853,-146.4257
1.85,-177.7464,-163.1112,-163.6332,-165.8835,-181.8371,-163.0942,-183.7698,-173.2323,-162.1107,-163.1943,-173.3469,-178.1949,-171.431,-164.2671,-178.8697,-176.2894,-187.6305,-167.4556,-166.9596,-181.0981,-176.4913,-171.3723,-152.4118,-154.4978,-160.9392,-177.6377,-169.4717,-146.2517,-161.3907,-158.1759,-174.7818,-158.4511,-151.433
1.9,-125.5754,-140.5955,-141.379,-142.4816,-141.2625,-138.4725,-139.5565,-152.1451,-151.9929,-150.0944,-164.7005,-141.5328,-156.8506,-141.9902,-161.8143,-171.6219,-155.6183,-170.1519,-155.8538,-142.2185,-193.3861,-172.9779,-168.5532,-184.2914,-152.6772,-184.2472,-146.7287,-148.4044,-154.2723,-137.3852,-152.7325,-159.2737,-175.2538
1.95,-77.4318,-94.0488,-88.4051,-90.6967,-94.6905,-104.2471,-105.0655,-108.2227,-113.4003,-119.9973,-123.9703,-134.2654,-124.6863,-124.6195,-118.6813,-140.5275,-139.1413,-129.0253,-165.5341,-133.1777,-135.4358,-142.8563,-130.4705,-150.0577,-141.5611,-156.6228,-162.1165,-152.3118,-148.7745,-148.7854,-163.2676,-138.3851,-164.1262
2,-19.0786,-30.1069,-32.1652,-36.6852,-33.3278,-43.6953,-58.439,-60.7388,-69.3393,-67.7895,-82.4165,-64.5426,-82.5483,-85.7801,-92.7264,-71.2671,-103.9555,-109.2408,-94.0077,-93.6652,-115.6883,-94.0937,-109.4016,-106.3156,-113.714,-102.1196,-103.1568,-136.1674,-108.1656,-109.0299,-133.7593,-112.377,-118.7716
2.05,44.721,23.1432,22.1416,24.6337,14.485,8.3124,2.4921,6.837,-10.0416,-16.2062,-14.0953,-38.2889,-17.4067,-33.5596,-32.4911,-48.1746,-43.7984,-42.5859,-59.3084,-54.4017,-50.4123,-56.3752,-67.7958,-70.2356,-54.8841,-86.5318,-76.9547,-78.0298,-95.73,-75.334,-87.5322,-94.8972,-91.5575
