time,72.5,71.52,70.54,69.56,68.58,67.6,66.62,65.64,64.66,63.68,62.7,61.72,60.74,59.76,58.78,57.8,56.82,55.84,54.86,53.88,52.9,51.92,50.94,49.96,48.98,48,47.02,46.04,45.06,44.08,43.1,42.12,41.14,40.16,39.18,38.2,37.22,36.24,35.26,34.28
0,-115.342529,-118.459894,-132.488039,-115.342529,-121.57726,-116.901211,-116.901211,-115.342529,-116.901211,-113.783846,-113.783846,-109.107797,-102.873066,-96.638335,-90.403603,-93.520969,-93.520969,-101.314383,-105.990432,-87.286238,-84.168872,-79.492824,-74.816775,-74.816775,-70.140727,-59.229947,-63.905996,-57.671264,-48.319167,-51.436533,-56.112581,-43.643119,-40.525753,-40.525753,-40.525753,-35.849705,-26.497608,-24.938925,-35.849705,-21.821559
0.029,-88.844921,-85.727555,-90.403603,-90.403603,-109.107797,-110.66648,-96.638335,-90.403603,-104.431749,-112.225163,-101.314383,-102.873066,-101.314383,-105.990432,-96.638335,-90.403603,-93.520969,-93.520969,-93.520969,-90.403603,-90.403603,-88.844921,-87.286238,-82.610189,-76.375458,-77.934141,-74.816775,-67.023361,-68.582044,-63.905996,-60.78863,-59.229947,-54.553899,-57.671264,-51.436533,-40.525753,-46.760485,-49.87785,-38.96707,-45.201802
0.058,-70.140727,-71.69941,-70.140727,-85.727555,-85.727555,-85.727555,-88.844921,-88.844921,-101.314383,-101.314383,-98.197018,-77.934141,-87.286238,-87.286238,-98.197018,-101.314383,-98.197018,-85.727555,-91.962286,-90.403603,-82.610189,-84.168872,-93.520969,-93.520969,-82.610189,-71.69941,-67.023361,-85.727555,-62.347313,-62.347313,-67.023361,-59.229947,-46.760485,-48.319167,-51.436533,-51.436533,-57.671264,-46.760485,-48.319167,-45.201802
0.087,-43.643119,-49.87785,-51.436533,-51.436533,-70.140727,-73.258092,-71.69941,-67.023361,-68.582044,-77.934141,-76.375458,-79.492824,-87.286238,-87.286238,-91.962286,-98.197018,-93.520969,-87.286238,-88.844921,-87.286238,-95.079652,-87.286238,-90.403603,-85.727555,-77.934141,-71.69941,-74.816775,-74.816775,-76.375458,-65.464678,-65.464678,-74.816775,-79.492824,-67.023361,-63.905996,-63.905996,-60.78863,-70.140727,-63.905996,-57.671264
0.116,-12.469463,-12.469463,-21.821559,-34.291022,-43.643119,-46.760485,-48.319167,-62.347313,-63.905996,-57.671264,-63.905996,-71.69941,-71.69941,-74.816775,-65.464678,-73.258092,-59.229947,-70.140727,-76.375458,-76.375458,-77.934141,-77.934141,-85.727555,-82.610189,-77.934141,-82.610189,-81.051507,-85.727555,-81.051507,-81.051507,-82.610189,-77.934141,-77.934141,-60.78863,-60.78863,-59.229947,-60.78863,-54.553899,-68.582044,-56.112581
0.145,18.704194,17.145511,20.262877,6.234731,-6.234731,-23.380242,-24.938925,-23.380242,-32.732339,-40.525753,-46.760485,-48.319167,-51.436533,-57.671264,-59.229947,-57.671264,-56.112581,-59.229947,-59.229947,-63.905996,-63.905996,-68.582044,-74.816775,-77.934141,-77.934141,-73.258092,-76.375458,-77.934141,-82.610189,-77.934141,-68.582044,-63.905996,-87.286238,-77.934141,-74.816775,-76.375458,-73.258092,-74.816775,-67.023361,-65.464678
0.174,49.87785,51.436533,42.084436,23.380242,21.821559,15.586828,-1.558683,-6.234731,-10.91078,-15.586828,-24.938925,-23.380242,-28.056291,-34.291022,-38.96707,-43.643119,-45.201802,-48.319167,-51.436533,-56.112581,-62.347313,-67.023361,-70.140727,-67.023361,-67.023361,-74.816775,-73.258092,-74.816775,-76.375458,-73.258092,-56.112581,-70.140727,-67.023361,-67.023361,-65.464678,-63.905996,-68.582044,-63.905996,-60.78863,-68.582044
0.203,59.229947,68.582044,51.436533,43.643119,45.201802,31.173656,20.262877,14.028145,14.028145,12.469463,3.117366,-1.558683,-15.586828,-17.145511,-21.821559,-26.497608,-28.056291,-35.849705,-37.408388,-48.319167,-52.995216,-45.201802,-45.201802,-52.995216,-49.87785,-59.229947,-60.78863,-63.905996,-65.464678,-68.582044,-67.023361,-60.78863,-70.140727,-85.727555,-77.934141,-71.69941,-74.816775,-74.816775,-77.934141,-87.286238
0.232,102.873066,99.7557,95.079652,101.314383,79.492824,57.671264,40.525753,43.643119,31.173656,28.056291,29.614974,40.525753,31.173656,10.91078,-1.558683,-6.234731,-21.821559,-24.938925,-28.056291,-32.732339,-21.821559,-32.732339,-37.408388,-38.96707,-43.643119,-40.525753,-43.643119,-48.319167,-51.436533,-56.112581,-65.464678,-59.229947,-54.553899,-59.229947,-65.464678,-70.140727,-71.69941,-71.69941,-76.375458,-74.816775
