time,66.64,67.62,68.6,69.58,70.56,71.54,72.52,73.5,74.48,75.46,76.44,77.42,78.4,79.38,80.36,81.34,82.32,83.3,84.28,85.26,86.24,87.22,88.2,89.18,90.16,91.14,92.12,93.1,94.08,95.06,96.04,97.02,98,98.98,99.96,100.94,101.92,102.9,103.88,104.86,105.84,106.82,107.8,108.78,109.76,110.74,111.72,112.7,113.68
0,34.291022,37.408388,40.525753,42.084436,43.643119,40.525753,42.084436,48.319167,48.319167,45.201802,42.084436,48.319167,51.436533,45.201802,42.084436,45.201802,48.319167,48.319167,45.201802,46.760485,48.319167,45.201802,40.525753,43.643119,42.084436,40.525753,42.084436,46.760485,48.319167,37.408388,37.408388,34.291022,29.614974,29.614974,34.291022,34.291022,24.938925,26.497608,32.732339,32.732339,29.614974,26.497608,31.173656,31.173656,28.056291,24.938925,28.056291,28.056291,29.614974
0.05,20.262877,21.821559,23.380242,28.056291,28.056291,32.732339,35.849705,40.525753,35.849705,32.732339,34.291022,35.849705,32.732339,31.173656,32.732339,42.084436,48.319167,43.643119,43.643119,48.319167,51.436533,40.525753,35.849705,32.732339,35.849705,40.525753,38.96707,43.643119,40.525753,32.732339,35.849705,37.408388,37.408388,38.96707,35.849705,35.849705,35.849705,35.849705,40.525753,35.849705,37.408388,35.849705,31.173656,31.173656,31.173656,32.732339,34.291022,37.408388,34.291022
0.1,1.558683,-1.558683,3.117366,6.234731,6.234731,4.676048,12.469463,18.704194,17.145511,15.586828,21.821559,24.938925,26.497608,29.614974,28.056291,29.614974,29.614974,32.732339,34.291022,35.849705,35.849705,38.96707,38.96707,35.849705,40.525753,40.525753,40.525753,42.084436,40.525753,38.96707,32.732339,37.408388,37.408388,37.408388,35.849705,38.96707,40.525753,40.525753,38.96707,35.849705,32.732339,35.849705,37.408388,35.849705,37.408388,42.084436,38.96707,32.732339,29.614974
0.15,-28.056291,-26.497608,-17.145511,-20.262877,-21.821559,-18.704194,-14.028145,-9.352097,-6.234731,1.558683,-14.028145,6.234731,14.028145,14.028145,17.145511,15.586828,17.145511,17.145511,17.145511,21.821559,24.938925,26.497608,32.732339,31.173656,31.173656,26.497608,24.938925,26.497608,32.732339,35.849705,28.056291,26.497608,28.056291,31.173656,35.849705,38.96707,35.849705,32.732339,32.732339,32.732339,31.173656,29.614974,32.732339,32.732339,28.056291,32.732339,35.849705,35.849705,31.173656
0.2,-48.319167,-46.760485,-43.643119,-37.408388,-32.732339,-28.056291,-29.614974,-24.938925,-17.145511,-12.469463,-18.704194,-18.704194,-14.028145,-9.352097,-15.586828,-9.352097,-6.234731,0,4.676048,7.793414,10.91078,14.028145,14.028145,12.469463,21.821559,18.704194,9.352097,9.352097,10.91078,10.91078,17.145511,17.145511,18.704194,20.262877,21.821559,21.821559,21.821559,29.614974,26.497608,28.056291,24.938925,23.380242,23.380242,24.938925,24.938925,28.056291,23.380242,24.938925,24.938925
0.25,-59.229947,-57.671264,-59.229947,-54.553899,-56.112581,-59.229947,-48.319167,-37.408388,-45.201802,-43.643119,-40.525753,-35.849705,-24.938925,-32.732339,-34.291022,-28.056291,-14.028145,-10.91078,-17.145511,-26.497608,-21.821559,-18.704194,-12.469463,-14.028145,0,-1.558683,-12.469463,-9.352097,-3.117366,-4.676048,1.558683,4.676048,1.558683,7.793414,3.117366,6.234731,7.793414,9.352097,6.234731,10.91078,12.469463,14.028145,12.469463,12.469463,14.028145,14.028145,17.145511,12.469463,14.028145
0.3,-82.610189,-74.816775,-73.258092,-81.051507,-70.140727,-67.023361,-59.229947,-56.112581,-59.229947,-65.464678,-59.229947,-56.112581,-54.553899,-45.201802,-52.995216,-42.084436,-40.525753,-38.96707,-40.525753,-37.408388,-28.056291,-35.849705,-40.525753,-26.497608,-18.704194,-20.262877,-28.056291,-26.497608,-26.497608,-26.497608,-15.586828,-17.145511,-12.469463,-14.028145,-15.586828,-9.352097,-9.352097,-18.704194,-17.145511,-14.028145,-7.793414,0,-1.558683,-7.793414,-9.352097,-4.676048,-14.028145,-12.469463,-17.145511
0.35,-77.934141,-77.934141,-73.258092,-73.258092,-77.934141,-82.610189,-71.69941,-63.905996,-70.140727,-74.816775,-71.69941,-71.69941,-65.464678,-56.112581,-63.905996,-73.258092,-67.023361,-63.905996,-62.347313,-51.436533,-59.229947,-63.905996,-51.436533,-46.760485,-43.643119,-48.319167,-51.436533,-51.436533,-43.643119,-35.849705,-34.291022,-29.614974,-29.614974,-35.849705,-40.525753,-35.849705,-32.732339,-28.056291,-28.056291,-37.408388,-21.821559,-14.028145,-24.938925,-29.614974,-21.821559,-23.380242,-21.821559,-26.497608,-21.821559
0.4,-73.258092,-79.492824,-74.816775,-76.375458,-68.582044,-73.258092,-79.492824,-76.375458,-74.816775,-74.816775,-63.905996,-70.140727,-73.258092,-77.934141,-71.69941,-74.816775,-76.375458,-71.69941,-67.023361,-65.464678,-60.78863,-56.112581,-54.553899,-54.553899,-51.436533,-49.87785,-48.319167,-51.436533,-51.436533,-51.436533,-48.319167,-45.201802,-48.319167,-48.319167,-43.643119,-40.525753,-40.525753,-38.96707,-32.732339,-35.849705,-32.732339,-37.408388,-31.173656,-28.056291,-26.497608,-34.291022,-40.525753,-40.525753,-35.849705
