time,72.5,71.52,70.54,69.56,68.58,67.6,66.62,65.64,64.66,63.68,62.7,61.72,60.74,59.76,58.78,57.8,56.82,55.84,54.86,53.88,52.9,51.92,50.94,49.96,48.98,48,47.02,46.04,45.06,44.08,43.1,42.12,41.14,40.16,39.18,38.2,37.22,36.24,35.26,34.28
0,-171.45511,-171.45511,-177.689841,-157.426965,-149.63355,-154.309599,-144.957502,-143.398819,-141.840136,-138.722771,-132.488039,-124.694625,-124.694625,-124.694625,-121.57726,-121.57726,-116.901211,-104.431749,-104.431749,-113.783846,-104.431749,-107.549114,-113.783846,-104.431749,-90.403603,-88.844921,-85.727555,-79.492824,-79.492824,-77.934141,-76.375458,-71.69941,-67.023361,-76.375458,-90.403603,-85.727555,-65.464678,-74.816775,-57.671264,-51.436533
0.028,-162.103013,-149.63355,-149.63355,-148.074868,-158.985647,-151.192233,-143.398819,-149.63355,-148.074868,-140.281454,-140.281454,-132.488039,-124.694625,-124.694625,-116.901211,-116.901211,-116.901211,-120.018577,-127.811991,-113.783846,-105.990432,-102.873066,-102.873066,-101.314383,-99.7557,-99.7557,-96.638335,-90.403603,-99.7557,-93.520969,-85.727555,-88.844921,-81.051507,-82.610189,-77.934141,-77.934141,-77.934141,-74.816775,-73.258092,-73.258092
0.056,-163.661696,-158.985647,-148.074868,-143.398819,-148.074868,-155.868282,-152.750916,-144.957502,-146.516185,-143.398819,-143.398819,-129.370674,-140.281454,-132.488039,-126.253308,-118.459894,-116.901211,-124.694625,-123.135943,-115.342529,-109.107797,-112.225163,-105.990432,-101.314383,-102.873066,-102.873066,-93.520969,-93.520969,-98.197018,-105.990432,-90.403603,-93.520969,-85.727555,-84.168872,-85.727555,-90.403603,-90.403603,-82.610189,-81.051507,-87.286238
0.084,-144.957502,-148.074868,-148.074868,-155.868282,-149.63355,-143.398819,-148.074868,-152.750916,-151.192233,-143.398819,-144.957502,-129.370674,-140.281454,-140.281454,-140.281454,-132.488039,-121.57726,-116.901211,-121.57726,-126.253308,-116.901211,-121.57726,-124.694625,-113.783846,-105.990432,-112.225163,-110.66648,-109.107797,-105.990432,-109.107797,-109.107797,-109.107797,-112.225163,-104.431749,-82.610189,-87.286238,-87.286238,-85.727555,-91.962286,-87.286238
0.112,-151.192233,-134.046722,-138.722771,-138.722771,-143.398819,-137.164088,-135.605405,-140.281454,-141.840136,-146.516185,-141.840136,-127.811991,-132.488039,-134.046722,-130.929357,-140.281454,-148.074868,-137.164088,-135.605405,-124.694625,-121.57726,-123.135943,-124.694625,-116.901211,-107.549114,-101.314383,-113.783846,-101.314383,-105.990432,-112.225163,-101.314383,-105.990432,-109.107797,-116.901211,-101.314383,-101.314383,-93.520969,-93.520969,-96.638335,-105.990432
0.14,-140.281454,-148.074868,-148.074868,-140.281454,-129.370674,-138.722771,-134.046722,-129.370674,-134.046722,-135.605405,-138.722771,-143.398819,-141.840136,-124.694625,-124.694625,-132.488039,-130.929357,-124.694625,-124.694625,-121.57726,-113.783846,-118.459894,-112.225163,-115.342529,-120.018577,-115.342529,-113.783846,-113.783846,-105.990432,-113.783846,-120.018577,-129.370674,-124.694625,-109.107797,-109.107797,-109.107797,-113.783846,-93.520969,-104.431749,-105.990432
0.168,-107.549114,-130.929357,-123.135943,-127.811991,-126.253308,-126.253308,-134.046722,-123.135943,-140.281454,-129.370674,-126.253308,-134.046722,-140.281454,-137.164088,-132.488039,-124.694625,-127.811991,-130.929357,-127.811991,-126.253308,-132.488039,-130.929357,-132.488039,-140.281454,-132.488039,-123.135943,-113.783846,-116.901211,-113.783846,-121.57726,-110.66648,-110.66648,-118.459894,-121.57726,-121.57726,-93.520969,-98.197018,-104.431749,-105.990432,-118.459894
0.196,-129.370674,-129.370674,-124.694625,-123.135943,-123.135943,-124.694625,-121.57726,-135.605405,-127.811991,-130.929357,-130.929357,-132.488039,-135.605405,-137.164088,-118.459894,-120.018577,-135.605405,-138.722771,-127.811991,-140.281454,-116.901211,-123.135943,-132.488039,-135.605405,-124.694625,-127.811991,-132.488039,-135.605405,-137.164088,-124.694625,-116.901211,-118.459894,-121.57726,-121.57726,-130.929357,-121.57726,-121.57726,-120.018577,-107.549114,-116.901211
0.224,-112.225163,-110.66648,-113.783846,-116.901211,-113.783846,-113.783846,-116.901211,-124.694625,-127.811991,-124.694625,-130.929357,-130.929357,-127.811991,-123.135943,-123.135943,-123.135943,-121.57726,-124.694625,-129.370674,-129.370674,-121.57726,-118.459894,-124.694625,-132.488039,-134.046722,-127.811991,-116.901211,-109.107797,-112.225163,-123.135943,-112.225163,-113.783846,-121.57726,-118.459894,-115.342529,-116.901211,-116.901211,-118.459894,-124.694625,-123.135943
