time,53.5325,54.5125,55.4925,56.4725,57.4525,58.4325,59.4125,60.3925,61.3725,62.3525,63.3325,64.3125,65.2925,66.2725,67.2525,68.2325,69.2125,70.1925,71.1725,72.1525,73.1325,74.1125,75.0925,76.0725,77.0525,78.0325,79.0125,79.9925,80.9725,81.9525,82.9325,83.9125,84.8925,85.8725,86.8525,87.8325,88.8125,89.7925,90.7725,91.7525,92.7325,93.7125,94.6925,95.6725,96.6525,97.6325,98.6125
0,90.403603,107.549114,85.727555,90.403603,79.492824,79.492824,84.168872,85.727555,76.375458,77.934141,82.610189,70.140727,74.816775,77.934141,60.78863,63.905996,57.671264,56.112581,56.112581,56.112581,52.995216,49.87785,43.643119,42.084436,42.084436,43.643119,43.643119,43.643119,32.732339,32.732339,32.732339,28.056291,26.497608,24.938925,32.732339,23.380242,23.380242,26.497608,21.821559,20.262877,14.028145,15.586828,12.469463,9.352097,6.234731,7.793414,7.793414
0.05,81.051507,81.051507,81.051507,81.051507,71.69941,71.69941,77.934141,79.492824,67.023361,68.582044,76.375458,74.816775,74.816775,71.69941,71.69941,68.582044,73.258092,74.816775,70.140727,65.464678,63.905996,65.464678,62.347313,60.78863,65.464678,57.671264,52.995216,51.436533,43.643119,48.319167,45.201802,48.319167,37.408388,38.96707,40.525753,31.173656,28.056291,29.614974,31.173656,31.173656,21.821559,23.380242,28.056291,23.380242,23.380242,24.938925,20.262877
0.1,57.671264,56.112581,63.905996,60.78863,71.69941,71.69941,63.905996,68.582044,67.023361,65.464678,68.582044,62.347313,60.78863,63.905996,63.905996,70.140727,63.905996,67.023361,71.69941,65.464678,56.112581,59.229947,65.464678,62.347313,59.229947,57.671264,59.229947,59.229947,56.112581,56.112581,51.436533,52.995216,46.760485,52.995216,48.319167,46.760485,48.319167,40.525753,38.96707,40.525753,45.201802,43.643119,38.96707,37.408388,38.96707,38.96707,37.408388
0.15,23.380242,34.291022,35.849705,34.291022,42.084436,40.525753,45.201802,51.436533,45.201802,43.643119,48.319167,48.319167,54.553899,56.112581,59.229947,70.140727,65.464678,59.229947,59.229947,63.905996,71.69941,71.69941,71.69941,67.023361,67.023361,67.023361,63.905996,70.140727,73.258092,67.023361,59.229947,56.112581,56.112581,56.112581,54.553899,54.553899,54.553899,57.671264,56.112581,54.553899,51.436533,43.643119,45.201802,43.643119,40.525753,48.319167,48.319167
0.2,-6.234731,-7.793414,-12.469463,-12.469463,10.91078,18.704194,21.821559,28.056291,32.732339,35.849705,35.849705,37.408388,40.525753,43.643119,42.084436,48.319167,48.319167,48.319167,51.436533,56.112581,56.112581,59.229947,59.229947,59.229947,56.112581,59.229947,59.229947,59.229947,54.553899,57.671264,57.671264,56.112581,54.553899,49.87785,52.995216,60.78863,63.905996,63.905996,52.995216,49.87785,57.671264,56.112581,48.319167,51.436533,56.112581,56.112581,51.436533
0.25,-24.938925,-35.849705,-28.056291,-21.821559,-14.028145,-12.469463,-1.558683,4.676048,10.91078,15.586828,18.704194,20.262877,24.938925,28.056291,29.614974,35.849705,40.525753,45.201802,38.96707,42.084436,42.084436,43.643119,37.408388,45.201802,46.760485,48.319167,51.436533,54.553899,38.96707,42.084436,46.760485,51.436533,60.78863,60.78863,57.671264,56.112581,56.112581,52.995216,54.553899,54.553899,60.78863,57.671264,48.319167,45.201802,40.525753,45.201802,40.525753
0.3,-54.553899,-63.905996,-62.347313,-43.643119,-42.084436,-31.173656,-18.704194,-17.145511,-12.469463,-12.469463,-9.352097,-9.352097,-6.234731,9.352097,9.352097,17.145511,15.586828,14.028145,21.821559,24.938925,28.056291,29.614974,24.938925,28.056291,31.173656,35.849705,42.084436,40.525753,40.525753,46.760485,43.643119,42.084436,43.643119,43.643119,48.319167,48.319167,48.319167,48.319167,51.436533,37.408388,40.525753,45.201802,52.995216,56.112581,46.760485,34.291022,43.643119
0.35,-71.69941,-88.844921,-82.610189,-70.140727,-67.023361,-56.112581,-48.319167,-48.319167,-34.291022,-32.732339,-31.173656,-28.056291,-21.821559,-21.821559,-21.821559,-15.586828,-6.234731,-1.558683,1.558683,6.234731,9.352097,12.469463,12.469463,14.028145,17.145511,14.028145,17.145511,21.821559,20.262877,28.056291,24.938925,28.056291,28.056291,26.497608,28.056291,34.291022,28.056291,28.056291,29.614974,32.732339,35.849705,35.849705,37.408388,35.849705,34.291022,40.525753,43.643119
0.4,-88.844921,-85.727555,-79.492824,-82.610189,-77.934141,-79.492824,-67.023361,-65.464678,-56.112581,-48.319167,-49.87785,-48.319167,-42.084436,-38.96707,-37.408388,-29.614974,-26.497608,-17.145511,-18.704194,-17.145511,-17.145511,-9.352097,-3.117366,-3.117366,-3.117366,-1.558683,7.793414,1.558683,6.234731,9.352097,14.028145,14.028145,17.145511,17.145511,14.028145,17.145511,20.262877,21.821559,24.938925,24.938925,28.056291,21.821559,21.821559,21.821559,23.380242,26.497608,29.614974
