#, ElapsedTime[ms], Freq[Hz], Duty[%], Pres1[Pa], Pres2[Pa], Pres_diff[Pa]
0,0,0.50,50.01,-160.76,75.26,-236.03
1,32,0.50,50.01,-160.64,76.03,-236.67
2,37,0.50,50.01,-160.55,76.65,-237.19
3,42,0.50,50.01,-160.47,76.16,-236.63
4,47,0.50,50.01,-160.41,75.77,-236.18
5,51,0.50,50.01,-160.36,75.46,-235.82
6,56,0.50,50.01,-160.32,76.19,-236.50
7,61,0.50,50.01,-160.28,76.77,-237.06
8,66,0.50,50.01,-160.26,76.26,-236.52
9,71,0.50,50.01,-160.24,75.85,-236.09
10,77,0.50,50.01,-160.22,76.50,-236.72
11,81,0.50,50.01,-160.21,76.05,-236.25
12,122,0.50,50.01,-160.20,76.66,-236.85
13,127,0.50,50.01,-160.19,79.10,-239.29
14,132,0.50,50.01,-160.18,79.10,-239.28
15,137,0.50,50.01,-160.18,77.15,-237.32
16,142,0.50,50.01,-160.17,76.56,-236.73
17,147,0.50,50.01,-160.17,76.09,-236.26
18,151,0.50,50.01,-160.17,76.69,-236.86
19,156,0.50,50.01,-160.17,77.18,-237.34
20,162,0.50,50.01,-160.16,76.58,-236.75
21,167,0.50,50.01,-159.19,77.09,-236.27
22,172,0.50,50.01,-159.38,78.47,-237.85
23,177,0.50,50.01,-159.53,78.59,-238.13
24,183,0.50,50.01,-158.68,77.72,-236.40
25,188,0.50,50.01,-158.98,77.02,-236.00
26,193,0.50,50.01,-159.21,76.46,-235.67
27,197,0.50,50.01,-156.47,76.99,-233.46
28,203,0.50,50.01,-157.21,76.43,-233.64
29,208,0.50,50.01,-157.80,75.99,-233.79
30,213,0.50,50.01,-158.27,76.61,-234.88
31,218,0.50,50.01,-158.65,77.11,-235.76
32,223,0.50,50.01,-158.95,77.51,-236.46
33,227,0.50,50.01,-159.19,77.83,-237.02
34,232,0.50,50.01,-159.38,77.11,-236.49
35,237,0.50,50.01,-159.54,76.53,-236.07
36,242,0.50,50.01,-159.66,76.07,-235.73
37,249,0.50,50.01,-159.76,75.70,-235.46
38,254,0.50,50.01,-158.86,76.38,-235.24
39,259,0.50,50.01,-159.12,75.95,-235.07
40,264,0.50,50.01,-159.33,75.60,-234.93
41,269,0.50,50.01,-159.49,75.32,-234.82
42,274,0.50,50.01,-159.63,75.10,-234.73
43,278,0.50,50.01,-159.73,74.93,-234.66
44,283,0.50,50.01,-159.82,75.76,-235.58
45,289,0.50,50.01,-159.89,75.45,-235.34
46,294,0.50,50.01,-159.94,76.18,-236.12
47,299,0.50,50.01,-159.01,76.77,-235.77
48,303,0.50,50.01,-159.24,76.26,-235.49
49,310,0.50,50.01,-158.44,75.85,-234.29
50,315,0.50,50.01,-158.79,76.50,-235.29
51,320,0.50,50.01,-159.06,76.04,-235.10
52,324,0.50,50.01,-159.28,75.68,-234.96
53,329,0.50,50.01,-158.48,76.36,-234.84
54,335,0.50,50.01,-157.84,76.91,-234.75
55,340,0.50,50.01,-158.30,77.35,-235.65
56,345,0.50,50.01,-158.67,76.72,-235.40
57,350,0.50,50.01,-158.97,75.25,-234.21
58,354,0.50,50.01,-159.21,76.02,-235.22
59,359,0.50,50.01,-156.47,75.66,-232.12
60,364,0.50,50.01,-157.20,76.35,-233.55
61,369,0.50,50.01,-157.79,76.90,-234.69
62,376,0.50,50.01,-158.27,77.34,-235.61
63,381,0.50,50.01,-158.65,76.71,-235.36
64,386,0.50,50.01,-158.95,77.19,-236.14
65,391,0.50,50.01,-159.19,76.60,-235.79
66,396,0.50,50.01,-159.38,77.10,-236.48
67,401,0.50,50.01,-159.54,76.52,-236.06
68,405,0.50,50.01,-157.71,76.06,-233.77
69,410,0.50,50.01,-158.20,75.69,-233.89
70,416,0.50,50.01,-158.59,76.37,-234.96
71,421,0.50,50.01,-159.88,75.94,-235.82
72,426,0.50,50.01,-159.93,75.60,-235.53
73,430,0.50,50.01,-159.98,74.35,-234.32
74,437,0.50,50.01,-160.01,75.30,-235.31
75,442,0.50,50.01,-161.02,75.08,-236.10
76,447,0.50,50.01,-160.85,74.91,-235.76
77,451,0.50,50.01,-158.76,74.77,-233.53
78,456,0.50,50.01,-159.04,74.66,-233.70
79,462,0.50,50.01,-160.24,74.57,-234.81
80,467,0.50,50.01,-155.34,74.50,-229.84
81,472,0.50,50.01,-156.30,74.44,-230.75
82,477,0.50,50.01,-158.05,75.38,-233.43
83,481,0.50,50.01,-158.47,75.14,-233.62
84,486,0.50,50.01,-158.81,72.03,-230.84
85,491,0.50,50.01,-159.08,73.44,-232.52
86,496,0.50,50.01,-159.29,74.58,-233.87
87,503,0.50,50.01,-158.49,74.50,-232.99
88,508,0.50,50.01,-158.82,75.42,-234.25
89,513,0.50,50.01,-159.09,75.18,-234.27
90,518,0.50,50.01,-159.30,75.97,-235.27
91,523,0.50,50.01,-160.45,75.62,-236.07
92,527,0.50,50.01,-159.41,75.34,-234.75
93,532,0.50,50.01,-159.56,75.11,-234.68
94,537,0.50,50.01,-159.68,74.93,-234.62
95,542,0.50,50.01,-163.68,74.79,-238.47
96,548,0.50,50.01,-163.95,75.65,-239.61
97,553,0.50,50.01,-163.19,75.37,-238.56
98,557,0.50,50.01,-162.59,75.14,-237.72
99,564,0.50,50.01,-162.10,75.93,-238.03
100,569,0.50,50.01,-161.71,75.59,-237.30
101,574,0.50,50.01,-161.40,75.31,-236.71
102,578,0.50,50.01,-161.15,76.07,-237.22
103,583,0.50,50.01,-160.95,75.70,-236.65
104,589,0.50,50.01,-159.82,75.40,-235.22
105,594,0.50,50.01,-159.88,76.14,-236.03
106,599,0.50,50.01,-159.94,75.76,-235.70
107,604,0.50,50.01,-159.98,75.45,-235.43
108,608,0.50,50.01,-160.99,75.20,-236.20
109,613,0.50,50.01,-161.80,75.01,-236.81
110,618,0.50,50.01,-161.47,74.85,-236.32
111,625,0.50,50.01,-162.19,74.72,-236.91
112,630,0.50,50.01,-161.78,74.62,-236.40
113,635,0.50,50.01,-162.43,75.52,-237.95
114,640,0.50,50.01,-164.91,75.26,-240.17
115,645,0.50,50.01,-163.96,75.05,-239.01
116,650,0.50,50.01,-163.20,74.88,-238.08
117,655,0.50,50.01,-162.59,75.73,-238.32
118,659,0.50,50.01,-162.10,75.43,-237.53
119,664,0.50,50.01,-159.76,75.18,-234.94
120,669,0.50,50.01,-159.84,74.99,-234.83
121,675,0.50,50.01,-159.90,75.81,-235.72
122,680,0.50,50.01,-159.95,75.49,-235.45
123,688,0.50,50.01,-159.99,75.24,-235.23
124,691,0.50,50.01,-160.03,75.04,-235.06
125,696,0.50,50.01,-160.05,74.87,-234.92
126,701,0.50,50.01,-160.07,73.76,-233.84
127,706,0.50,50.01,-160.09,74.83,-234.92
128,710,0.50,50.01,-160.10,75.69,-235.79
129,716,0.50,50.01,-160.11,76.37,-236.48
130,721,0.50,50.01,-160.12,75.94,-236.06
131,726,0.50,50.01,-160.13,75.59,-235.72
132,731,0.50,50.01,-160.13,75.32,-235.45
133,736,0.50,50.01,-160.14,76.08,-236.21
134,740,0.50,50.01,-160.14,75.70,-235.85
135,745,0.50,50.01,-160.15,75.41,-235.55
136,752,0.50,50.01,-160.15,75.17,-235.32
137,758,0.50,50.01,-160.15,75.96,-236.11
138,762,0.50,50.01,-160.15,75.61,-235.76
139,767,0.50,50.01,-160.15,76.31,-236.46
140,772,0.50,50.01,-160.15,76.87,-237.02
141,777,0.50,50.01,-160.15,77.31,-237.47
142,782,0.50,50.01,-160.15,76.69,-236.85
143,787,0.50,50.01,-159.18,76.20,-235.38
144,791,0.50,50.01,-159.37,75.80,-235.18
145,796,0.50,50.01,-159.53,74.51,-234.04
146,802,0.50,50.01,-159.66,74.45,-234.11
147,807,0.50,50.01,-159.76,71.48,-231.23
148,813,0.50,50.01,-160.81,72.02,-232.84
149,818,0.50,50.01,-161.66,72.46,-234.12
150,823,0.50,50.01,-161.36,71.84,-233.19
151,828,0.50,50.01,-159.16,73.29,-232.45
152,833,0.50,50.01,-159.36,74.45,-233.82
153,837,0.50,50.01,-159.52,75.38,-234.90
154,843,0.50,50.01,-159.65,75.15,-234.80
155,848,0.50,50.01,-159.75,74.96,-234.71
156,853,0.50,50.01,-159.83,72.86,-232.69
157,858,0.50,50.01,-160.87,73.13,-234.01
158,863,0.50,50.01,-160.73,73.35,-234.08
159,867,0.50,50.01,-160.61,74.50,-235.12
160,874,0.50,50.01,-160.52,74.44,-234.97
161,879,0.50,50.01,-160.45,73.42,-233.87
162,884,0.50,50.01,-160.39,74.56,-234.95
163,889,0.50,50.01,-160.34,74.49,-234.83
164,894,0.50,50.01,-160.31,75.41,-235.72
165,899,0.50,50.01,-160.28,72.24,-232.52
166,904,0.50,50.01,-160.25,72.64,-232.89
