#, ElapsedTime[ms], Freq[Hz], Duty[%], Pres1[Pa], Pres2[Pa], Pres_diff[Pa]
0,1,0.50,55.00,115.75,337.97,-222.22
1,33,0.50,55.00,114.28,336.98,-222.70
2,39,0.50,55.00,113.11,336.19,-223.08
3,44,0.50,55.00,112.16,335.55,-223.39
4,49,0.50,55.00,112.39,335.04,-222.65
5,54,0.50,55.00,112.57,334.63,-222.07
6,59,0.50,55.00,112.71,334.31,-221.60
7,63,0.50,55.00,112.82,334.05,-221.23
8,68,0.50,55.00,112.92,333.84,-220.93
9,73,0.50,55.00,111.04,333.67,-222.64
10,79,0.50,55.00,111.48,333.54,-222.06
11,84,0.50,55.00,111.84,333.43,-221.59
12,91,0.50,55.00,112.13,333.35,-221.22
13,96,0.50,55.00,114.31,333.28,-218.97
14,100,0.50,55.00,114.11,333.23,-219.12
15,105,0.50,55.00,113.94,333.18,-219.24
16,110,0.50,55.00,113.81,333.15,-219.34
17,115,0.50,55.00,113.70,333.12,-219.42
18,121,0.50,55.00,112.64,333.10,-220.45
19,126,0.50,55.00,111.79,333.08,-221.29
20,130,0.50,55.00,112.09,333.07,-220.97
21,135,0.50,55.00,112.33,333.05,-220.72
22,140,0.50,55.00,112.52,333.04,-220.52
23,145,0.50,55.00,112.67,333.04,-220.36
24,152,0.50,55.00,112.79,333.03,-220.24
25,156,0.50,55.00,112.89,333.03,-220.14
26,161,0.50,55.00,112.97,333.02,-220.05
27,167,0.50,55.00,113.03,333.02,-219.99
28,172,0.50,55.00,113.08,333.02,-219.94
29,177,0.50,55.00,113.12,333.99,-220.87
30,182,0.50,55.00,113.15,333.80,-220.64
31,187,0.50,55.00,112.20,333.64,-221.44
32,191,0.50,55.00,111.44,334.49,-223.05
33,196,0.50,55.00,110.83,334.19,-223.36
34,201,0.50,55.00,110.35,333.96,-223.61
35,207,0.50,55.00,110.93,333.77,-222.83
36,212,0.50,55.00,111.40,333.61,-222.21
37,219,0.50,55.00,111.78,333.49,-221.71
38,223,0.50,55.00,112.08,333.40,-221.32
39,228,0.50,55.00,112.32,333.32,-221.00
40,233,0.50,55.00,112.51,333.26,-220.74
41,238,0.50,55.00,112.67,333.21,-220.54
42,243,0.50,55.00,112.79,333.17,-220.38
43,249,0.50,55.00,111.91,329.23,-217.32
44,254,0.50,55.00,112.18,329.98,-217.80
