#, ElapsedTime[ms], Freq[Hz], Duty[%], Pres1[Pa], Pres2[Pa], Pres_diff[Pa]
0,1,0.50,90.00,2273.27,2503.58,-230.32
1,34,0.50,90.00,2271.93,2503.06,-231.13
2,39,0.50,90.00,2270.87,2502.64,-231.78
3,44,0.50,90.00,2270.01,2502.31,-232.30
4,49,0.50,90.00,2269.33,2501.07,-231.74
5,54,0.50,90.00,2271.71,2501.05,-229.33
6,60,0.50,90.00,2270.69,2501.03,-230.34
7,64,0.50,90.00,2269.87,2500.05,-230.17
8,69,0.50,90.00,2269.22,2499.26,-230.04
9,74,0.50,90.00,2267.72,2498.62,-230.90
10,79,0.50,90.00,2267.50,2498.12,-230.62
11,86,0.50,90.00,2267.32,2497.71,-230.40
12,90,0.50,90.00,2267.17,2497.39,-230.22
13,96,0.50,90.00,2268.04,2497.13,-229.09
14,100,0.50,90.00,2266.77,2496.92,-230.15
15,106,0.50,90.00,2270.64,2496.76,-226.11
16,111,0.50,90.00,2269.84,2496.62,-226.79
17,116,0.50,90.00,2269.19,2496.52,-227.33
18,120,0.50,90.00,2268.67,2496.43,-227.76
19,125,0.50,90.00,2268.26,2496.37,-228.11
20,130,0.50,90.00,2267.93,2496.31,-228.38
21,135,0.50,90.00,2267.66,2496.27,-228.61
22,140,0.50,90.00,2267.45,2496.23,-228.78
23,148,0.50,90.00,2267.28,2496.20,-228.93
24,153,0.50,90.00,2267.14,2496.18,-229.04
25,157,0.50,90.00,2267.04,2497.14,-230.11
26,162,0.50,90.00,2267.92,2496.93,-229.01
27,167,0.50,90.00,2267.66,2496.76,-229.10
28,172,0.50,90.00,2266.47,2496.63,-230.16
29,177,0.50,90.00,2266.50,2496.52,-230.02
30,182,0.50,90.00,2264.57,2496.44,-231.87
31,188,0.50,90.00,2264.97,2496.37,-231.40
32,192,0.50,90.00,2265.30,2496.31,-231.01
33,197,0.50,90.00,2265.56,2496.27,-230.71
34,202,0.50,90.00,2265.77,2496.23,-230.47
35,209,0.50,90.00,2265.93,2497.18,-231.25
36,214,0.50,90.00,2265.09,2496.96,-231.87
37,218,0.50,90.00,2264.42,2496.79,-232.37
38,223,0.50,90.00,2264.85,2496.65,-231.80
39,228,0.50,90.00,2265.20,2496.54,-231.34
40,234,0.50,90.00,2265.48,2500.36,-234.87
41,239,0.50,90.00,2265.71,2499.50,-233.80
42,244,0.50,90.00,2265.89,2498.82,-232.94
43,249,0.50,90.00,2266.03,2498.28,-232.25
