time,53.5325,54.5125,55.4925,56.4725,57.4525,58.4325,59.4125,60.3925,61.3725,62.3525,63.3325,64.3125,65.2925,66.2725,67.2525,68.2325,69.2125,70.1925,71.1725,72.1525,73.1325,74.1125,75.0925,76.0725,77.0525,78.0325,79.0125,79.9925,80.9725,81.9525,82.9325,83.9125,84.8925,85.8725,86.8525,87.8325,88.8125,89.7925
0,-34.291022,-32.732339,-32.732339,-43.643119,-38.96707,-38.96707,-35.849705,-35.849705,-46.760485,-45.201802,-49.87785,-48.319167,-42.084436,-43.643119,-43.643119,-48.319167,-46.760485,-43.643119,-40.525753,-43.643119,-45.201802,-35.849705,-40.525753,-48.319167,-45.201802,-35.849705,-40.525753,-35.849705,-38.96707,-43.643119,-38.96707,-35.849705,-37.408388,-29.614974,-28.056291,-28.056291,-28.056291,-29.614974
0.05,-7.793414,-9.352097,-9.352097,-12.469463,-18.704194,-31.173656,-21.821559,-34.291022,-35.849705,-32.732339,-35.849705,-42.084436,-40.525753,-37.408388,-32.732339,-32.732339,-37.408388,-43.643119,-38.96707,-40.525753,-42.084436,-40.525753,-32.732339,-48.319167,-48.319167,-46.760485,-35.849705,-35.849705,-32.732339,-34.291022,-28.056291,-34.291022,-38.96707,-42.084436,-45.201802,-40.525753,-31.173656,-32.732339
0.1,9.352097,12.469463,15.586828,10.91078,18.704194,-1.558683,1.558683,-14.028145,-14.028145,-14.028145,-17.145511,-21.821559,-21.821559,-24.938925,-24.938925,-28.056291,-32.732339,-32.732339,-32.732339,-32.732339,-35.849705,-38.96707,-35.849705,-34.291022,-32.732339,-32.732339,-40.525753,-40.525753,-38.96707,-32.732339,-32.732339,-37.408388,-34.291022,-35.849705,-34.291022,-28.056291,-35.849705,-38.96707
0.15,40.525753,38.96707,38.96707,32.732339,26.497608,20.262877,10.91078,10.91078,6.234731,6.234731,-3.117366,-9.352097,-10.91078,-15.586828,-14.028145,-14.028145,-14.028145,-17.145511,-21.821559,-20.262877,-17.145511,-21.821559,-23.380242,-20.262877,-29.614974,-35.849705,-32.732339,-34.291022,-32.732339,-32.732339,-29.614974,-34.291022,-40.525753,-40.525753,-35.849705,-38.96707,-37.408388,-32.732339
0.2,54.553899,67.023361,59.229947,67.023361,57.671264,43.643119,34.291022,21.821559,24.938925,24.938925,15.586828,14.028145,14.028145,21.821559,7.793414,6.234731,7.793414,1.558683,-6.234731,-1.558683,-6.234731,-9.352097,-15.586828,-12.469463,-12.469463,-14.028145,-17.145511,-14.028145,-17.145511,-18.704194,-21.821559,-26.497608,-23.380242,-21.821559,-21.821559,-20.262877,-20.262877,-24.938925
0.25,70.140727,85.727555,77.934141,68.582044,74.816775,56.112581,48.319167,43.643119,40.525753,45.201802,35.849705,34.291022,29.614974,26.497608,24.938925,17.145511,17.145511,21.821559,23.380242,12.469463,10.91078,10.91078,7.793414,9.352097,12.469463,-3.117366,0,-4.676048,-4.676048,-9.352097,-10.91078,-12.469463,-10.91078,-10.91078,-10.91078,-17.145511,-17.145511,-21.821559
0.3,84.168872,90.403603,82.610189,65.464678,67.023361,67.023361,51.436533,49.87785,54.553899,48.319167,35.849705,35.849705,35.849705,35.849705,37.408388,35.849705,28.056291,26.497608,24.938925,24.938925,24.938925,21.821559,21.821559,17.145511,17.145511,14.028145,12.469463,18.704194,17.145511,4.676048,-1.558683,-1.558683,-3.117366,1.558683,-12.469463,-7.793414,-6.234731,-7.793414
0.35,68.582044,82.610189,79.492824,67.023361,70.140727,62.347313,63.905996,63.905996,62.347313,63.905996,63.905996,59.229947,57.671264,49.87785,48.319167,43.643119,35.849705,35.849705,35.849705,40.525753,32.732339,28.056291,21.821559,21.821559,18.704194,17.145511,17.145511,20.262877,21.821559,21.821559,14.028145,9.352097,9.352097,10.91078,9.352097,6.234731,6.234731,1.558683
0.4,51.436533,70.140727,70.140727,68.582044,63.905996,60.78863,62.347313,63.905996,63.905996,59.229947,56.112581,54.553899,56.112581,51.436533,51.436533,56.112581,51.436533,49.87785,51.436533,56.112581,42.084436,35.849705,40.525753,37.408388,38.96707,38.96707,35.849705,24.938925,23.380242,24.938925,18.704194,23.380242,23.380242,26.497608,23.380242,21.821559,17.145511,14.028145
0.45,38.96707,49.87785,45.201802,48.319167,57.671264,59.229947,59.229947,46.760485,48.319167,51.436533,51.436533,54.553899,56.112581,63.905996,59.229947,57.671264,57.671264,59.229947,57.671264,52.995216,52.995216,48.319167,46.760485,40.525753,48.319167,49.87785,48.319167,48.319167,40.525753,35.849705,35.849705,35.849705,37.408388,32.732339,31.173656,29.614974,29.614974,28.056291
