DataFormat,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,


,30.012501,30.992500,31.972500,32.952499,33.932499,34.912498,35.892502,36.872501,37.852501,38.832500,39.812500,40.792500,41.772499,42.752499,43.732498,44.712502,45.692501,46.672501,47.652500,48.632500,49.612499,50.592499,51.572498,52.552502,53.532501,54.512501,55.492500,56.472500,57.452499,58.432499,59.412498,60.392502,61.372501,62.352501,63.332500,64.312500,65.292503,66.272499,67.252502,68.232498,69.212502,70.192497,71.172501,72.152496,73.132500,74.112503,75.092499,76.072502,77.052498,78.032501,79.012497,79.992500,80.972504,81.952499,82.932503,83.912498,84.892502,85.872498,86.852501,87.832497,88.812500,89.792503,90.772499,91.752502,92.732498,93.712502,94.692497,95.672501,96.652496,97.632500,98.612503,99.592499,100.572502,101.552498,102.532501,103.512497,104.492500,105.472504,106.452499,107.432503,108.412498,109.392502,110.372498,111.352501,112.332497,113.312500,114.292503,115.272499,116.252502,117.232498,118.212502,119.192497,120.172501,121.152496,122.132500,123.112503,124.092499,125.072502,126.052498,127.032501,128.012497,128.992493,129.972504,130.952499,131.932495,132.912506,133.892502,134.872498,135.852493,136.832504,137.812500,138.792496,139.772507,140.752502,141.732498,142.712494,143.692505,144.672501,145.652496,146.632507,147.612503,148.592499,149.572495,150.552505,151.532501,152.512497,153.492493,154.472504,155.452499,156.432495,157.412506,158.392502,159.372498,160.352493,161.332504,162.312500,163.292496,164.272507,165.252502,166.232498,167.212494,168.192505,169.172501,170.152496,171.132507,172.112503,173.092499,174.072495,175.052505,176.032501,177.012497,177.992493,178.972504,179.952499,180.932495,181.912506,182.892502,183.872498,184.852493,185.832504,186.812500,187.792496,188.772507,189.752502,190.732498,191.712494,192.692505,193.672501,194.652496,195.632507,196.612503,197.592499,198.572495,199.552505,200.532501,201.512497,202.492493,203.472504,204.452499,205.432495,206.412506,207.392502,208.372498,209.352493,210.332504,211.312500,212.292496,213.272507,214.252502,215.232498,216.212494,217.192505,218.172501,219.152496,220.132507,221.112503,222.092499,223.072495,224.052505,225.032501
0.000000,5.491921,5.401353,5.922690,5.580967,5.209562,5.717961,5.726333,5.204235,5.730138,5.722528,5.880070,5.469090,5.364822,4.567214,4.113614,3.285563,2.793148,1.943026,1.479531,0.230606,0.353900,0.076108,0.024354,0.303669,1.098232,1.766456,2.268766,3.042780,2.665287,2.300732,2.447619,1.701004,1.997823,2.059471,2.211686,2.170588,2.133295,2.189615,2.350963,2.593746,2.864689,2.891326,2.843379,3.000160,3.198040,3.300024,3.468222,3.583144,3.579339,3.651641,3.819077,3.757430,3.816794,3.778740,3.973576,3.821361,3.803856,3.764280,3.770369,3.702633,3.534435,3.446150,3.414185,3.386025,3.242943,3.350255,3.309918,3.186623,3.030603,3.058763,2.810652,3.091489,5.317636,6.625924,5.058869,5.596950,5.004072,3.051152,2.214730,2.243651,2.014567,1.932371,1.858546,1.814404,1.472681,1.320466,1.114215,1.150746,1.012992,1.039629,0.990159,0.724544,0.446751,0.202446,0.216907,0.188747,0.028921,0.050992,0.073824,0.164392,0.258766,0.379016,0.654525,0.875237,0.980265,0.971894,1.000814,1.052567,1.063984,0.972655,0.914813,0.957433,1.161402,1.280890,1.353953,1.464309,1.489425,1.620330,1.695676,1.779395,1.840281,1.853219,1.881379,1.966619,1.964336,2.025983,2.180481,2.135578,2.236040,2.151561,2.211686,2.217013,2.370750,2.314431,2.271811,2.328891,2.313670,2.259633,2.334219,2.372272,2.446097,2.420220,2.318997,2.293882,2.230712,2.237562,2.091436,1.936176,1.910300,1.927804,1.805271,1.675889,1.713181,1.559444,1.497797,1.422450,1.388202,1.331882,1.089099,0.911007,0.774014,0.694101,0.582223,0.568523,0.169720,1.255014,1.429300,2.204075,1.878335,0.761075,1.196411,2.052621,2.382928,2.296165,2.274855,3.148570,3.141720,3.157702,2.617339,2.551886,2.058710,1.771023,2.311387,2.785537,2.171349,2.153083,1.513779,1.907255,2.274094,1.142375,2.269527,2.546559,1.880618,1.221526,2.564825,2.476540,2.196464,2.268766,2.437725,2.051099
0.009766,0.473236,0.365662,0.444914,0.443233,0.524552,0.365814,0.354769,0.385592,0.221462,0.191503,0.717484,0.040787,0.162208,0.333056,0.840727,0.777872,0.721145,0.738418,0.813585,1.298692,0.089159,0.096281,0.102458,0.166544,0.034593,0.229634,0.109693,0.105280,0.180624,0.291512,0.132818,0.159087,0.137391,0.110587,0.169571,0.095226,0.162383,0.078936,0.142657,0.049470,0.034964,0.100985,0.088912,0.166742,0.105214,0.173791,0.118488,0.039450,0.113438,0.027950,0.113677,0.139373,0.056821,0.130692,0.141491,0.145911,0.118360,0.097565,0.183681,0.133089,0.095536,0.077392,0.127770,0.078852,0.077112,0.024768,0.116435,0.070664,0.021386,0.070505,0.061142,0.092649,0.082714,0.337302,0.212012,0.836024,1.163514,0.428476,0.128802,0.007701,0.117749,0.157163,0.152164,0.249679,0.243517,0.092884,0.121046,0.139290,0.013937,0.097969,0.080702,0.134530,0.131020,0.174868,0.187202,0.260595,0.305581,0.203145,0.145747,0.117782,0.050100,0.096839,0.140756,0.189271,0.211413,0.151632,0.054556,0.063155,0.134916,0.122446,0.094878,0.002860,0.031819,0.110340,0.149199,0.146062,0.096306,0.130313,0.209634,0.223249,0.106809,0.049983,0.028630,0.144338,0.154192,0.105886,0.133643,0.230712,0.241648,0.268566,0.174589,0.158592,0.149393,0.222177,0.146856,0.091960,0.160639,0.194064,0.177953,0.225483,0.194334,0.193691,0.271565,0.216722,0.134678,0.157061,0.260590,0.198955,0.158918,0.154944,0.171387,0.271506,0.091347,0.189418,0.257306,0.130923,0.196857,0.232144,0.170845,0.118020,0.027516,0.169990,0.267757,0.306436,0.310890,0.281020,0.217817,0.417021,0.328505,0.169618,0.060739,0.096111,0.127518,0.226996,0.229347,0.227474,0.199771,0.321389,0.102370,0.278774,0.313847,0.358555,0.566810,0.388648,0.435874,0.429636,0.224788,0.056758,0.132167,0.360040,0.231803,0.034223,0.137719,0.107345,0.121471,0.134860,0.162048,0.089312,0.076409,0.303197
0.019531,0.272179,0.188808,0.319437,0.414490,0.414184,0.306922,0.254346,0.094367,0.182488,0.255709,0.537896,0.372511,0.211742,0.236721,0.407498,0.588322,0.372145,0.527241,0.223145,1.027185,0.166147,0.049233,0.102852,0.168219,0.193707,0.087905,0.073973,0.088957,0.142212,0.122914,0.120401,0.146255,0.091783,0.048576,0.138831,0.106693,0.145817,0.114632,0.117795,0.088251,0.119149,0.114212,0.066079,0.048592,0.033466,0.027077,0.091293,0.081247,0.023240,0.092389,0.117693,0.078553,0.074654,0.044202,0.026308,0.078288,0.118332,0.067842,0.049446,0.026657,0.022492,0.005799,0.110998,0.122086,0.194730,0.141869,0.084624,0.077037,0.077079,0.105660,0.107190,0.052757,0.220934,0.264063,0.507385,0.508914,0.379179,0.154380,0.175004,0.164222,0.193985,0.133691,0.121848,0.157920,0.194520,0.137287,0.148191,0.110000,0.106210,0.060789,0.111762,0.132378,0.090051,0.109014,0.029327,0.067392,0.067961,0.096653,0.129603,0.134123,0.081228,0.057634,0.039647,0.056937,0.081648,0.049851,0.102863,0.057345,0.024562,0.037775,0.095704,0.004829,0.122009,0.129324,0.144746,0.025919,0.107345,0.112509,0.094894,0.092223,0.127532,0.101518,0.097777,0.022071,0.098942,0.077881,0.157092,0.098057,0.152685,0.115213,0.121068,0.042787,0.035249,0.009058,0.076402,0.116117,0.107060,0.103827,0.094427,0.140480,0.139344,0.085947,0.114293,0.076417,0.041902,0.074238,0.043844,0.046373,0.105129,0.134043,0.161121,0.128170,0.067638,0.175954,0.153446,0.141580,0.137259,0.120542,0.178497,0.088818,0.136333,0.079718,0.104717,0.052361,0.050537,0.241887,0.462691,0.195002,0.093552,0.065655,0.099891,0.115078,0.046801,0.120561,0.136933,0.181862,0.123718,0.248067,0.112884,0.108131,0.091491,0.112153,0.298000,0.329241,0.501618,0.434231,0.533857,0.601717,0.344338,0.257521,0.379923,0.350553,0.361039,0.323244,0.227842,0.354306,0.574407,0.404809,0.508181,0.427265
0.029297,0.187671,0.226629,0.438070,0.471344,0.692376,0.818218,0.908856,0.764979,0.682176,0.520713,0.637696,0.293297,0.430464,0.253969,0.422492,0.438373,0.356229,0.229162,0.282573,0.542464,0.044737,0.148242,0.157987,0.338539,0.049444,0.055708,0.100000,0.307114,0.063525,0.224049,0.101457,0.130996,0.137670,0.106360,0.143088,0.177610,0.173078,0.057464,0.033396,0.066251,0.058582,0.047818,0.019864,0.091963,0.184172,0.242586,0.094648,0.139138,0.070643,0.105143,0.074040,0.011492,0.071655,0.033360,0.091579,0.121642,0.053342,0.052126,0.077602,0.028161,0.051014,0.125543,0.032041,0.113576,0.172903,0.192114,0.136994,0.135043,0.034943,0.119563,0.108776,0.085840,0.123572,0.295480,0.357579,0.694323,0.665894,0.268636,0.118772,0.031962,0.069305,0.044993,0.104691,0.111935,0.032781,0.096792,0.093658,0.070611,0.055245,0.113134,0.073892,0.135777,0.154426,0.080295,0.034015,0.075208,0.008436,0.042124,0.065866,0.087438,0.065941,0.096807,0.051730,0.058334,0.070290,0.071698,0.092198,0.083187,0.111601,0.036922,0.039368,0.079027,0.094882,0.059494,0.052368,0.032342,0.081616,0.111474,0.056448,0.066616,0.032136,0.053095,0.053645,0.070258,0.011616,0.009377,0.054593,0.102618,0.044158,0.087555,0.109324,0.074861,0.016798,0.072370,0.048292,0.060094,0.069758,0.204010,0.090692,0.090124,0.067848,0.074119,0.022652,0.057960,0.032644,0.058137,0.086405,0.068858,0.062243,0.148822,0.108788,0.095393,0.021554,0.128726,0.058297,0.018506,0.055012,0.144219,0.075546,0.050770,0.023425,0.021062,0.157917,0.141791,0.112727,0.127611,0.225500,0.176292,0.215278,0.013529,0.269948,0.160400,0.203349,0.245458,0.243686,0.123548,0.228433,0.204926,0.178341,0.094829,0.065725,0.140019,0.060950,0.194680,0.074052,0.275664,0.172367,0.101985,0.046851,0.144104,0.259708,0.222285,0.214325,0.261273,0.253464,0.344719,0.246024,0.226724,0.314669,0.236263
0.039063,0.486840,0.364238,0.293281,0.300976,0.446614,0.268068,0.211531,0.351218,0.207226,0.335945,0.213483,0.271690,0.306673,0.287376,0.122559,0.225579,0.316703,0.122888,0.307699,0.590286,0.097021,0.053779,0.091797,0.294145,0.139908,0.101899,0.055678,0.097935,0.105141,0.049397,0.018614,0.035050,0.116165,0.123619,0.138123,0.108090,0.108164,0.030848,0.045079,0.103486,0.164136,0.187563,0.197011,0.076683,0.076304,0.065986,0.117267,0.176188,0.102805,0.065603,0.107592,0.063906,0.008243,0.097790,0.141360,0.128588,0.079307,0.072115,0.044985,0.061188,0.088272,0.132631,0.133086,0.106445,0.139569,0.124304,0.091608,0.028093,0.061999,0.081455,0.152799,0.116040,0.118864,0.234011,0.704948,0.672152,0.328549,0.124213,0.189657,0.087197,0.102886,0.079271,0.101489,0.085579,0.108595,0.129815,0.130569,0.114993,0.087286,0.083528,0.090728,0.173614,0.043967,0.093723,0.070751,0.071252,0.096581,0.188269,0.169697,0.173042,0.118900,0.114592,0.072321,0.046333,0.030804,0.070325,0.169123,0.181390,0.083545,0.055523,0.019920,0.044143,0.078336,0.015697,0.121233,0.093861,0.096776,0.161192,0.126599,0.102931,0.183967,0.151532,0.045504,0.054352,0.034096,0.077319,0.048186,0.179294,0.066476,0.029174,0.028770,0.096713,0.101589,0.089898,0.042371,0.020893,0.081259,0.190333,0.222695,0.141577,0.052362,0.025654,0.155989,0.126960,0.092147,0.052919,0.113567,0.181511,0.061377,0.008817,0.029771,0.144553,0.097291,0.124781,0.107235,0.053087,0.031551,0.084032,0.077447,0.016925,0.042934,0.074005,0.007880,0.150121,0.134031,0.162128,0.122124,0.104000,0.164795,0.065389,0.128729,0.172994,0.054204,0.118403,0.153071,0.169796,0.204876,0.074435,0.234136,0.387415,0.393007,0.144521,0.141636,0.132652,0.246122,0.185532,0.154586,0.269657,0.107788,0.035751,0.050588,0.104213,0.246606,0.081379,0.128787,0.064886,0.077202,0.092809,0.206193,0.128937
0.048828,0.633011,0.738851,0.697287,0.797270,0.852874,1.030861,0.824182,0.823018,0.843269,0.457048,0.308226,0.162441,0.302122,0.440264,0.740056,0.714717,0.278808,0.205249,0.548955,0.268488,0.153382,0.108879,0.046348,0.279220,0.246288,0.275087,0.203418,0.119755,0.073767,0.135767,0.154028,0.117276,0.065709,0.060543,0.172758,0.161007,0.158421,0.049660,0.104654,0.129267,0.267265,0.224795,0.204420,0.154424,0.184657,0.154129,0.080705,0.152730,0.162246,0.201720,0.132488,0.081227,0.076552,0.071620,0.059470,0.084942,0.089058,0.170188,0.154622,0.034779,0.057866,0.043840,0.068765,0.074185,0.079422,0.035393,0.010308,0.147386,0.085568,0.098645,0.045499,0.084789,0.134584,0.357624,0.253973,0.308559,0.367514,0.236839,0.208727,0.115983,0.102061,0.052987,0.056689,0.129229,0.133767,0.066413,0.062077,0.217936,0.139157,0.076835,0.127390,0.223194,0.214905,0.199595,0.177325,0.082342,0.116931,0.080300,0.071844,0.060342,0.056480,0.074925,0.095609,0.069866,0.114931,0.023823,0.017903,0.118824,0.046908,0.026497,0.019531,0.041493,0.124060,0.116324,0.086698,0.128752,0.109764,0.044425,0.078646,0.069405,0.102845,0.081551,0.142177,0.066265,0.044123,0.131922,0.022427,0.060492,0.128401,0.185715,0.263252,0.160197,0.174664,0.078838,0.090160,0.187563,0.208505,0.141276,0.157472,0.217669,0.127727,0.107354,0.111331,0.135556,0.186343,0.114639,0.044763,0.069849,0.198333,0.133545,0.095757,0.146941,0.185960,0.213662,0.099871,0.149376,0.069391,0.161283,0.055683,0.024750,0.031670,0.055251,0.057024,0.126531,0.083944,0.126130,0.302896,0.110455,0.734284,0.229314,0.320834,0.376848,0.038705,0.174856,0.172846,0.119761,0.140782,0.197954,0.148311,0.524774,0.092008,0.299424,0.472875,0.187551,0.226964,0.208777,0.100211,0.079178,0.174086,0.114413,0.379255,0.273271,0.034037,0.049704,0.260580,0.172311,0.088998,0.257015,0.247787,0.134239
0.058594,0.560100,0.753592,0.624510,0.676056,0.523051,0.492693,0.333931,0.701744,0.551676,0.459886,0.560262,0.356011,0.367111,0.466145,0.617326,0.671168,0.727040,0.682963,1.590156,1.611080,0.184514,0.102526,0.217964,0.180344,0.081148,0.045098,0.098602,0.099123,0.099102,0.233824,0.120512,0.103154,0.094697,0.106501,0.100266,0.184568,0.107576,0.082946,0.140555,0.107850,0.052722,0.069950,0.116895,0.079419,0.031242,0.035117,0.071182,0.079069,0.167868,0.056737,0.107720,0.084887,0.103474,0.109812,0.054683,0.020230,0.082692,0.038998,0.074390,0.084322,0.087822,0.074573,0.071166,0.074930,0.117255,0.052321,0.101442,0.074429,0.068193,0.044721,0.085738,0.047177,0.301669,0.515256,0.611385,0.637065,0.648553,0.255755,0.064625,0.028680,0.071581,0.041779,0.064989,0.037968,0.091883,0.067682,0.042415,0.030137,0.040739,0.070849,0.137405,0.122232,0.048690,0.059109,0.108524,0.066300,0.108026,0.117621,0.046469,0.053370,0.142536,0.082837,0.043414,0.093191,0.021543,0.062830,0.127685,0.144259,0.117298,0.117380,0.028213,0.096526,0.108966,0.106979,0.088075,0.045101,0.117476,0.014953,0.026289,0.044364,0.014513,0.096241,0.070051,0.008900,0.022949,0.139791,0.147560,0.059793,0.144414,0.174280,0.155830,0.070930,0.073515,0.116694,0.063251,0.047248,0.012441,0.036484,0.101366,0.093785,0.164899,0.245531,0.142246,0.116337,0.013785,0.037292,0.047467,0.075416,0.080567,0.094134,0.041676,0.086121,0.113888,0.088535,0.074612,0.119302,0.159386,0.119112,0.064537,0.085385,0.065639,0.112250,0.078359,0.025957,0.097138,0.273019,0.239410,0.094715,0.818947,0.322466,0.110895,0.093861,0.197252,0.147716,0.394211,0.061915,0.052143,0.277696,0.189636,0.219810,0.116693,0.167083,0.196591,0.204425,0.130510,0.083092,0.198467,0.152451,0.138988,0.099897,0.246114,0.078723,0.207933,0.264226,0.103424,0.240467,0.205334,0.138200,0.166996,0.103296
0.068359,0.504458,0.334470,0.321169,0.309659,0.272466,0.444331,0.368873,0.331693,0.218522,0.324391,0.287295,0.452688,0.408896,0.322169,0.236211,0.169315,0.187026,0.105602,0.510227,0.199632,0.056841,0.100408,0.202720,0.193077,0.072934,0.046689,0.130046,0.069195,0.113663,0.058121,0.051648,0.063521,0.067582,0.062635,0.078054,0.144266,0.117273,0.092123,0.084142,0.025905,0.115825,0.046650,0.159749,0.147815,0.096119,0.082180,0.065245,0.102620,0.108643,0.021074,0.147823,0.055356,0.030304,0.042135,0.041621,0.127742,0.149745,0.131619,0.013765,0.043237,0.025307,0.127163,0.228258,0.045185,0.061580,0.047742,0.063891,0.187414,0.113215,0.106655,0.071824,0.035533,0.028828,0.231545,0.411025,0.385085,0.533703,0.300230,0.020734,0.010149,0.056196,0.049287,0.111502,0.052007,0.091679,0.050887,0.065135,0.084462,0.046447,0.081177,0.056178,0.100772,0.030528,0.077610,0.117955,0.078194,0.107594,0.091679,0.096427,0.113472,0.107880,0.056860,0.029939,0.036132,0.061846,0.033177,0.115766,0.101376,0.083552,0.122336,0.094811,0.044257,0.062823,0.084558,0.075845,0.024125,0.138015,0.084491,0.032606,0.044125,0.073066,0.068275,0.022385,0.110793,0.073861,0.114509,0.142106,0.175172,0.115665,0.092566,0.217790,0.085009,0.049803,0.044080,0.072859,0.089676,0.051886,0.062345,0.051170,0.077940,0.094321,0.109907,0.105111,0.038885,0.070737,0.045391,0.035172,0.077052,0.047781,0.080448,0.134223,0.142482,0.023158,0.152950,0.106309,0.199185,0.160515,0.102725,0.071309,0.073023,0.045376,0.080393,0.130371,0.043377,0.058143,0.104427,0.134113,0.034230,0.229237,0.096534,0.053708,0.171291,0.052796,0.102436,0.123301,0.010811,0.083835,0.157760,0.254031,0.268602,0.230077,0.147632,0.086472,0.287659,0.170444,0.183712,0.359881,0.262302,0.219565,0.188338,0.130305,0.166362,0.227710,0.142298,0.090089,0.243451,0.131447,0.298057,0.192151,0.108396
0.078125,0.570141,0.553176,0.276703,0.388010,0.532081,0.557981,0.584819,0.235430,0.302395,0.335929,0.225085,1.204108,0.234142,0.172618,0.238423,0.233535,0.350292,0.239783,0.616634,0.952173,0.101442,0.105029,0.088438,0.060200,0.199084,0.097626,0.147150,0.120900,0.193214,0.027398,0.061837,0.194617,0.071776,0.120634,0.078127,0.102093,0.140569,0.044842,0.038598,0.096185,0.053199,0.084773,0.135845,0.099745,0.165281,0.050024,0.045107,0.053575,0.012734,0.030945,0.103114,0.105833,0.021876,0.123004,0.125617,0.049817,0.044377,0.121736,0.058511,0.038698,0.100045,0.070265,0.119699,0.213359,0.226768,0.138303,0.073528,0.078077,0.039552,0.052901,0.096981,0.067233,0.100143,0.159277,0.156137,0.193989,0.675337,0.147052,0.097109,0.051651,0.092632,0.034299,0.098089,0.094948,0.047644,0.109595,0.090979,0.086094,0.069749,0.076614,0.087732,0.054882,0.058804,0.095779,0.016097,0.112673,0.069829,0.088545,0.127391,0.151270,0.124191,0.049146,0.091823,0.039471,0.021906,0.114904,0.045506,0.073797,0.123030,0.055455,0.072949,0.108582,0.094908,0.045276,0.059876,0.113344,0.119131,0.080473,0.030539,0.007780,0.025030,0.040801,0.044593,0.080612,0.024757,0.045264,0.094794,0.092618,0.054441,0.027317,0.025151,0.024820,0.065556,0.101773,0.058581,0.068013,0.056151,0.128601,0.103463,0.085049,0.112306,0.105161,0.143608,0.119188,0.065666,0.014869,0.068479,0.047478,0.026806,0.059832,0.073991,0.135335,0.081437,0.089587,0.037533,0.110479,0.057258,0.110056,0.024549,0.105045,0.137227,0.110518,0.139942,0.128683,0.049002,0.142505,0.303568,0.203261,0.143902,0.090713,0.128636,0.176117,0.130005,0.031420,0.089183,0.180142,0.156366,0.155383,0.045818,0.115658,0.231626,0.205647,0.137621,0.112213,0.254675,0.267953,0.304273,0.136050,0.189157,0.077967,0.311519,0.115340,0.121419,0.211801,0.118372,0.119145,0.068612,0.052538,0.208034,0.112186
