#, ElapsedTime[ms], Freq[Hz], Duty[%], Pres1[Pa], Pres2[Pa], Pres_diff[Pa]
0,0,0.50,50.00,-2396.63,-2915.39,518.76
1,32,0.50,50.00,-2395.62,-2916.10,520.48
2,38,0.50,50.00,-2394.82,-2915.69,520.87
3,42,0.50,50.00,-2395.15,-2916.34,521.19
4,47,0.50,50.00,-2395.42,-2915.89,520.47
5,52,0.50,50.00,-2395.63,-2914.54,518.91
6,57,0.50,50.00,-2395.80,-2915.42,519.62
7,62,0.50,50.00,-2395.94,-2916.13,520.19
8,67,0.50,50.00,-2395.07,-2914.74,519.67
9,71,0.50,50.00,-2395.35,-2915.58,520.23
10,76,0.50,50.00,-2394.60,-2916.25,521.65
11,91,0.50,50.00,-2394.00,-2916.79,522.79
12,96,0.50,50.00,-2397.43,-2917.22,519.79
13,101,0.50,50.00,-2397.24,-2917.57,520.33
14,106,0.50,50.00,-2401.97,-2916.87,514.89
15,110,0.50,50.00,-2400.87,-2916.31,515.43
16,115,0.50,50.00,-2400.00,-2916.83,516.84
17,120,0.50,50.00,-2399.29,-2916.28,516.99
18,126,0.50,50.00,-2398.73,-2915.84,517.10
19,131,0.50,50.00,-2397.31,-2915.48,518.18
20,136,0.50,50.00,-2401.05,-2916.17,515.13
21,140,0.50,50.00,-2394.28,-2916.73,522.45
22,145,0.50,50.00,-2396.67,-2916.19,519.52
23,152,0.50,50.00,-2396.63,-2917.72,521.09
24,157,0.50,50.00,-2396.60,-2916.99,520.39
25,162,0.50,50.00,-2396.58,-2917.38,520.80
26,167,0.50,50.00,-2396.56,-2916.72,520.16
27,172,0.50,50.00,-2396.55,-2917.16,520.62
28,177,0.50,50.00,-2396.53,-2917.52,520.99
29,182,0.50,50.00,-2396.52,-2917.80,521.28
30,187,0.50,50.00,-2396.52,-2918.03,521.52
31,191,0.50,50.00,-2395.53,-2918.22,522.68
32,196,0.50,50.00,-2395.72,-2918.36,522.64
33,201,0.50,50.00,-2395.88,-2918.48,522.60
34,209,0.50,50.00,-2396.00,-2917.60,521.60
35,214,0.50,50.00,-2396.09,-2917.87,521.77
36,218,0.50,50.00,-2396.17,-2917.10,520.93
37,223,0.50,50.00,-2396.24,-2915.52,519.28
38,228,0.50,50.00,-2398.24,-2915.23,516.99
39,233,0.50,50.00,-2397.89,-2915.97,518.08
40,238,0.50,50.00,-2396.63,-2915.59,518.96
41,243,0.50,50.00,-2395.62,-2916.26,520.64
42,247,0.50,50.00,-2395.80,-2916.80,521.00
43,253,0.50,50.00,-2395.93,-2917.23,521.29
44,258,0.50,50.00,-2396.04,-2916.59,520.55
45,263,0.50,50.00,-2396.13,-2916.09,519.96
46,269,0.50,50.00,-2398.16,-2915.68,517.53
47,274,0.50,50.00,-2397.82,-2915.36,517.54
48,279,0.50,50.00,-2397.55,-2915.10,517.55
49,284,0.50,50.00,-2397.34,-2914.89,517.55
50,289,0.50,50.00,-2397.17,-2914.73,517.56
51,295,0.50,50.00,-2397.03,-2915.57,518.54
52,299,0.50,50.00,-2396.92,-2915.27,518.35
53,304,0.50,50.00,-2396.84,-2916.00,519.17
54,309,0.50,50.00,-2395.79,-2915.62,519.83
55,314,0.50,50.00,-2395.93,-2913.35,517.42
56,319,0.50,50.00,-2395.06,-2913.49,518.43
57,327,0.50,50.00,-2395.35,-2912.63,517.28
58,330,0.50,50.00,-2395.57,-2913.89,518.32
59,336,0.50,50.00,-2394.78,-2914.90,520.12
60,341,0.50,50.00,-2397.07,-2914.74,517.66
61,346,0.50,50.00,-2396.96,-2915.58,518.62
62,350,0.50,50.00,-2396.86,-2916.25,519.39
63,355,0.50,50.00,-2396.79,-2916.79,520.00
64,360,0.50,50.00,-2396.73,-2917.22,520.50
65,365,0.50,50.00,-2396.68,-2917.57,520.89
66,370,0.50,50.00,-2396.64,-2917.84,521.20
67,375,0.50,50.00,-2396.61,-2918.06,521.45
68,380,0.50,50.00,-2395.61,-2918.24,522.63
69,387,0.50,50.00,-2394.81,-2917.40,522.60
70,392,0.50,50.00,-2395.14,-2917.71,522.57
71,397,0.50,50.00,-2395.41,-2917.96,522.55
72,401,0.50,50.00,-2395.62,-2918.16,522.53
73,406,0.50,50.00,-2395.80,-2918.31,522.52
74,411,0.50,50.00,-2395.93,-2918.44,522.51
75,416,0.50,50.00,-2396.04,-2918.54,522.50
76,422,0.50,50.00,-2396.13,-2918.62,522.49
77,427,0.50,50.00,-2396.20,-2917.71,521.51
78,431,0.50,50.00,-2398.21,-2916.98,518.77
79,436,0.50,50.00,-2396.89,-2917.37,520.48
80,441,0.50,50.00,-2395.83,-2916.71,520.88
81,448,0.50,50.00,-2394.99,-2916.18,521.20
82,452,0.50,50.00,-2395.29,-2915.76,520.47
83,457,0.50,50.00,-2394.55,-2916.40,521.85
84,463,0.50,50.00,-2394.94,-2916.91,521.97
85,468,0.50,50.00,-2395.25,-2916.34,521.09
86,473,0.50,50.00,-2395.49,-2916.86,521.36
87,478,0.50,50.00,-2394.72,-2916.30,521.58
88,482,0.50,50.00,-2394.09,-2917.81,523.71
