#, ElapsedTime[ms], Freq[Hz], Duty[%], Pres1[Pa], Pres2[Pa], Pres_diff[Pa]
0,0,0.50,65.00,-1736.25,-2181.48,445.23
1,34,0.50,65.00,-1735.48,-2182.49,447.01
2,39,0.50,65.00,-1734.87,-2181.34,446.47
3,44,0.50,65.00,-1735.36,-2180.43,445.07
4,49,0.50,65.00,-1735.75,-2179.69,443.95
5,54,0.50,65.00,-1736.06,-2179.11,443.05
6,59,0.50,65.00,-1736.31,-2178.64,442.33
7,64,0.50,65.00,-1735.53,-2178.26,442.73
8,69,0.50,65.00,-1734.91,-2177.96,443.05
9,74,0.50,65.00,-1734.41,-2176.74,442.33
10,79,0.50,65.00,-1734.01,-2178.70,444.69
11,86,0.50,65.00,-1734.67,-2178.31,443.64
12,90,0.50,65.00,-1735.20,-2178.00,442.80
13,95,0.50,65.00,-1734.64,-2175.80,441.16
14,100,0.50,65.00,-1734.20,-2175.99,441.79
15,106,0.50,65.00,-1733.84,-2176.14,442.30
16,111,0.50,65.00,-1733.56,-2176.27,442.71
17,116,0.50,65.00,-1733.33,-2176.37,443.03
18,120,0.50,65.00,-1734.13,-2176.44,442.32
19,125,0.50,65.00,-1734.76,-2176.51,441.74
20,130,0.50,65.00,-1734.29,-2176.56,442.26
21,135,0.50,65.00,-1733.92,-2176.60,442.68
22,140,0.50,65.00,-1733.62,-2176.63,443.01
23,148,0.50,65.00,-1733.38,-2177.63,444.25
24,153,0.50,65.00,-1733.19,-2177.46,444.27
25,158,0.50,65.00,-1733.04,-2177.32,444.28
26,162,0.50,65.00,-1732.91,-2177.21,444.29
27,167,0.50,65.00,-1732.81,-2177.12,444.30
28,172,0.50,65.00,-1732.74,-2177.04,444.31
29,177,0.50,65.00,-1732.67,-2176.99,444.31
30,182,0.50,65.00,-1733.60,-2175.96,442.37
31,187,0.50,65.00,-1734.34,-2176.12,441.78
32,192,0.50,65.00,-1734.93,-2176.25,441.32
33,197,0.50,65.00,-1735.41,-2176.35,440.94
34,204,0.50,65.00,-1732.86,-2176.43,443.58
35,209,0.50,65.00,-1732.77,-2176.50,443.73
36,214,0.50,65.00,-1732.70,-2176.55,443.85
37,219,0.50,65.00,-1732.64,-2176.59,443.95
38,224,0.50,65.00,-1732.60,-2176.62,444.02
39,228,0.50,65.00,-1733.54,-2176.65,443.11
40,234,0.50,65.00,-1733.32,-2176.67,443.36
41,239,0.50,65.00,-1734.11,-2178.64,444.53
42,244,0.50,65.00,-1734.75,-2178.27,443.51
43,249,0.50,65.00,-1734.29,-2177.96,443.68
44,254,0.50,65.00,-1733.91,-2177.72,443.81
45,258,0.50,65.00,-1733.62,-2176.55,442.94
46,265,0.50,65.00,-1733.38,-2176.59,443.22
47,270,0.50,65.00,-1733.19,-2177.60,444.42
48,276,0.50,65.00,-1733.03,-2177.43,444.40
49,281,0.50,65.00,-1732.91,-2181.21,448.29
50,285,0.50,65.00,-1733.79,-2180.32,446.53
51,290,0.50,65.00,-1734.49,-2179.60,445.11
52,295,0.50,65.00,-1734.08,-2179.04,444.96
53,300,0.50,65.00,-1733.75,-2178.58,444.83
54,305,0.50,65.00,-1733.48,-2178.22,444.73
55,310,0.50,65.00,-1734.25,-2179.88,445.63
56,314,0.50,65.00,-1734.86,-2179.25,444.39
57,324,0.50,65.00,-1734.37,-2176.80,442.43
58,327,0.50,65.00,-1733.98,-2175.82,441.83
59,332,0.50,65.00,-1733.67,-2176.00,442.34
60,337,0.50,65.00,-1733.42,-2176.16,442.74
61,342,0.50,65.00,-1733.22,-2176.28,443.06
62,347,0.50,65.00,-1733.06,-2176.37,443.31
63,352,0.50,65.00,-1733.91,-2176.45,442.54
64,356,0.50,65.00,-1734.59,-2175.53,440.95
65,362,0.50,65.00,-1735.13,-2175.78,440.65
66,367,0.50,65.00,-1735.57,-2175.97,440.41
67,372,0.50,65.00,-1735.91,-2176.13,440.22
68,377,0.50,65.00,-1736.19,-2176.26,440.06
69,384,0.50,65.00,-1735.44,-2176.36,440.92
70,389,0.50,65.00,-1734.83,-2176.44,441.60
71,393,0.50,65.00,-1734.35,-2176.50,442.15
72,398,0.50,65.00,-1733.97,-2176.55,442.59
73,404,0.50,65.00,-1734.63,-2176.59,441.96
74,409,0.50,65.00,-1740.05,-2176.63,436.58
75,414,0.50,65.00,-1738.53,-2176.65,438.13
76,419,0.50,65.00,-1738.28,-2176.67,438.39
77,423,0.50,65.00,-1738.09,-2175.71,437.63
78,428,0.50,65.00,-1737.93,-2175.92,437.99
79,433,0.50,65.00,-1736.83,-2176.09,439.26
80,438,0.50,65.00,-1735.95,-2176.22,440.28
81,445,0.50,65.00,-1735.24,-2173.40,438.16
82,451,0.50,65.00,-1734.68,-2175.05,440.37
83,456,0.50,65.00,-1734.23,-2175.39,441.16
84,460,0.50,65.00,-1733.87,-2175.66,441.80
85,465,0.50,65.00,-1734.55,-2175.88,441.33
86,470,0.50,65.00,-1735.10,-2176.06,440.95
87,475,0.50,65.00,-1735.54,-2176.20,440.65
88,480,0.50,65.00,-1735.90,-2176.31,440.41
89,485,0.50,65.00,-1736.18,-2176.40,440.22
90,490,0.50,65.00,-1736.40,-2176.47,440.07
91,495,0.50,65.00,-1735.61,-2176.53,440.92
92,502,0.50,65.00,-1734.97,-2176.57,441.60
93,507,0.50,65.00,-1734.46,-2176.61,442.15
94,542,0.50,65.00,-1735.03,-2175.66,440.63
95,547,0.50,65.00,-1735.48,-2174.91,439.42
96,552,0.50,65.00,-1735.85,-2175.28,439.43
97,557,0.50,65.00,-1735.16,-2175.57,440.41
98,562,0.50,65.00,-1734.61,-2175.81,441.19
99,566,0.50,65.00,-1734.18,-2176.00,441.82
100,571,0.50,65.00,-1733.83,-2176.15,442.33
101,577,0.50,65.00,-1733.54,-2176.27,442.73
102,582,0.50,65.00,-1731.37,-2176.37,445.00
103,587,0.50,65.00,-1731.58,-2175.47,443.89
104,594,0.50,65.00,-1729.79,-2175.73,445.93
105,599,0.50,65.00,-1730.32,-2174.96,444.64
106,604,0.50,65.00,-1730.74,-2173.36,442.62
107,608,0.50,65.00,-1731.08,-2174.04,442.97
108,613,0.50,65.00,-1731.35,-2173.61,442.26
109,619,0.50,65.00,-1728.63,-2173.26,444.63
110,624,0.50,65.00,-1729.39,-2172.99,443.60
111,629,0.50,65.00,-1730.00,-2173.74,443.74
112,633,0.50,65.00,-1729.50,-2173.37,443.86
113,638,0.50,65.00,-1730.09,-2173.07,442.98
114,643,0.50,65.00,-1730.55,-2172.83,442.27
115,650,0.50,65.00,-1729.95,-2173.62,443.66
116,655,0.50,65.00,-1730.45,-2174.24,443.80
117,661,0.50,65.00,-1730.84,-2173.77,442.93
118,666,0.50,65.00,-1731.16,-2173.39,442.23
119,671,0.50,65.00,-1731.41,-2174.06,442.65
120,675,0.50,65.00,-1731.61,-2174.60,442.99
121,680,0.50,65.00,-1731.77,-2174.06,442.28
122,685,0.50,65.00,-1731.90,-2173.62,441.72
123,690,0.50,65.00,-1732.98,-2173.27,440.29
124,695,0.50,65.00,-1733.85,-2172.99,439.14
125,700,0.50,65.00,-1734.54,-2173.75,439.21
126,705,0.50,65.00,-1735.09,-2174.35,439.26
127,712,0.50,65.00,-1734.56,-2172.88,438.32
128,717,0.50,65.00,-1737.06,-2174.63,437.57
129,722,0.50,65.00,-1736.13,-2174.08,437.95
130,727,0.50,65.00,-1735.39,-2174.61,439.22
