#, ElapsedTime[ms], Freq[Hz], Duty[%], Pres1[Pa], Pres2[Pa], Pres_diff[Pa]
0,0,1.00,75.00,-965.74,-1491.33,525.59
1,36,1.00,75.00,-964.78,-1490.72,525.94
2,41,1.00,75.00,-964.01,-1490.24,526.22
3,46,1.00,75.00,-963.40,-1489.84,526.45
4,51,1.00,75.00,-961.93,-1489.53,527.60
5,55,1.00,75.00,-962.71,-1489.28,526.57
6,60,1.00,75.00,-964.31,-1489.08,524.77
7,65,1.00,75.00,-965.59,-1489.90,524.31
8,70,1.00,75.00,-966.61,-1491.53,524.92
9,75,1.00,75.00,-967.43,-1492.83,525.40
10,81,1.00,75.00,-967.11,-1491.92,524.81
11,88,1.00,75.00,-966.85,-1491.19,524.34
12,93,1.00,75.00,-967.62,-1492.56,524.94
13,97,1.00,75.00,-967.26,-1492.68,525.42
14,102,1.00,75.00,-967.95,-1493.76,525.81
15,107,1.00,75.00,-968.50,-1493.64,525.14
16,112,1.00,75.00,-968.94,-1494.52,525.58
17,117,1.00,75.00,-969.29,-1495.23,525.93
18,123,1.00,75.00,-969.58,-1494.81,525.24
19,127,1.00,75.00,-969.80,-1494.48,524.68
20,132,1.00,75.00,-969.98,-1495.20,525.21
21,137,1.00,75.00,-969.15,-1495.77,526.62
22,142,1.00,75.00,-969.46,-1496.22,526.76
23,149,1.00,75.00,-969.71,-1495.61,525.90
24,154,1.00,75.00,-969.91,-1496.10,526.19
25,159,1.00,75.00,-970.07,-1494.53,524.47
26,165,1.00,75.00,-969.22,-1495.24,526.02
27,170,1.00,75.00,-969.51,-1494.82,525.31
28,174,1.00,75.00,-969.75,-1495.47,525.72
29,179,1.00,75.00,-968.97,-1495.01,526.04
30,184,1.00,75.00,-969.31,-1494.64,525.32
31,189,1.00,75.00,-968.61,-1494.34,525.73
32,194,1.00,75.00,-968.06,-1494.11,526.05
33,198,1.00,75.00,-967.61,-1493.92,526.31
34,203,1.00,75.00,-967.25,-1496.70,529.45
35,212,1.00,75.00,-965.99,-1495.99,530.00
36,216,1.00,75.00,-965.95,-1496.40,530.45
37,221,1.00,75.00,-965.93,-1495.75,529.83
38,226,1.00,75.00,-966.88,-1495.24,528.35
39,231,1.00,75.00,-966.67,-1494.82,528.15
40,236,1.00,75.00,-965.52,-1494.49,528.97
41,241,1.00,75.00,-965.58,-1494.23,528.64
42,245,1.00,75.00,-966.61,-1493.04,526.43
43,251,1.00,75.00,-967.43,-1494.04,526.61
44,256,1.00,75.00,-966.13,-1493.86,527.73
45,261,1.00,75.00,-966.07,-1493.72,527.66
46,266,1.00,75.00,-966.02,-1492.64,526.62
47,273,1.00,75.00,-964.03,-1493.72,529.69
48,278,1.00,75.00,-965.36,-1492.63,527.27
49,283,1.00,75.00,-965.45,-1492.74,527.28
50,287,1.00,75.00,-966.50,-1492.82,526.32
51,293,1.00,75.00,-967.34,-1492.89,525.55
52,298,1.00,75.00,-967.04,-1492.95,525.91
53,303,1.00,75.00,-967.77,-1492.99,525.22
54,308,1.00,75.00,-967.38,-1493.02,525.64
55,313,1.00,75.00,-967.07,-1494.03,526.96
56,318,1.00,75.00,-966.82,-1493.86,527.04
57,322,1.00,75.00,-967.60,-1497.62,530.03
58,327,1.00,75.00,-968.22,-1496.73,528.51
59,335,1.00,75.00,-968.71,-1496.02,527.30
60,340,1.00,75.00,-968.14,-1495.45,527.31
61,345,1.00,75.00,-966.70,-1494.01,527.32
62,350,1.00,75.00,-967.50,-1493.84,526.35
63,355,1.00,75.00,-969.12,-1494.68,525.57
64,359,1.00,75.00,-969.43,-1494.38,524.95
65,364,1.00,75.00,-969.69,-1496.09,526.40
66,369,1.00,75.00,-969.89,-1495.51,525.61
67,374,1.00,75.00,-969.08,-1496.01,526.94
68,380,1.00,75.00,-968.43,-1496.42,528.00
69,385,1.00,75.00,-968.88,-1495.77,526.89
70,389,1.00,75.00,-968.27,-1496.22,527.96
71,397,1.00,75.00,-966.80,-1494.64,527.83
72,402,1.00,75.00,-967.58,-1494.34,526.76
73,406,1.00,75.00,-968.21,-1494.11,525.90
74,411,1.00,75.00,-968.71,-1494.89,526.19
75,416,1.00,75.00,-969.11,-1494.55,525.44
