#, ElapsedTime[ms], Freq[Hz], Duty[%], Pres1[Pa], Pres2[Pa], Pres_diff[Pa]
0,0,1.00,50.02,-2449.72,-2947.83,498.10
1,32,1.00,50.02,-2450.80,-2947.91,497.11
2,37,1.00,50.02,-2451.65,-2947.98,496.32
3,42,1.00,50.02,-2450.38,-2948.03,497.64
4,47,1.00,50.02,-2451.32,-2948.07,496.75
5,52,1.00,50.02,-2452.07,-2947.13,495.06
6,57,1.00,50.02,-2452.67,-2947.35,494.68
7,61,1.00,50.02,-2451.20,-2947.53,496.33
8,66,1.00,50.02,-2451.00,-2947.67,496.67
9,72,1.00,50.02,-2450.84,-2946.81,495.97
10,77,1.00,50.02,-2452.66,-2947.10,494.43
11,84,1.00,50.02,-2451.19,-2946.35,495.16
12,88,1.00,50.02,-2450.99,-2946.73,495.73
13,93,1.00,50.02,-2451.81,-2947.03,495.22
14,98,1.00,50.02,-2452.46,-2947.27,494.81
15,103,1.00,50.02,-2452.01,-2947.47,495.46
16,108,1.00,50.02,-2451.65,-2947.62,495.97
17,113,1.00,50.02,-2452.33,-2947.75,495.41
18,118,1.00,50.02,-2451.91,-2947.85,495.94
19,123,1.00,50.02,-2450.59,-2947.92,497.34
20,128,1.00,50.02,-2450.51,-2947.99,497.48
21,133,1.00,50.02,-2450.45,-2948.04,497.59
22,138,1.00,50.02,-2451.37,-2948.08,496.71
23,144,1.00,50.02,-2451.14,-2948.11,496.98
24,149,1.00,50.02,-2450.95,-2947.16,496.21
25,155,1.00,50.02,-2450.80,-2947.38,496.58
26,160,1.00,50.02,-2450.68,-2947.55,496.87
27,165,1.00,50.02,-2450.58,-2947.69,497.11
28,169,1.00,50.02,-2450.50,-2947.80,497.30
29,174,1.00,50.02,-2451.42,-2947.89,496.47
30,179,1.00,50.02,-2452.15,-2947.96,495.81
31,184,1.00,50.02,-2452.74,-2948.02,495.28
32,189,1.00,50.02,-2452.23,-2948.06,495.83
33,193,1.00,50.02,-2452.80,-2947.12,494.32
34,201,1.00,50.02,-2450.32,-2947.35,497.02
35,206,1.00,50.02,-2451.28,-2947.52,496.25
36,211,1.00,50.02,-2451.06,-2947.67,496.61
37,216,1.00,50.02,-2452.84,-2947.78,494.94
38,220,1.00,50.02,-2453.29,-2947.87,494.59
39,225,1.00,50.02,-2452.67,-2947.95,495.28
40,230,1.00,50.02,-2451.20,-2948.01,496.81
41,235,1.00,50.02,-2450.02,-2948.05,498.03
42,241,1.00,50.02,-2449.08,-2948.09,499.01
43,246,1.00,50.02,-2448.33,-2948.12,499.80
44,250,1.00,50.02,-2449.68,-2947.17,497.49
45,255,1.00,50.02,-2449.78,-2947.38,497.60
46,262,1.00,50.02,-2448.89,-2947.56,498.67
47,267,1.00,50.02,-2448.17,-2946.72,498.54
48,271,1.00,50.02,-2448.58,-2947.02,498.45
49,276,1.00,50.02,-2447.92,-2947.27,499.34
50,282,1.00,50.02,-2447.40,-2946.48,499.08
51,287,1.00,50.02,-2448.94,-2946.84,497.90
52,292,1.00,50.02,-2450.17,-2947.12,496.95
53,297,1.00,50.02,-2452.12,-2947.34,495.22
54,301,1.00,50.02,-2450.76,-2947.52,496.76
55,306,1.00,50.02,-2451.63,-2947.67,496.04
56,311,1.00,50.02,-2452.32,-2947.78,495.47
57,319,1.00,50.02,-2452.87,-2947.87,495.01
58,322,1.00,50.02,-2451.36,-2947.95,496.59
59,328,1.00,50.02,-2452.10,-2948.01,495.91
60,333,1.00,50.02,-2452.70,-2948.05,495.36
61,338,1.00,50.02,-2453.17,-2948.09,494.92
62,343,1.00,50.02,-2452.58,-2948.12,495.54
63,348,1.00,50.02,-2453.08,-2947.17,494.09
64,352,1.00,50.02,-2453.48,-2947.38,493.91
65,357,1.00,50.02,-2453.80,-2947.56,493.76
66,362,1.00,50.02,-2452.10,-2947.69,495.59
67,368,1.00,50.02,-2450.74,-2947.80,497.06
68,373,1.00,50.02,-2450.63,-2947.89,497.26
69,379,1.00,50.02,-2449.57,-2947.96,498.39
70,384,1.00,50.02,-2449.69,-2948.02,498.32
71,389,1.00,50.02,-2448.82,-2948.06,499.24
72,394,1.00,50.02,-2450.07,-2948.10,498.03
73,399,1.00,50.02,-2451.07,-2948.13,497.06
74,403,1.00,50.02,-2451.87,-2948.15,496.28
75,408,1.00,50.02,-2452.51,-2948.17,495.65
76,414,1.00,50.02,-2453.03,-2947.21,494.18
77,419,1.00,50.02,-2453.44,-2947.41,493.98
78,424,1.00,50.02,-2451.81,-2947.58,495.77
79,429,1.00,50.02,-2450.51,-2949.67,499.15
80,433,1.00,50.02,-2450.45,-2949.38,498.93
81,440,1.00,50.02,-2450.40,-2949.15,498.76
