#, ElapsedTime[ms], Freq[Hz], Duty[%], Pres1[Pa], Pres2[Pa], Pres_diff[Pa]
0,0,0.50,60.00,631.56,-49.41,680.97
1,34,0.50,60.00,630.44,-48.13,678.57
2,39,0.50,60.00,629.55,-49.05,678.60
3,43,0.50,60.00,627.86,-49.78,677.64
4,48,0.50,60.00,627.48,-50.37,677.86
5,53,0.50,60.00,627.18,-50.85,678.03
6,58,0.50,60.00,627.92,-51.22,679.14
7,64,0.50,60.00,627.53,-51.53,679.05
8,69,0.50,60.00,626.24,-51.77,678.01
9,73,0.50,60.00,627.17,-51.96,679.13
10,78,0.50,60.00,630.83,-52.12,682.95
11,83,0.50,60.00,626.93,-52.24,679.17
12,90,0.50,60.00,626.74,-52.34,679.08
13,95,0.50,60.00,627.56,-52.42,679.98
14,99,0.50,60.00,628.22,-52.48,680.70
15,104,0.50,60.00,626.80,-52.53,679.33
16,110,0.50,60.00,625.66,-52.57,678.23
17,115,0.50,60.00,625.72,-51.63,677.35
18,120,0.50,60.00,626.75,-51.85,678.60
19,125,0.50,60.00,627.57,-52.03,679.60
20,130,0.50,60.00,628.23,-52.17,680.40
21,134,0.50,60.00,628.75,-52.28,681.04
22,139,0.50,60.00,629.18,-52.37,681.55
23,144,0.50,60.00,629.51,-52.44,681.96
24,150,0.50,60.00,629.78,-52.50,682.28
25,157,0.50,60.00,630.00,-52.55,682.55
26,162,0.50,60.00,628.22,-52.59,680.80
27,166,0.50,60.00,628.75,-52.62,681.36
28,171,0.50,60.00,629.17,-52.64,681.81
29,176,0.50,60.00,628.53,-52.66,681.19
30,181,0.50,60.00,627.04,-52.67,679.72
31,186,0.50,60.00,627.81,-49.76,677.56
32,192,0.50,60.00,628.42,-50.35,678.77
33,196,0.50,60.00,628.91,-49.85,678.76
34,201,0.50,60.00,629.30,-50.43,679.72
35,206,0.50,60.00,629.61,-50.89,680.50
36,211,0.50,60.00,628.88,-51.26,680.14
37,216,0.50,60.00,629.28,-51.55,680.83
38,223,0.50,60.00,627.64,-51.79,679.43
39,227,0.50,60.00,627.31,-51.98,679.29
40,232,0.50,60.00,628.02,-52.13,680.15
41,238,0.50,60.00,627.61,-52.25,679.86
42,243,0.50,60.00,626.31,-52.35,678.65
43,248,0.50,60.00,625.26,-52.42,677.69
44,253,0.50,60.00,626.38,-52.49,678.87
45,257,0.50,60.00,626.30,-52.54,678.84
46,262,0.50,60.00,625.26,-52.58,677.84
47,267,0.50,60.00,624.43,-52.61,677.03
48,272,0.50,60.00,623.76,-52.63,676.39
49,278,0.50,60.00,624.20,-52.65,676.86
50,285,0.50,60.00,624.56,-52.67,677.23
51,289,0.50,60.00,623.87,-52.68,676.55
52,294,0.50,60.00,624.29,-52.69,676.98
53,299,0.50,60.00,625.60,-52.70,678.30
54,304,0.50,60.00,626.65,-52.71,679.36
55,309,0.50,60.00,626.52,-52.71,679.23
56,313,0.50,60.00,627.39,-56.62,684.01
57,318,0.50,60.00,628.08,-55.85,683.93
58,324,0.50,60.00,627.66,-55.22,682.88
59,329,0.50,60.00,628.30,-54.73,683.03
60,334,0.50,60.00,627.84,-55.30,683.14
61,339,0.50,60.00,626.49,-54.79,681.28
62,343,0.50,60.00,627.36,-54.38,681.74
63,350,0.50,60.00,627.08,-54.05,681.13
64,355,0.50,60.00,625.89,-53.79,679.67
65,360,0.50,60.00,625.90,-53.58,679.48
66,366,0.50,60.00,626.90,-53.41,680.30
67,371,0.50,60.00,626.71,-53.27,679.98
68,375,0.50,60.00,627.54,-53.17,680.71
69,380,0.50,60.00,628.20,-53.08,681.28
70,385,0.50,60.00,626.78,-53.01,679.79
71,390,0.50,60.00,627.60,-52.96,680.55
72,394,0.50,60.00,627.27,-52.91,680.18
73,399,0.50,60.00,626.04,-52.88,678.91
74,405,0.50,60.00,625.05,-52.85,677.90
75,410,0.50,60.00,626.21,-52.82,679.04
76,417,0.50,60.00,625.19,-52.81,677.99
77,421,0.50,60.00,624.37,-52.79,677.16
78,426,0.50,60.00,626.64,-52.78,679.42
79,431,0.50,60.00,632.37,-52.77,685.14
80,436,0.50,60.00,632.07,-51.79,683.85
81,441,0.50,60.00,631.83,-51.98,683.80
82,446,0.50,60.00,631.63,-52.13,683.76
83,451,0.50,60.00,630.50,-52.25,682.75
84,456,0.50,60.00,630.57,-52.35,682.92
85,461,0.50,60.00,630.63,-52.42,683.05
86,466,0.50,60.00,630.68,-52.49,683.16
87,471,0.50,60.00,630.71,-52.54,683.25
88,476,0.50,60.00,629.77,-52.58,682.34
89,482,0.50,60.00,628.03,-52.61,680.64
90,487,0.50,60.00,628.60,-52.63,681.23
91,493,0.50,60.00,628.07,-52.65,680.73
92,498,0.50,60.00,628.63,-52.67,681.30
93,503,0.50,60.00,627.12,-52.68,679.81
94,508,0.50,60.00,625.92,-52.69,678.61
95,512,0.50,60.00,624.95,-52.70,677.65
96,517,0.50,60.00,626.13,-52.71,678.84
97,522,0.50,60.00,626.10,-52.71,678.82
98,527,0.50,60.00,626.08,-51.74,677.82
99,533,0.50,60.00,626.06,-54.87,680.93
100,538,0.50,60.00,627.02,-54.44,681.46
101,543,0.50,60.00,626.81,-54.10,680.91
102,549,0.50,60.00,627.62,-53.83,681.45
103,554,0.50,60.00,628.27,-52.63,680.90
104,559,0.50,60.00,628.79,-52.65,681.44
105,564,0.50,60.00,628.22,-52.67,680.89
106,569,0.50,60.00,626.80,-52.68,679.48
107,574,0.50,60.00,625.66,-52.69,678.35
108,579,0.50,60.00,624.74,-52.70,677.45
109,584,0.50,60.00,624.99,-52.71,677.70
110,589,0.50,60.00,626.16,-52.71,678.88
111,594,0.50,60.00,625.15,-57.60,682.75
112,599,0.50,60.00,621.41,-57.60,679.01
113,603,0.50,60.00,621.35,-56.63,677.98
114,610,0.50,60.00,621.30,-55.85,677.15
115,615,0.50,60.00,622.23,-55.23,677.46
