#, ElapsedTime[ms], Freq[Hz], Duty[%], Pres1[Pa], Pres2[Pa], Pres_diff[Pa]
0,1,0.50,65.00,781.55,985.70,-204.15
1,34,0.50,65.00,780.71,985.04,-204.33
2,39,0.50,65.00,779.06,984.52,-205.46
3,44,0.50,65.00,778.72,984.10,-205.38
4,49,0.50,65.00,778.44,983.76,-205.32
5,54,0.50,65.00,778.22,983.50,-205.27
6,58,0.50,65.00,777.07,983.28,-206.21
7,63,0.50,65.00,777.12,983.11,-205.98
8,69,0.50,65.00,776.19,982.97,-206.78
9,74,0.50,65.00,776.42,982.86,-206.44
10,79,0.50,65.00,775.63,982.77,-207.14
11,84,0.50,65.00,775.00,982.70,-207.71
12,90,0.50,65.00,775.47,982.65,-207.18
13,95,0.50,65.00,775.84,982.60,-206.76
14,100,0.50,65.00,776.14,982.57,-206.42
15,105,0.50,65.00,776.38,982.54,-206.16
16,110,0.50,65.00,775.60,982.51,-206.92
17,116,0.50,65.00,774.97,982.50,-207.53
18,120,0.50,65.00,775.44,981.50,-206.06
19,125,0.50,65.00,774.85,981.69,-206.84
20,130,0.50,65.00,774.37,981.83,-207.46
21,135,0.50,65.00,773.99,981.95,-207.96
22,140,0.50,65.00,773.68,982.05,-208.36
23,145,0.50,65.00,774.42,982.12,-207.71
24,151,0.50,65.00,775.00,982.18,-207.18
25,157,0.50,65.00,775.47,982.23,-206.76
26,162,0.50,65.00,774.87,982.27,-207.40
27,167,0.50,65.00,774.39,982.30,-207.91
28,172,0.50,65.00,774.00,982.32,-208.32
29,176,0.50,65.00,774.67,982.34,-207.67
30,181,0.50,65.00,774.23,982.36,-208.13
31,186,0.50,65.00,774.85,982.37,-207.52
32,191,0.50,65.00,773.40,982.38,-208.98
33,197,0.50,65.00,773.21,982.39,-209.18
34,202,0.50,65.00,773.06,982.40,-209.34
35,206,0.50,65.00,773.92,982.40,-208.48
36,211,0.50,65.00,772.65,982.41,-209.76
37,218,0.50,65.00,773.59,982.41,-208.82
38,223,0.50,65.00,773.36,982.41,-209.05
39,228,0.50,65.00,774.16,982.41,-208.25
40,233,0.50,65.00,773.82,982.41,-208.60
41,237,0.50,65.00,773.55,982.42,-208.87
42,243,0.50,65.00,773.33,982.42,-209.09
43,248,0.50,65.00,773.16,982.42,-209.26
44,253,0.50,65.00,773.99,982.42,-208.43
45,258,0.50,65.00,773.69,982.42,-208.73
46,263,0.50,65.00,773.44,982.42,-208.98
47,267,0.50,65.00,774.22,982.42,-208.20
48,272,0.50,65.00,773.87,982.42,-208.55
49,279,0.50,65.00,774.56,982.42,-207.86
50,285,0.50,65.00,775.12,982.42,-207.30
51,290,0.50,65.00,774.59,982.42,-207.83
52,295,0.50,65.00,775.14,980.47,-205.33
53,299,0.50,65.00,774.60,980.86,-206.26
54,304,0.50,65.00,775.15,981.17,-206.02
55,309,0.50,65.00,774.61,981.42,-206.81
56,314,0.50,65.00,774.18,981.62,-207.44
57,319,0.50,65.00,773.84,981.78,-207.94
58,325,0.50,65.00,774.54,981.91,-207.37
59,329,0.50,65.00,778.03,982.01,-203.98
