#, ElapsedTime[ms], Freq[Hz], Duty[%], Pres1[Pa], Pres2[Pa], Pres_diff[Pa]
0,1,0.50,65.00,-1496.85,-1205.08,-291.77
1,34,0.50,65.00,-1497.09,-1205.08,-292.01
2,39,0.50,65.00,-1497.28,-1206.06,-291.22
3,45,0.50,65.00,-1497.44,-1206.84,-290.60
4,50,0.50,65.00,-1497.56,-1206.49,-291.07
5,54,0.50,65.00,-1497.66,-1206.20,-291.45
6,59,0.50,65.00,-1497.73,-1206.96,-290.78
7,64,0.50,65.00,-1497.80,-1207.56,-290.24
8,69,0.50,65.00,-1498.82,-1208.04,-290.79
9,74,0.50,65.00,-1497.69,-1207.45,-290.25
10,79,0.50,65.00,-1497.76,-1206.97,-290.79
11,86,0.50,65.00,-1496.84,-1206.59,-290.25
12,91,0.50,65.00,-1497.08,-1206.29,-290.79
13,96,0.50,65.00,-1496.30,-1206.05,-290.25
14,101,0.50,65.00,-1495.67,-1207.81,-287.87
15,105,0.50,65.00,-1495.17,-1208.24,-286.93
16,110,0.50,65.00,-1494.77,-1208.58,-286.19
17,115,0.50,65.00,-1494.45,-1207.88,-286.57
18,120,0.50,65.00,-1494.19,-1207.32,-286.87
19,125,0.50,65.00,-1493.99,-1207.85,-286.14
20,131,0.50,65.00,-1493.82,-1208.27,-285.55
21,135,0.50,65.00,-1493.69,-1207.63,-286.06
22,142,0.50,65.00,-1493.59,-1207.12,-286.46
23,147,0.50,65.00,-1493.50,-1209.64,-283.86
24,152,0.50,65.00,-1493.43,-1209.71,-283.73
25,157,0.50,65.00,-1494.36,-1208.78,-285.58
26,162,0.50,65.00,-1495.09,-1208.04,-287.05
27,167,0.50,65.00,-1494.71,-1207.45,-287.26
28,172,0.50,65.00,-1495.38,-1206.97,-288.40
29,177,0.50,65.00,-1495.91,-1206.59,-289.32
30,182,0.50,65.00,-1495.36,-1207.27,-288.09
31,187,0.50,65.00,-1494.92,-1208.78,-286.14
32,192,0.50,65.00,-1495.55,-1208.04,-287.50
33,200,0.50,65.00,-1497.02,-1207.45,-289.57
34,203,0.50,65.00,-1497.23,-1207.95,-289.28
35,208,0.50,65.00,-1497.39,-1208.35,-289.04
36,214,0.50,65.00,-1497.52,-1207.70,-289.82
37,219,0.50,65.00,-1496.65,-1207.17,-289.48
38,224,0.50,65.00,-1495.95,-1206.76,-289.20
39,228,0.50,65.00,-1495.40,-1206.42,-288.98
40,233,0.50,65.00,-1493.97,-1206.15,-287.82
41,238,0.50,65.00,-1494.79,-1205.94,-288.85
42,243,0.50,65.00,-1496.42,-1206.74,-289.67
43,248,0.50,65.00,-1496.74,-1206.41,-290.33
44,253,0.50,65.00,-1497.00,-1206.14,-290.86
45,261,0.50,65.00,-1496.24,-1205.93,-290.31
46,265,0.50,65.00,-1495.62,-1209.67,-285.96
47,270,0.50,65.00,-1496.11,-1208.75,-287.36
48,275,0.50,65.00,-1496.49,-1206.06,-290.43
49,280,0.50,65.00,-1496.81,-1205.86,-290.94
50,285,0.50,65.00,-1497.05,-1205.71,-291.35
51,290,0.50,65.00,-1497.25,-1204.60,-292.65
52,294,0.50,65.00,-1497.41,-1204.70,-292.71
53,300,0.50,65.00,-1497.54,-1204.78,-292.76
54,305,0.50,65.00,-1496.66,-1204.84,-291.83
55,310,0.50,65.00,-1495.96,-1204.88,-291.08
56,317,0.50,65.00,-1495.40,-1204.92,-290.48
57,322,0.50,65.00,-1494.96,-1204.95,-290.00
58,326,0.50,65.00,-1494.60,-1204.98,-289.62
59,331,0.50,65.00,-1494.31,-1205.00,-289.31
60,336,0.50,65.00,-1494.08,-1205.01,-289.07
61,342,0.50,65.00,-1493.90,-1205.03,-288.87
62,347,0.50,65.00,-1492.77,-1205.04,-287.74
63,352,0.50,65.00,-1492.85,-1205.05,-287.81
64,356,0.50,65.00,-1492.91,-1205.05,-287.86
65,361,0.50,65.00,-1492.96,-1205.06,-287.91
66,366,0.50,65.00,-1493.00,-1207.99,-285.01
67,371,0.50,65.00,-1493.04,-1207.41,-285.63
68,378,0.50,65.00,-1493.06,-1206.94,-286.12
69,384,0.50,65.00,-1493.08,-1206.57,-286.51
70,389,0.50,65.00,-1494.08,-1206.27,-287.80
71,394,0.50,65.00,-1492.92,-1206.03,-286.88
72,398,0.50,65.00,-1493.94,-1205.84,-288.10
73,403,0.50,65.00,-1493.79,-1206.67,-287.12
74,408,0.50,65.00,-1493.66,-1206.35,-287.31
75,413,0.50,65.00,-1493.56,-1206.09,-287.47
76,418,0.50,65.00,-1493.48,-1205.89,-287.59
77,423,0.50,65.00,-1494.40,-1205.73,-288.67
78,428,0.50,65.00,-1494.15,-1205.60,-288.55
79,435,0.50,65.00,-1494.93,-1205.49,-289.43
80,440,0.50,65.00,-1495.55,-1209.32,-286.24
81,445,0.50,65.00,-1495.07,-1208.47,-286.61
