#, ElapsedTime[ms], Freq[Hz], Duty[%], Pres1[Pa], Pres2[Pa], Pres_diff[Pa]
0,0,0.50,60.00,-1738.72,-1443.06,-295.66
1,35,0.50,60.00,-1740.39,-1445.27,-295.13
2,40,0.50,60.00,-1742.70,-1448.01,-294.69
3,45,0.50,60.00,-1743.58,-1449.23,-294.35
4,49,0.50,60.00,-1744.28,-1450.20,-294.07
5,54,0.50,60.00,-1740.93,-1450.98,-289.95
6,59,0.50,60.00,-1742.16,-1451.61,-290.55
7,65,0.50,60.00,-1743.14,-1452.11,-291.03
8,70,0.50,60.00,-1746.86,-1452.51,-294.35
9,75,0.50,60.00,-1746.90,-1452.82,-294.07
10,79,0.50,60.00,-1746.93,-1453.08,-293.85
11,86,0.50,60.00,-1746.96,-1450.35,-296.61
12,91,0.50,60.00,-1746.98,-1451.10,-295.88
13,96,0.50,60.00,-1747.00,-1451.70,-295.30
14,101,0.50,60.00,-1747.01,-1452.18,-294.83
15,106,0.50,60.00,-1748.00,-1451.59,-296.41
16,111,0.50,60.00,-1747.82,-1452.09,-295.72
17,116,0.50,60.00,-1747.67,-1452.49,-295.17
18,121,0.50,60.00,-1747.55,-1450.86,-296.68
19,126,0.50,60.00,-1747.45,-1450.53,-296.92
20,131,0.50,60.00,-1746.40,-1450.27,-296.13
21,135,0.50,60.00,-1746.53,-1450.06,-296.47
22,142,0.50,60.00,-1745.66,-1448.92,-296.75
23,148,0.50,60.00,-1745.95,-1448.98,-296.97
24,153,0.50,60.00,-1746.17,-1447.07,-299.10
25,158,0.50,60.00,-1746.35,-1446.52,-299.83
26,163,0.50,60.00,-1746.49,-1447.06,-299.43
27,168,0.50,60.00,-1745.63,-1447.49,-298.14
28,172,0.50,60.00,-1743.97,-1447.84,-296.13
29,177,0.50,60.00,-1743.61,-1448.12,-295.50
30,182,0.50,60.00,-1744.30,-1447.36,-296.94
31,187,0.50,60.00,-1742.90,-1448.71,-294.20
32,193,0.50,60.00,-1742.76,-1447.83,-294.93
33,201,0.50,60.00,-1742.65,-1447.13,-295.51
34,204,0.50,60.00,-1741.58,-1447.55,-294.03
35,209,0.50,60.00,-1740.72,-1447.88,-292.84
36,214,0.50,60.00,-1741.02,-1451.08,-289.93
37,219,0.50,60.00,-1741.25,-1450.71,-290.54
38,224,0.50,60.00,-1741.44,-1452.36,-289.07
39,228,0.50,60.00,-1741.59,-1450.76,-290.83
40,234,0.50,60.00,-1740.73,-1449.47,-291.26
41,239,0.50,60.00,-1740.05,-1448.45,-291.60
42,244,0.50,60.00,-1739.50,-1447.62,-291.87
43,249,0.50,60.00,-1740.04,-1446.97,-293.07
44,254,0.50,60.00,-1739.49,-1446.44,-293.05
45,261,0.50,60.00,-1740.03,-1446.02,-294.01
46,265,0.50,60.00,-1740.46,-1445.68,-294.78
47,270,0.50,60.00,-1739.83,-1445.41,-294.42
48,276,0.50,60.00,-1740.30,-1447.15,-293.15
49,281,0.50,60.00,-1740.68,-1446.59,-294.09
50,286,0.50,60.00,-1740.98,-1446.14,-294.84
51,291,0.50,60.00,-1742.20,-1445.78,-296.42
52,296,0.50,60.00,-1741.22,-1445.49,-295.73
53,300,0.50,60.00,-1741.41,-1445.26,-296.15
54,305,0.50,60.00,-1741.57,-1445.07,-296.49
55,310,0.50,60.00,-1741.69,-1444.93,-296.77
56,317,0.50,60.00,-1741.79,-1443.83,-297.96
57,323,0.50,60.00,-1742.85,-1443.93,-298.91
58,328,0.50,60.00,-1743.69,-1444.01,-299.68
59,332,0.50,60.00,-1743.39,-1443.10,-300.29
60,337,0.50,60.00,-1743.15,-1443.35,-299.80
61,342,0.50,60.00,-1741.98,-1445.50,-296.48
62,347,0.50,60.00,-1742.02,-1447.22,-294.80
63,352,0.50,60.00,-1742.06,-1446.64,-295.41
64,357,0.50,60.00,-1743.06,-1446.18,-296.88
65,362,0.50,60.00,-1743.86,-1445.81,-298.05
66,367,0.50,60.00,-1743.53,-1445.52,-298.01
67,372,0.50,60.00,-1743.26,-1445.28,-297.98
68,379,0.50,60.00,-1743.04,-1444.12,-298.93
69,384,0.50,60.00,-1742.87,-1443.18,-299.69
70,389,0.50,60.00,-1742.74,-1443.41,-299.32
71,394,0.50,60.00,-1742.63,-1443.60,-299.03
72,399,0.50,60.00,-1742.54,-1442.77,-299.77
73,404,0.50,60.00,-1742.47,-1442.11,-300.36
74,409,0.50,60.00,-1743.39,-1443.53,-299.86
75,414,0.50,60.00,-1741.20,-1443.69,-297.51
76,419,0.50,60.00,-1741.39,-1442.84,-298.55
77,424,0.50,60.00,-1739.60,-1443.14,-296.46
78,428,0.50,60.00,-1740.12,-1443.38,-296.74
79,436,0.50,60.00,-1740.53,-1442.59,-297.94
80,440,0.50,60.00,-1740.86,-1441.97,-298.90
81,445,0.50,60.00,-1739.17,-1442.44,-296.73
82,451,0.50,60.00,-1737.82,-1442.82,-295.00
83,456,0.50,60.00,-1736.74,-1443.12,-293.62
84,461,0.50,60.00,-1735.88,-1442.39,-293.49
85,466,0.50,60.00,-1736.16,-1442.78,-293.39
86,470,0.50,60.00,-1735.42,-1443.09,-292.33
87,475,0.50,60.00,-1732.86,-1442.36,-290.50
88,480,0.50,60.00,-1733.75,-1441.78,-291.97
89,485,0.50,60.00,-1735.44,-1442.29,-293.15
90,493,0.50,60.00,-1744.60,-1444.65,-299.95
91,498,0.50,60.00,-1743.14,-1443.61,-299.53
92,503,0.50,60.00,-1741.97,-1442.78,-299.19
93,507,0.50,60.00,-1741.04,-1442.12,-298.92
94,513,0.50,60.00,-1740.29,-1439.63,-300.66
95,518,0.50,60.00,-1740.67,-1439.59,-301.08
96,523,0.50,60.00,-1740.98,-1439.57,-301.41
97,527,0.50,60.00,-1739.26,-1439.54,-299.72
98,533,0.50,60.00,-1739.85,-1439.53,-300.32
99,538,0.50,60.00,-1739.34,-1439.51,-299.83
100,543,0.50,60.00,-1737.96,-1439.50,-298.46
101,548,0.50,60.00,-1736.85,-1439.49,-297.36
102,555,0.50,60.00,-1735.96,-1439.48,-296.48
103,560,0.50,60.00,-1736.23,-1439.48,-296.76
104,565,0.50,60.00,-1736.45,-1439.47,-296.97
105,569,0.50,60.00,-1735.64,-1439.47,-296.17
106,575,0.50,60.00,-1735.97,-1439.47,-296.51
107,580,0.50,60.00,-1733.31,-1439.46,-293.85
108,585,0.50,60.00,-1734.11,-1439.46,-294.65
109,590,0.50,60.00,-1736.70,-1442.39,-294.31
110,595,0.50,60.00,-1736.82,-1441.80,-295.02
111,599,0.50,60.00,-1736.92,-1441.33,-295.59
112,604,0.50,60.00,-1736.02,-1440.96,-295.06
113,611,0.50,60.00,-1736.28,-1440.66,-295.62
114,616,0.50,60.00,-1737.46,-1440.42,-297.04
115,622,0.50,60.00,-1737.43,-1440.22,-297.21
116,627,0.50,60.00,-1738.38,-1443.98,-294.40
117,632,0.50,60.00,-1737.19,-1443.07,-294.12
118,636,0.50,60.00,-1737.21,-1442.35,-294.86
119,641,0.50,60.00,-1736.25,-1441.77,-294.49
120,646,0.50,60.00,-1736.46,-1441.31,-295.16
121,651,0.50,60.00,-1735.66,-1440.93,-294.72
122,656,0.50,60.00,-1735.99,-1440.64,-295.35
123,662,0.50,60.00,-1737.23,-1440.40,-296.82
124,668,0.50,60.00,-1738.22,-1443.14,-295.08
125,673,0.50,60.00,-1739.01,-1442.40,-296.61
126,678,0.50,60.00,-1739.65,-1441.81,-297.83
127,683,0.50,60.00,-1745.04,-1444.27,-300.77
128,688,0.50,60.00,-1744.47,-1443.31,-301.16
129,693,0.50,60.00,-1743.04,-1442.54,-300.50
130,697,0.50,60.00,-1742.87,-1441.92,-300.95
131,703,0.50,60.00,-1741.75,-1440.45,-301.30
132,708,0.50,60.00,-1741.84,-1440.25,-301.59
133,713,0.50,60.00,-1741.91,-1440.09,-301.82
134,718,0.50,60.00,-1741.97,-1442.89,-299.07
135,725,0.50,60.00,-1741.03,-1444.16,-296.87
136,730,0.50,60.00,-1740.29,-1444.19,-296.09
137,735,0.50,60.00,-1739.69,-1443.25,-296.45
138,739,0.50,60.00,-1740.19,-1443.46,-296.73
139,744,0.50,60.00,-1740.59,-1445.59,-295.00
140,750,0.50,60.00,-1737.00,-1447.29,-289.71
141,755,0.50,60.00,-1738.04,-1447.68,-290.36
142,760,0.50,60.00,-1738.87,-1447.99,-290.88
143,765,0.50,60.00,-1739.53,-1450.19,-289.35
144,769,0.50,60.00,-1740.06,-1450.97,-289.09
145,774,0.50,60.00,-1740.49,-1450.62,-289.87
146,781,0.50,60.00,-1741.81,-1451.32,-290.49
147,786,0.50,60.00,-1741.88,-1453.83,-288.06
148,792,0.50,60.00,-1741.94,-1451.93,-290.01
149,797,0.50,60.00,-1741.99,-1452.36,-289.63
150,802,0.50,60.00,-1742.03,-1451.73,-290.30
151,806,0.50,60.00,-1742.06,-1452.21,-289.85
152,811,0.50,60.00,-1742.09,-1448.68,-293.41
153,816,0.50,60.00,-1743.08,-1448.79,-294.30
154,821,0.50,60.00,-1743.88,-1447.90,-295.98
155,826,0.50,60.00,-1744.52,-1449.14,-295.38
156,832,0.50,60.00,-1744.05,-1449.15,-294.90
157,838,0.50,60.00,-1743.68,-1448.19,-295.49
158,843,0.50,60.00,-1744.36,-1447.42,-296.94
159,848,0.50,60.00,-1743.92,-1446.80,-297.12
160,853,0.50,60.00,-1743.58,-1446.31,-297.27
161,858,0.50,60.00,-1743.30,-1445.91,-297.38
162,863,0.50,60.00,-1746.01,-1445.60,-300.41
163,867,0.50,60.00,-1745.24,-1445.35,-299.90
164,872,0.50,60.00,-1744.63,-1445.14,-299.49
165,878,0.50,60.00,-1744.14,-1444.98,-299.16
166,883,0.50,60.00,-1743.75,-1444.85,-298.90
167,888,0.50,60.00,-1743.44,-1445.73,-297.71
168,896,0.50,60.00,-1743.19,-1445.45,-297.74
169,899,0.50,60.00,-1742.99,-1445.23,-297.76
170,904,0.50,60.00,-1743.80,-1445.05,-298.76
171,909,0.50,60.00,-1743.48,-1444.91,-298.58
172,914,0.50,60.00,-1743.22,-1444.79,-298.43
173,920,0.50,60.00,-1743.99,-1444.70,-299.29
174,924,0.50,60.00,-1744.61,-1444.63,-299.98
175,929,0.50,60.00,-1744.12,-1444.57,-299.55
176,934,0.50,60.00,-1743.74,-1444.52,-299.21
177,939,0.50,60.00,-1743.43,-1444.49,-298.94
178,944,0.50,60.00,-1743.18,-1443.48,-299.70
179,949,0.50,60.00,-1742.98,-1443.65,-299.33
180,956,0.50,60.00,-1743.80,-1443.79,-300.01
181,962,0.50,60.00,-1743.48,-1443.90,-299.58
182,966,0.50,60.00,-1743.22,-1443.98,-299.23
183,971,0.50,60.00,-1743.01,-1444.06,-298.96
184,976,0.50,60.00,-1742.85,-1444.11,-298.74
185,981,0.50,60.00,-1742.72,-1444.16,-298.56
186,986,0.50,60.00,-1743.59,-1444.19,-299.39
187,991,0.50,60.00,-1743.31,-1444.22,-299.09
188,995,0.50,60.00,-1743.08,-1444.24,-298.84
189,1000,0.50,60.00,-1742.90,-1444.26,-298.64
190,1006,0.50,60.00,-1742.76,-1444.28,-298.48
191,1013,0.50,60.00,-1741.67,-1444.29,-297.38
192,1018,0.50,60.00,-1741.77,-1444.30,-297.47
193,1022,0.50,60.00,-1741.86,-1444.31,-297.55
194,1057,0.50,60.00,-1741.92,-1444.31,-297.61
195,1062,0.50,60.00,-1741.98,-1444.32,-297.66
196,1067,0.50,60.00,-1742.02,-1444.32,-297.70
