#, ElapsedTime[ms], Freq[Hz], Duty[%], Pres1[Pa], Pres2[Pa], Pres_diff[Pa]
0,1,0.50,55.00,-1957.28,-1657.32,-299.96
1,35,0.50,55.00,-1958.21,-1657.69,-300.52
2,40,0.50,55.00,-1958.95,-1657.99,-300.96
3,45,0.50,55.00,-1959.54,-1659.21,-300.34
4,50,0.50,55.00,-1960.02,-1660.18,-299.84
5,55,0.50,55.00,-1960.40,-1660.95,-299.44
6,60,0.50,55.00,-1960.70,-1660.60,-300.10
7,64,0.50,55.00,-1960.94,-1661.29,-299.65
8,70,0.50,55.00,-1961.14,-1661.85,-299.29
9,75,0.50,55.00,-1961.29,-1661.31,-299.98
10,80,0.50,55.00,-1961.42,-1661.86,-299.55
11,87,0.50,55.00,-1961.52,-1661.33,-300.19
12,91,0.50,55.00,-1961.60,-1661.87,-299.72
13,96,0.50,55.00,-1963.61,-1662.31,-301.30
14,101,0.50,55.00,-1963.27,-1661.68,-301.59
15,106,0.50,55.00,-1958.12,-1662.16,-295.96
16,111,0.50,55.00,-1958.88,-1661.56,-297.31
17,116,0.50,55.00,-1959.48,-1662.06,-297.42
18,121,0.50,55.00,-1959.97,-1662.46,-297.51
19,126,0.50,55.00,-1960.36,-1662.78,-297.58
20,131,0.50,55.00,-1960.67,-1664.02,-296.65
21,136,0.50,55.00,-1961.90,-1664.03,-297.87
22,143,0.50,55.00,-1962.88,-1660.13,-302.75
23,147,0.50,55.00,-1962.68,-1660.91,-301.77
24,152,0.50,55.00,-1962.53,-1660.57,-301.96
25,158,0.50,55.00,-1962.41,-1660.29,-302.12
26,163,0.50,55.00,-1962.31,-1660.07,-302.24
27,168,0.50,55.00,-1962.23,-1660.87,-301.36
28,173,0.50,55.00,-1962.17,-1661.51,-300.66
29,177,0.50,55.00,-1962.12,-1662.02,-300.10
30,182,0.50,55.00,-1963.05,-1662.43,-300.63
31,187,0.50,55.00,-1962.82,-1662.75,-300.07
32,192,0.50,55.00,-1963.62,-1662.04,-301.58
33,201,0.50,55.00,-1963.28,-1661.47,-301.81
34,205,0.50,55.00,-1963.01,-1661.99,-301.02
35,209,0.50,55.00,-1962.79,-1662.40,-300.39
36,214,0.50,55.00,-1962.61,-1662.73,-299.88
37,219,0.50,55.00,-1963.45,-1664.95,-298.50
38,224,0.50,55.00,-1964.12,-1664.77,-299.34
39,229,0.50,55.00,-1963.68,-1663.66,-300.02
40,234,0.50,55.00,-1969.18,-1664.71,-304.47
41,239,0.50,55.00,-1968.71,-1665.56,-303.15
42,244,0.50,55.00,-1971.25,-1665.26,-305.99
43,249,0.50,55.00,-1969.39,-1665.02,-304.37
44,254,0.50,55.00,-1967.89,-1664.83,-303.06
45,261,0.50,55.00,-1964.74,-1666.63,-298.11
46,266,0.50,55.00,-1964.18,-1666.12,-298.06
47,270,0.50,55.00,-1963.72,-1665.71,-298.02
48,275,0.50,55.00,-1963.36,-1665.38,-297.99
49,280,0.50,55.00,-1963.07,-1664.14,-298.94
50,286,0.50,55.00,-1962.84,-1663.15,-299.70
51,291,0.50,55.00,-1962.66,-1662.35,-300.30
52,296,0.50,55.00,-1962.51,-1661.72,-300.79
53,300,0.50,55.00,-1963.37,-1661.21,-302.16
54,306,0.50,55.00,-1964.05,-1660.80,-303.25
55,310,0.50,55.00,-1963.62,-1660.48,-303.14
56,317,0.50,55.00,-1963.28,-1660.22,-303.06
57,322,0.50,55.00,-1963.01,-1659.04,-303.97
58,328,0.50,55.00,-1963.77,-1659.06,-304.70
59,333,0.50,55.00,-1963.40,-1659.09,-304.31
60,337,0.50,55.00,-1963.10,-1659.11,-303.99
61,342,0.50,55.00,-1962.86,-1659.12,-303.74
62,347,0.50,55.00,-1962.67,-1657.18,-305.49
63,352,0.50,55.00,-1962.52,-1657.58,-304.94
64,357,0.50,55.00,-1962.40,-1657.90,-304.50
65,362,0.50,55.00,-1962.30,-1658.16,-304.15
66,366,0.50,55.00,-1962.22,-1658.36,-303.86
67,372,0.50,55.00,-1962.16,-1658.52,-303.64
68,379,0.50,55.00,-1962.11,-1659.63,-302.48
69,384,0.50,55.00,-1962.07,-1660.52,-301.56
70,389,0.50,55.00,-1962.04,-1660.25,-301.79
71,394,0.50,55.00,-1962.02,-1660.04,-301.98
72,399,0.50,55.00,-1962.00,-1659.86,-302.13
73,403,0.50,55.00,-1961.98,-1658.75,-303.23
74,408,0.50,55.00,-1961.97,-1658.84,-303.13
75,414,0.50,55.00,-1961.96,-1658.91,-303.05
76,419,0.50,55.00,-1962.92,-1657.98,-304.94
77,424,0.50,55.00,-1962.72,-1657.25,-305.48
78,429,0.50,55.00,-1962.56,-1658.61,-303.95
79,436,0.50,55.00,-1962.43,-1658.72,-303.71
