#, ElapsedTime[ms], Freq[Hz], Duty[%], Pres1[Pa], Pres2[Pa], Pres_diff[Pa]
0,0,0.50,50.03,-503.29,-633.78,130.49
1,32,0.50,50.03,-503.02,-633.78,130.76
2,37,0.50,50.03,-503.78,-633.78,130.00
3,42,0.50,50.03,-504.39,-633.78,129.39
4,46,0.50,50.03,-504.88,-633.78,128.90
5,52,0.50,50.03,-505.27,-633.79,128.51
6,57,0.50,50.03,-505.59,-633.79,128.20
7,62,0.50,50.03,-507.79,-633.79,126.00
8,67,0.50,50.03,-506.62,-634.76,128.14
9,72,0.50,50.03,-506.66,-634.57,127.90
10,77,0.50,50.03,-505.72,-634.41,128.69
11,83,0.50,50.03,-504.97,-634.29,129.32
12,88,0.50,50.03,-504.37,-634.19,129.82
13,94,0.50,50.03,-503.88,-634.11,130.23
14,98,0.50,50.03,-503.50,-634.04,130.55
15,103,0.50,50.03,-503.19,-633.02,129.83
16,108,0.50,50.03,-503.92,-635.12,131.21
17,113,0.50,50.03,-503.52,-634.86,131.33
18,118,0.50,50.03,-504.19,-634.64,130.46
19,122,0.50,50.03,-503.74,-634.47,130.73
20,127,0.50,50.03,-504.36,-634.34,129.98
21,132,0.50,50.03,-504.85,-634.23,129.37
22,138,0.50,50.03,-505.25,-634.14,128.89
23,143,0.50,50.03,-505.57,-634.07,128.50
24,149,0.50,50.03,-507.77,-634.01,126.24
25,154,0.50,50.03,-506.61,-633.97,127.36
26,159,0.50,50.03,-505.68,-633.93,128.25
27,164,0.50,50.03,-505.91,-633.90,127.99
28,169,0.50,50.03,-505.12,-633.88,128.76
29,173,0.50,50.03,-504.49,-633.86,129.38
30,179,0.50,50.03,-504.96,-633.85,128.89
31,184,0.50,50.03,-505.33,-633.84,128.50
32,189,0.50,50.03,-505.63,-633.83,128.19
33,194,0.50,50.03,-505.87,-633.82,127.95
34,199,0.50,50.03,-506.07,-633.81,127.75
35,203,0.50,50.03,-505.24,-633.81,128.57
36,210,0.50,50.03,-504.59,-633.80,129.22
37,215,0.50,50.03,-504.06,-633.80,129.74
38,221,0.50,50.03,-503.64,-633.80,130.16
39,225,0.50,50.03,-504.28,-633.80,129.52
40,230,0.50,50.03,-504.79,-633.80,129.01
41,235,0.50,50.03,-505.20,-632.82,127.62
42,240,0.50,50.03,-505.53,-633.01,127.49
43,245,0.50,50.03,-505.79,-633.17,127.38
44,250,0.50,50.03,-506.00,-633.29,127.29
45,254,0.50,50.03,-505.19,-633.39,128.20
46,259,0.50,50.03,-504.54,-633.47,128.93
47,265,0.50,50.03,-504.02,-634.51,130.49
48,272,0.50,50.03,-503.61,-634.37,130.76
49,276,0.50,50.03,-502.30,-634.25,131.95
50,281,0.50,50.03,-503.21,-634.16,130.95
51,286,0.50,50.03,-502.96,-634.08,131.13
52,291,0.50,50.03,-503.73,-634.03,130.29
53,296,0.50,50.03,-503.38,-633.98,130.60
54,301,0.50,50.03,-504.07,-636.87,132.80
55,306,0.50,50.03,-504.62,-636.25,131.63
56,311,0.50,50.03,-504.09,-635.76,131.67
