#, ElapsedTime[ms], Freq[Hz], Duty[%], Pres1[Pa], Pres2[Pa], Pres_diff[Pa]
0,0,0.50,75.00,561.57,397.38,164.19
1,33,0.50,75.00,561.76,397.20,164.55
2,37,0.50,75.00,561.91,397.06,164.85
3,43,0.50,75.00,562.03,396.94,165.08
4,48,0.50,75.00,562.12,396.85,165.27
5,53,0.50,75.00,562.20,396.78,165.42
6,58,0.50,75.00,562.26,396.72,165.54
7,63,0.50,75.00,562.31,396.67,165.63
8,67,0.50,75.00,563.32,398.59,164.73
9,72,0.50,75.00,563.16,398.17,164.99
10,77,0.50,75.00,563.03,397.83,165.19
11,83,0.50,75.00,562.92,396.58,166.34
12,104,0.50,75.00,562.84,396.56,166.27
13,109,0.50,75.00,561.79,396.55,165.24
14,114,0.50,75.00,560.96,396.54,164.42
15,119,0.50,75.00,560.29,398.48,161.81
16,124,0.50,75.00,559.75,398.08,161.68
17,130,0.50,75.00,559.33,397.76,161.57
18,134,0.50,75.00,559.96,397.51,162.46
19,139,0.50,75.00,560.47,398.28,162.19
20,144,0.50,75.00,560.88,397.92,162.96
21,149,0.50,75.00,561.20,397.63,163.57
22,154,0.50,75.00,561.46,397.40,164.06
23,159,0.50,75.00,561.67,398.20,163.47
24,163,0.50,75.00,561.83,397.85,163.98
25,171,0.50,75.00,561.97,398.56,163.41
26,176,0.50,75.00,562.07,399.12,162.96
27,181,0.50,75.00,562.16,398.59,163.57
28,186,0.50,75.00,562.23,399.15,163.08
29,191,0.50,75.00,562.28,398.61,163.67
30,196,0.50,75.00,562.33,398.19,164.14
31,200,0.50,75.00,562.36,397.85,164.51
32,205,0.50,75.00,562.39,398.55,163.84
33,211,0.50,75.00,562.41,398.14,164.27
34,216,0.50,75.00,562.43,397.81,164.62
35,221,0.50,75.00,562.44,396.57,165.88
36,226,0.50,75.00,562.45,397.53,164.93
37,230,0.50,75.00,562.46,397.32,165.15
38,237,0.50,75.00,562.47,397.15,165.32
39,242,0.50,75.00,562.48,397.02,165.46
40,247,0.50,75.00,562.48,396.91,165.57
41,252,0.50,75.00,562.48,396.83,165.66
42,258,0.50,75.00,562.49,397.73,164.75
43,263,0.50,75.00,558.58,398.46,160.12
44,267,0.50,75.00,559.37,400.02,159.35
45,272,0.50,75.00,559.99,399.31,160.68
46,277,0.50,75.00,559.52,399.72,159.80
47,282,0.50,75.00,560.11,400.05,160.06
48,287,0.50,75.00,559.62,403.24,156.37
49,291,0.50,75.00,560.19,402.87,157.32
50,299,0.50,75.00,560.65,402.57,158.09
51,304,0.50,75.00,561.02,402.33,158.69
52,309,0.50,75.00,561.32,401.16,160.16
53,313,0.50,75.00,560.58,400.22,160.35
54,318,0.50,75.00,560.96,399.48,161.49
55,323,0.50,75.00,561.27,400.83,160.44
56,328,0.50,75.00,557.61,400.94,156.67
57,333,0.50,75.00,558.59,400.05,158.54
58,339,0.50,75.00,559.37,400.31,159.06
59,343,0.50,75.00,560.00,399.55,160.45
60,349,0.50,75.00,560.50,399.91,160.59
61,353,0.50,75.00,560.90,399.22,161.67
62,358,0.50,75.00,561.22,399.65,161.56
63,365,0.50,75.00,561.47,400.97,160.50
64,370,0.50,75.00,561.68,401.05,160.63
65,374,0.50,75.00,556.96,400.14,156.82
66,379,0.50,75.00,558.07,399.41,158.66
67,385,0.50,75.00,558.95,398.82,160.13
68,390,0.50,75.00,559.66,398.35,161.31
69,395,0.50,75.00,560.23,400.91,159.32
70,400,0.50,75.00,560.68,400.03,160.66
71,404,0.50,75.00,560.07,399.32,160.75
72,409,0.50,75.00,560.56,398.75,161.81
73,414,0.50,75.00,560.95,398.30,162.65
74,419,0.50,75.00,561.26,397.93,163.32
75,425,0.50,75.00,559.55,398.62,160.93
76,432,0.50,75.00,560.14,398.19,161.95
77,436,0.50,75.00,560.61,397.85,162.76
78,441,0.50,75.00,560.99,397.58,163.41
79,446,0.50,75.00,561.29,397.36,163.93
80,451,0.50,75.00,561.53,397.18,164.35
81,456,0.50,75.00,559.77,397.04,162.73
82,461,0.50,75.00,560.32,396.93,163.39
83,465,0.50,75.00,559.78,396.84,162.94
84,471,0.50,75.00,558.37,396.77,161.60
85,476,0.50,75.00,559.20,396.71,162.48
86,481,0.50,75.00,559.86,396.67,163.19
87,486,0.50,75.00,560.39,396.63,163.75
88,491,0.50,75.00,558.86,396.60,162.25
89,497,0.50,75.00,559.58,396.58,163.01
90,502,0.50,75.00,560.17,397.54,162.63
91,507,0.50,75.00,557.70,398.30,159.40
92,513,0.50,75.00,558.66,398.92,159.75
93,518,0.50,75.00,559.43,399.41,160.03
94,523,0.50,75.00,560.04,398.82,161.22
95,527,0.50,75.00,560.54,400.31,160.23
96,532,0.50,75.00,560.93,399.54,161.39
97,537,0.50,75.00,561.24,399.91,161.34
98,542,0.50,75.00,561.49,400.20,161.29
99,547,0.50,75.00,561.70,401.41,160.29
100,553,0.50,75.00,561.86,401.40,160.46
101,561,0.50,75.00,561.98,401.39,160.59
102,564,0.50,75.00,562.09,401.39,160.70
103,569,0.50,75.00,562.17,402.36,159.81
104,574,0.50,75.00,562.24,401.19,161.05
105,579,0.50,75.00,562.29,401.22,161.07
106,584,0.50,75.00,562.33,401.25,161.08
107,588,0.50,75.00,562.36,401.27,161.09
108,593,0.50,75.00,562.39,401.29,161.10
109,599,0.50,75.00,562.41,401.31,161.11
110,604,0.50,75.00,562.43,401.32,161.11
111,609,0.50,75.00,562.44,400.35,162.09
112,614,0.50,75.00,562.46,399.58,162.88
113,618,0.50,75.00,562.46,399.94,162.53
114,625,0.50,75.00,562.47,401.20,161.27
115,630,0.50,75.00,562.48,400.26,162.22
116,635,0.50,75.00,562.48,399.50,162.98
117,641,0.50,75.00,563.46,398.90,164.56
118,645,0.50,75.00,563.27,399.39,163.88
119,650,0.50,75.00,563.12,399.79,163.33
120,655,0.50,75.00,562.99,399.13,163.87
121,660,0.50,75.00,562.89,399.57,163.32
122,665,0.50,75.00,562.82,400.91,161.91
123,670,0.50,75.00,562.75,401.98,160.77
124,674,0.50,75.00,562.70,401.86,160.85
125,679,0.50,75.00,562.66,401.76,160.90
126,688,0.50,75.00,561.65,401.68,159.97
127,692,0.50,75.00,561.82,401.62,160.20
128,696,0.50,75.00,561.96,402.54,159.41
129,701,0.50,75.00,562.07,403.28,158.78
130,706,0.50,75.00,562.15,402.90,159.25
131,711,0.50,75.00,562.22,402.59,159.63
132,716,0.50,75.00,562.28,401.37,160.91
133,721,0.50,75.00,562.32,401.37,160.95
134,726,0.50,75.00,562.36,402.35,160.01
135,731,0.50,75.00,562.39,402.15,160.24
136,736,0.50,75.00,561.43,402.97,158.46
137,741,0.50,75.00,561.65,402.65,159.00
138,746,0.50,75.00,561.82,401.42,160.40
139,753,0.50,75.00,561.95,400.43,161.52
140,757,0.50,75.00,564.99,399.64,165.35
141,762,0.50,75.00,564.49,399.01,165.48
142,768,0.50,75.00,564.10,398.50,165.59
143,773,0.50,75.00,563.78,398.10,165.68
144,778,0.50,75.00,563.52,397.78,165.74
145,783,0.50,75.00,563.32,397.52,165.80
146,787,0.50,75.00,563.15,397.31,165.84
147,792,0.50,75.00,563.02,397.15,165.88
148,797,0.50,75.00,562.92,397.01,165.90
149,802,0.50,75.00,562.83,396.91,165.93
150,807,0.50,75.00,562.77,396.82,165.94
151,816,0.50,75.00,562.71,396.76,165.96
152,820,0.50,75.00,562.67,396.70,165.97
153,825,0.50,75.00,562.64,396.66,165.98
154,829,0.50,75.00,562.61,397.60,165.01
155,834,0.50,75.00,562.59,397.38,165.21
156,839,0.50,75.00,563.55,397.20,166.35
157,844,0.50,75.00,563.34,397.06,166.28
158,849,0.50,75.00,563.17,396.94,166.23
159,854,0.50,75.00,563.04,396.85,166.19
160,859,0.50,75.00,562.93,396.78,166.15
161,864,0.50,75.00,566.75,396.72,170.03
162,869,0.50,75.00,565.90,397.65,168.25
163,874,0.50,75.00,565.22,397.42,167.80
164,881,0.50,75.00,564.68,398.21,166.47
165,885,0.50,75.00,564.24,398.84,165.40
166,891,0.50,75.00,561.94,398.37,163.57
167,896,0.50,75.00,562.05,398.97,163.08
168,901,0.50,75.00,562.14,399.45,162.69
169,906,0.50,75.00,562.21,399.83,162.38
170,911,0.50,75.00,562.27,399.16,163.11
171,916,0.50,75.00,562.32,398.63,163.69
172,921,0.50,75.00,562.35,399.17,163.18
173,925,0.50,75.00,562.38,399.61,162.77
174,930,0.50,75.00,562.41,399.96,162.44
175,935,0.50,75.00,562.42,399.27,163.16
176,943,0.50,75.00,562.44,397.73,164.71
177,948,0.50,75.00,562.45,398.46,163.99
178,952,0.50,75.00,562.46,398.07,164.40
179,957,0.50,75.00,562.47,398.73,163.74
180,962,0.50,75.00,562.48,398.28,164.20
181,967,0.50,75.00,562.48,398.90,163.58
182,972,0.50,75.00,562.48,398.41,164.07
183,977,0.50,75.00,562.49,399.00,163.48
184,983,0.50,75.00,562.49,399.48,163.01
185,987,0.50,75.00,562.49,398.88,163.61
186,992,0.50,75.00,562.49,398.40,164.09
187,997,0.50,75.00,562.49,398.02,164.48
188,1002,0.50,75.00,562.50,397.71,164.79
189,1009,0.50,75.00,562.50,397.46,165.03
190,1014,0.50,75.00,562.50,397.27,165.23
191,1018,0.50,75.00,562.50,399.06,163.43
192,1052,0.50,75.00,561.52,397.57,163.95
193,1057,0.50,75.00,561.72,397.35,164.36
194,1062,0.50,75.00,560.90,397.18,163.72
195,1068,0.50,75.00,561.22,397.04,164.18
196,1073,0.50,75.00,561.47,396.93,164.54
197,1077,0.50,75.00,561.68,396.84,164.84
198,1082,0.50,75.00,559.89,396.77,163.12
199,1087,0.50,75.00,560.41,396.71,163.70
200,1092,0.50,75.00,560.83,396.67,164.16
201,1099,0.50,75.00,561.16,396.63,164.53
202,1104,0.50,75.00,561.43,396.60,164.83
203,1110,0.50,75.00,561.64,396.58,165.07
204,1114,0.50,75.00,561.82,396.56,165.26
205,1119,0.50,75.00,561.95,397.52,164.43
206,1124,0.50,75.00,562.06,402.20,159.87
207,1129,0.50,75.00,562.15,402.03,160.12
208,1134,0.50,75.00,562.22,400.92,161.30
209,1139,0.50,75.00,562.28,401.01,161.27
210,1143,0.50,75.00,562.32,401.08,161.24
211,1148,0.50,75.00,562.36,401.14,161.22
212,1154,0.50,75.00,562.39,400.21,162.18
213,1161,0.50,75.00,561.43,398.49,162.94
214,1166,0.50,75.00,560.67,399.06,161.61
215,1171,0.50,75.00,560.06,401.48,158.58
216,1175,0.50,75.00,560.55,400.48,160.07
217,1180,0.50,75.00,560.94,399.68,161.26
218,1185,0.50,75.00,561.25,399.04,162.21
219,1190,0.50,75.00,561.50,398.53,162.97
220,1196,0.50,75.00,561.70,399.10,162.60
221,1201,0.50,75.00,561.86,398.57,163.29
222,1205,0.50,75.00,561.99,399.13,162.85
223,1210,0.50,75.00,562.09,399.58,162.51
224,1215,0.50,75.00,562.17,398.96,163.21
225,1223,0.50,75.00,562.24,399.44,162.80
226,1227,0.50,75.00,562.29,399.83,162.46
227,1231,0.50,75.00,562.33,399.16,163.17
228,1237,0.50,75.00,562.37,399.60,162.77
229,1242,0.50,75.00,562.39,399.95,162.44
230,1247,0.50,75.00,562.41,400.24,162.18
231,1252,0.50,75.00,562.43,399.49,162.95
232,1257,0.50,75.00,562.44,398.89,163.56
233,1261,0.50,75.00,562.46,398.41,164.05
234,1266,0.50,75.00,562.46,399.00,163.47
235,1271,0.50,75.00,562.47,398.49,163.98
236,1276,0.50,75.00,559.55,398.09,161.45
237,1282,0.50,75.00,560.14,397.77,162.37
238,1289,0.50,75.00,560.61,398.49,162.12
239,1294,0.50,75.00,560.99,398.09,162.90
240,1298,0.50,75.00,561.29,398.74,162.55
241,1303,0.50,75.00,561.53,399.27,162.26
242,1308,0.50,75.00,561.73,399.69,162.04
243,1313,0.50,75.00,561.88,399.05,162.83
244,1318,0.50,75.00,562.00,398.54,163.47
245,1324,0.50,75.00,562.10,400.08,162.03
246,1329,0.50,75.00,562.18,400.34,161.85
247,1333,0.50,75.00,562.25,399.57,162.68
248,1338,0.50,75.00,562.30,398.95,163.35
249,1343,0.50,75.00,562.34,398.46,163.88
250,1350,0.50,75.00,560.42,398.06,162.36
251,1355,0.50,75.00,560.83,397.75,163.09
252,1360,0.50,75.00,561.17,398.47,162.70
253,1365,0.50,75.00,561.43,398.07,163.36
254,1370,0.50,75.00,561.65,397.76,163.89
255,1375,0.50,75.00,560.84,397.50,163.34
256,1380,0.50,75.00,561.17,397.30,163.87
257,1385,0.50,75.00,561.44,397.14,164.30
258,1390,0.50,75.00,561.65,397.00,164.65
259,1395,0.50,75.00,561.82,396.90,164.92
260,1399,0.50,75.00,561.96,396.82,165.14
261,1404,0.50,75.00,562.06,396.75,165.31
262,1412,0.50,75.00,558.25,396.70,161.55
263,1417,0.50,75.00,559.10,394.70,164.39
264,1422,0.50,75.00,559.78,395.06,164.72
265,1427,0.50,75.00,560.32,395.34,164.98
266,1431,0.50,75.00,560.76,395.57,165.19
267,1436,0.50,75.00,561.11,395.75,165.35
268,1441,0.50,75.00,561.38,395.90,165.48
269,1446,0.50,75.00,561.61,396.02,165.59
270,1452,0.50,75.00,560.81,396.11,164.70
271,1456,0.50,75.00,561.15,396.19,164.96
272,1462,0.50,75.00,560.44,396.25,164.20
273,1466,0.50,75.00,565.74,397.27,168.47
274,1473,0.50,75.00,563.14,397.11,166.02
275,1478,0.50,75.00,563.01,396.99,166.02
276,1483,0.50,75.00,562.91,396.89,166.02
277,1487,0.50,75.00,562.83,397.78,165.04
278,1493,0.50,75.00,562.76,397.52,165.24
279,1498,0.50,75.00,562.71,397.32,165.39
280,1503,0.50,75.00,562.67,398.13,164.54
