#, ElapsedTime[ms], Freq[Hz], Duty[%], Pres1[Pa], Pres2[Pa], Pres_diff[Pa]
0,1,0.50,50.05,-509.68,-645.36,135.68
1,31,0.50,50.05,-510.09,-645.97,135.89
2,36,0.50,50.05,-510.41,-645.49,135.08
3,42,0.50,50.05,-509.70,-645.10,135.40
4,47,0.50,50.05,-509.13,-644.79,135.67
5,52,0.50,50.05,-509.64,-645.52,135.88
6,57,0.50,50.05,-509.08,-646.11,137.02
7,61,0.50,50.05,-509.61,-645.60,135.98
8,66,0.50,50.05,-510.03,-645.19,135.16
9,71,0.50,50.05,-510.37,-645.84,135.47
10,76,0.50,50.05,-510.64,-646.36,135.72
11,83,0.50,50.05,-509.88,-645.80,135.92
12,88,0.50,50.05,-510.25,-645.35,135.10
13,93,0.50,50.05,-510.54,-645.97,135.43
14,98,0.50,50.05,-510.78,-646.46,135.68
15,103,0.50,50.05,-510.97,-645.88,134.91
16,107,0.50,50.05,-511.12,-646.39,135.28
17,112,0.50,50.05,-511.24,-646.80,135.56
18,117,0.50,50.05,-511.33,-647.13,135.79
19,123,0.50,50.05,-511.41,-646.41,135.00
20,128,0.50,50.05,-515.38,-645.84,130.46
21,133,0.50,50.05,-509.76,-646.36,136.60
22,137,0.50,50.05,-509.18,-645.80,136.62
23,142,0.50,50.05,-509.69,-645.35,135.66
24,149,0.50,50.05,-510.09,-644.99,134.90
25,154,0.50,50.05,-509.44,-645.68,136.24
26,158,0.50,50.05,-508.92,-645.26,136.34
27,163,0.50,50.05,-509.48,-644.92,135.44
28,169,0.50,50.05,-509.93,-644.64,134.72
29,174,0.50,50.05,-510.29,-645.40,135.12
30,179,0.50,50.05,-509.60,-646.01,136.41
31,184,0.50,50.05,-509.04,-646.49,137.45
32,188,0.50,50.05,-509.58,-645.91,136.33
33,193,0.50,50.05,-510.01,-646.41,136.41
34,198,0.50,50.05,-510.35,-646.82,136.47
35,203,0.50,50.05,-510.62,-645.19,134.57
36,210,0.50,50.05,-509.87,-644.86,135.00
37,215,0.50,50.05,-510.24,-645.58,135.34
38,220,0.50,50.05,-509.56,-645.17,135.62
39,225,0.50,50.05,-509.99,-644.85,134.86
40,230,0.50,50.05,-510.33,-644.59,134.26
41,234,0.50,50.05,-509.63,-645.36,135.72
42,239,0.50,50.05,-509.08,-645.00,135.92
43,244,0.50,50.05,-508.63,-644.71,136.08
