#, ElapsedTime[ms], Freq[Hz], Duty[%], Pres1[Pa], Pres2[Pa], Pres_diff[Pa]
0,0,0.50,50.02,-1746.76,-2166.72,419.96
1,33,0.50,50.02,-1750.72,-2166.77,416.05
2,38,0.50,50.02,-1747.06,-2166.82,419.75
3,42,0.50,50.02,-1746.09,-2166.85,420.76
4,47,0.50,50.02,-1744.33,-2166.88,422.55
5,52,0.50,50.02,-1742.93,-2166.90,423.98
6,57,0.50,50.02,-1742.78,-2166.92,424.14
7,63,0.50,50.02,-1742.66,-2166.94,424.28
8,68,0.50,50.02,-1741.59,-2166.95,425.36
9,72,0.50,50.02,-1742.69,-2166.96,424.27
10,77,0.50,50.02,-1743.56,-2166.96,423.40
11,122,0.50,50.02,-1742.31,-2166.97,424.66
12,126,0.50,50.02,-1743.26,-2166.97,423.71
13,131,0.50,50.02,-1744.02,-2166.98,422.95
14,136,0.50,50.02,-1744.63,-2166.98,422.35
15,141,0.50,50.02,-1745.12,-2167.96,422.84
16,147,0.50,50.02,-1744.53,-2167.77,423.23
17,152,0.50,50.02,-1743.09,-2167.61,424.52
18,156,0.50,50.02,-1742.91,-2167.49,424.58
19,161,0.50,50.02,-1742.76,-2167.39,424.62
20,166,0.50,50.02,-1743.63,-2167.31,423.68
21,171,0.50,50.02,-1742.36,-2167.25,424.88
22,179,0.50,50.02,-1744.28,-2167.20,422.92
23,182,0.50,50.02,-1742.88,-2167.15,424.27
24,188,0.50,50.02,-1742.75,-2167.12,424.38
25,193,0.50,50.02,-1742.63,-2167.10,424.46
26,198,0.50,50.02,-1743.52,-2167.08,423.55
27,203,0.50,50.02,-1745.21,-2167.06,421.85
28,207,0.50,50.02,-1744.60,-2167.05,422.44
29,212,0.50,50.02,-1743.14,-2167.03,423.89
30,217,0.50,50.02,-1741.00,-2167.03,426.03
31,222,0.50,50.02,-1741.24,-2167.02,425.78
32,227,0.50,50.02,-1741.43,-2167.01,425.59
33,233,0.50,50.02,-1741.58,-2167.01,425.43
34,239,0.50,50.02,-1744.63,-2167.01,422.38
35,244,0.50,50.02,-1742.19,-2167.00,424.81
36,249,0.50,50.02,-1741.21,-2167.00,425.79
37,254,0.50,50.02,-1741.41,-2167.00,425.59
38,258,0.50,50.02,-1741.56,-2167.00,425.43
39,263,0.50,50.02,-1741.69,-2167.00,425.31
40,268,0.50,50.02,-1740.81,-2167.00,426.18
41,274,0.50,50.02,-1741.09,-2167.00,425.91
42,279,0.50,50.02,-1742.28,-2166.99,424.71
43,284,0.50,50.02,-1742.26,-2166.99,424.73
44,288,0.50,50.02,-1743.23,-2166.99,423.77
45,293,0.50,50.02,-1743.99,-2166.99,423.00
46,300,0.50,50.02,-1741.68,-2166.99,425.31
47,305,0.50,50.02,-1741.78,-2166.99,425.21
48,309,0.50,50.02,-1740.89,-2166.02,425.13
49,315,0.50,50.02,-1740.17,-2166.21,426.04
50,320,0.50,50.02,-1737.64,-2166.37,428.72
51,325,0.50,50.02,-1738.55,-2166.49,427.94
52,330,0.50,50.02,-1740.26,-2166.59,426.34
53,335,0.50,50.02,-1737.71,-2166.67,428.96
54,339,0.50,50.02,-1739.58,-2166.74,427.15
55,344,0.50,50.02,-1741.08,-2166.79,425.71
56,349,0.50,50.02,-1742.28,-2166.83,424.55
57,356,0.50,50.02,-1743.24,-2166.86,423.62
58,362,0.50,50.02,-1744.00,-2166.89,422.88
59,366,0.50,50.02,-1744.62,-2170.81,426.20
60,371,0.50,50.02,-1744.13,-2170.05,425.92
61,376,0.50,50.02,-1739.84,-2169.44,429.60
62,381,0.50,50.02,-1739.33,-2168.95,429.62
63,386,0.50,50.02,-1740.88,-2168.56,427.68
64,390,0.50,50.02,-1741.14,-2168.25,427.11
65,395,0.50,50.02,-1742.33,-2167.99,425.67
66,401,0.50,50.02,-1742.30,-2167.79,425.50
67,406,0.50,50.02,-1742.28,-2167.63,425.36
68,411,0.50,50.02,-1743.24,-2167.51,424.27
69,417,0.50,50.02,-1742.05,-2167.40,425.35
70,422,0.50,50.02,-1742.08,-2167.32,425.24
71,427,0.50,50.02,-1742.10,-2167.26,425.16
72,432,0.50,50.02,-1743.09,-2167.20,424.11
73,437,0.50,50.02,-1743.89,-2167.16,423.27
