#, ElapsedTime[ms], Freq[Hz], Duty[%], Pres1[Pa], Pres2[Pa], Pres_diff[Pa]
0,0,0.50,60.00,-1342.65,-1781.41,438.76
1,34,0.50,60.00,-1342.48,-1782.35,439.88
2,39,0.50,60.00,-1342.34,-1782.13,439.79
3,44,0.50,60.00,-1342.23,-1783.91,441.68
4,49,0.50,60.00,-1342.14,-1784.35,442.21
5,54,0.50,60.00,-1342.08,-1784.71,442.63
6,59,0.50,60.00,-1342.02,-1784.99,442.98
7,64,0.50,60.00,-1341.97,-1786.20,444.22
8,68,0.50,60.00,-1341.94,-1786.19,444.25
9,73,0.50,60.00,-1342.89,-1787.15,444.26
10,79,0.50,60.00,-1343.65,-1786.95,443.30
11,86,0.50,60.00,-1343.28,-1787.76,444.49
12,91,0.50,60.00,-1342.98,-1787.44,444.46
13,95,0.50,60.00,-1342.74,-1788.15,445.41
14,100,0.50,60.00,-1343.53,-1787.75,444.22
15,105,0.50,60.00,-1343.18,-1786.45,443.26
16,110,0.50,60.00,-1342.91,-1785.41,442.50
17,115,0.50,60.00,-1343.66,-1784.58,440.92
18,120,0.50,60.00,-1343.29,-1783.91,440.62
19,125,0.50,60.00,-1343.97,-1784.36,440.39
20,130,0.50,60.00,-1344.51,-1779.83,435.32
21,135,0.50,60.00,-1343.97,-1780.11,436.15
22,140,0.50,60.00,-1343.53,-1780.34,436.81
23,147,0.50,60.00,-1344.16,-1780.52,436.36
24,152,0.50,60.00,-1343.69,-1780.67,436.98
25,157,0.50,60.00,-1343.31,-1780.78,437.47
26,162,0.50,60.00,-1343.98,-1780.88,436.89
27,167,0.50,60.00,-1344.52,-1780.95,436.43
28,172,0.50,60.00,-1343.98,-1781.01,437.03
29,177,0.50,60.00,-1344.52,-1781.06,436.54
30,182,0.50,60.00,-1344.95,-1781.10,436.15
31,186,0.50,60.00,-1345.30,-1781.13,435.83
32,191,0.50,60.00,-1345.57,-1781.15,435.58
33,196,0.50,60.00,-1345.79,-1781.17,435.38
34,204,0.50,60.00,-1345.97,-1782.16,436.19
35,209,0.50,60.00,-1346.11,-1781.00,434.89
36,214,0.50,60.00,-1346.23,-1781.05,434.83
37,219,0.50,60.00,-1346.32,-1781.09,434.78
38,223,0.50,60.00,-1346.39,-1782.10,435.71
39,228,0.50,60.00,-1345.47,-1783.88,438.41
40,233,0.50,60.00,-1344.74,-1785.31,440.57
41,238,0.50,60.00,-1345.13,-1786.45,441.33
42,243,0.50,60.00,-1345.44,-1787.36,441.93
43,249,0.50,60.00,-1345.68,-1788.09,442.41
44,253,0.50,60.00,-1344.91,-1788.68,443.77
45,258,0.50,60.00,-1345.26,-1788.17,442.91
46,265,0.50,60.00,-1343.59,-1788.74,445.15
47,270,0.50,60.00,-1343.23,-1788.22,444.98
48,275,0.50,60.00,-1342.95,-1788.78,445.83
49,280,0.50,60.00,-1342.72,-1787.27,444.56
50,285,0.50,60.00,-1342.53,-1788.02,445.49
51,290,0.50,60.00,-1342.39,-1787.64,445.26
52,295,0.50,60.00,-1342.27,-1788.32,446.05
53,300,0.50,60.00,-1342.17,-1787.88,445.71
54,305,0.50,60.00,-1342.10,-1788.51,446.41
55,310,0.50,60.00,-1342.04,-1789.01,446.97
56,315,0.50,60.00,-1341.99,-1789.41,447.42
57,323,0.50,60.00,-1341.95,-1787.78,445.83
58,326,0.50,60.00,-1341.92,-1788.43,446.51
59,332,0.50,60.00,-1341.90,-1787.97,446.07
60,337,0.50,60.00,-1341.88,-1787.60,445.72
61,342,0.50,60.00,-1341.86,-1788.28,446.42
62,347,0.50,60.00,-1341.85,-1788.83,446.98
63,352,0.50,60.00,-1339.88,-1788.29,448.41
64,357,0.50,60.00,-1340.27,-1787.86,447.59
65,361,0.50,60.00,-1340.57,-1787.51,446.94
66,366,0.50,60.00,-1340.82,-1788.21,447.40
67,371,0.50,60.00,-1341.01,-1786.82,445.81
68,377,0.50,60.00,-1341.17,-1789.61,448.44
69,384,0.50,60.00,-1341.30,-1788.92,447.62
70,389,0.50,60.00,-1341.40,-1789.34,447.94
71,393,0.50,60.00,-1342.45,-1788.70,446.24
72,398,0.50,60.00,-1343.30,-1788.18,444.89
73,403,0.50,60.00,-1343.97,-1788.75,444.78
74,408,0.50,60.00,-1344.52,-1788.23,443.71
75,413,0.50,60.00,-1343.97,-1786.83,442.86
76,418,0.50,60.00,-1344.51,-1785.71,441.20
77,424,0.50,60.00,-1344.95,-1785.80,440.85
78,428,0.50,60.00,-1345.29,-1785.87,440.57
79,433,0.50,60.00,-1345.57,-1785.92,440.35
80,438,0.50,60.00,-1345.79,-1784.99,439.19
81,445,0.50,60.00,-1345.97,-1786.19,440.22
82,450,0.50,60.00,-1346.11,-1787.16,441.04
83,454,0.50,60.00,-1346.23,-1786.95,440.73
84,460,0.50,60.00,-1346.32,-1787.76,441.45
85,465,0.50,60.00,-1346.39,-1786.46,440.07
86,470,0.50,60.00,-1340.59,-1785.42,444.83
87,475,0.50,60.00,-1341.81,-1784.59,442.78
88,480,0.50,60.00,-1342.78,-1782.94,440.16
89,484,0.50,60.00,-1343.56,-1782.60,439.04
90,490,0.50,60.00,-1344.18,-1782.33,438.15
91,494,0.50,60.00,-1344.68,-1782.12,437.43
92,502,0.50,60.00,-1345.08,-1780.97,435.88
93,507,0.50,60.00,-1345.40,-1781.02,435.62
94,512,0.50,60.00,-1344.68,-1781.07,436.39
95,517,0.50,60.00,-1344.10,-1780.13,436.02
96,522,0.50,60.00,-1345.60,-1779.38,433.78
97,527,0.50,60.00,-1343.86,-1778.77,434.91
98,532,0.50,60.00,-1344.42,-1778.29,433.87
99,537,0.50,60.00,-1344.87,-1777.91,433.03
100,541,0.50,60.00,-1344.26,-1778.58,434.32
101,547,0.50,60.00,-1344.74,-1779.11,434.37
102,552,0.50,60.00,-1341.22,-1779.54,438.31
103,557,0.50,60.00,-1342.32,-1779.88,437.57
104,564,0.50,60.00,-1342.21,-1780.15,437.94
105,569,0.50,60.00,-1343.11,-1779.40,436.29
106,573,0.50,60.00,-1342.84,-1779.77,436.92
107,578,0.50,60.00,-1343.61,-1779.09,435.48
108,583,0.50,60.00,-1344.22,-1779.52,435.30
109,589,0.50,60.00,-1343.74,-1779.87,436.13
110,594,0.50,60.00,-1344.33,-1781.12,436.79
111,599,0.50,60.00,-1343.82,-1781.15,437.32
112,603,0.50,60.00,-1344.39,-1782.14,437.75
113,608,0.50,60.00,-1343.87,-1782.94,439.07
114,613,0.50,60.00,-1343.46,-1782.60,439.14
115,620,0.50,60.00,-1344.10,-1782.33,438.23
116,625,0.50,60.00,-1339.74,-1784.07,444.33
117,631,0.50,60.00,-1340.15,-1785.46,445.31
118,636,0.50,60.00,-1340.48,-1785.59,445.12
119,641,0.50,60.00,-1341.72,-1785.70,443.98
120,645,0.50,60.00,-1342.71,-1786.76,444.05
121,650,0.50,60.00,-1342.53,-1786.64,444.11
122,655,0.50,60.00,-1342.38,-1786.54,444.16
123,660,0.50,60.00,-1343.24,-1786.46,443.21
124,665,0.50,60.00,-1342.95,-1787.37,444.42
125,670,0.50,60.00,-1342.72,-1788.10,445.38
126,675,0.50,60.00,-1342.54,-1789.66,447.12
127,682,0.50,60.00,-1342.39,-1787.98,445.59
128,687,0.50,60.00,-1343.25,-1786.63,443.38
129,692,0.50,60.00,-1344.91,-1786.53,441.62
130,697,0.50,60.00,-1345.26,-1786.45,441.19
131,702,0.50,60.00,-1345.55,-1786.39,440.84
132,707,0.50,60.00,-1345.77,-1785.36,439.59
133,711,0.50,60.00,-1345.95,-1784.54,438.58
134,717,0.50,60.00,-1345.12,-1783.88,438.76
135,722,0.50,60.00,-1344.46,-1783.35,438.90
136,727,0.50,60.00,-1343.93,-1783.91,439.98
137,732,0.50,60.00,-1343.50,-1783.38,439.88
138,739,0.50,60.00,-1344.14,-1782.95,438.82
139,744,0.50,60.00,-1344.64,-1782.61,437.97
140,748,0.50,60.00,-1345.05,-1782.34,437.29
141,753,0.50,60.00,-1345.38,-1783.10,437.72
142,759,0.50,60.00,-1345.64,-1782.73,437.09
143,764,0.50,60.00,-1345.85,-1783.41,437.56
144,769,0.50,60.00,-1346.01,-1783.95,437.94
145,774,0.50,60.00,-1346.15,-1784.39,438.24
146,779,0.50,60.00,-1348.21,-1783.76,435.56
147,783,0.50,60.00,-1347.90,-1784.24,436.34
148,788,0.50,60.00,-1341.80,-1783.64,441.84
149,796,0.50,60.00,-1343.75,-1783.16,439.41
150,801,0.50,60.00,-1349.22,-1782.78,433.56
151,806,0.50,60.00,-1348.71,-1783.45,434.74
152,811,0.50,60.00,-1347.33,-1783.01,435.68
153,815,0.50,60.00,-1347.20,-1782.66,435.46
154,820,0.50,60.00,-1347.09,-1782.38,435.28
155,825,0.50,60.00,-1346.04,-1783.13,437.09
156,830,0.50,60.00,-1346.16,-1783.73,437.56
157,835,0.50,60.00,-1346.27,-1783.23,436.97
158,840,0.50,60.00,-1346.35,-1782.84,436.49
159,846,0.50,60.00,-1346.42,-1782.52,436.10
160,850,0.50,60.00,-1345.49,-1782.27,436.77
161,857,0.50,60.00,-1344.75,-1782.06,437.31
162,862,0.50,60.00,-1345.14,-1781.90,436.76
163,867,0.50,60.00,-1344.47,-1782.75,438.28
164,872,0.50,60.00,-1344.91,-1782.45,437.54
165,877,0.50,60.00,-1345.27,-1782.21,436.94
166,881,0.50,60.00,-1345.55,-1782.02,436.47
167,887,0.50,60.00,-1344.80,-1782.84,438.04
168,892,0.50,60.00,-1344.20,-1782.52,438.32
169,897,0.50,60.00,-1343.72,-1782.27,438.55
170,902,0.50,60.00,-1343.33,-1782.06,438.73
171,907,0.50,60.00,-1343.03,-1782.88,439.85
172,914,0.50,60.00,-1342.78,-1782.55,439.77
173,918,0.50,60.00,-1342.58,-1782.29,439.71
174,923,0.50,60.00,-1342.43,-1783.06,440.63
175,929,0.50,60.00,-1342.30,-1783.67,441.37
176,934,0.50,60.00,-1342.20,-1783.19,440.99
177,939,0.50,60.00,-1342.12,-1782.80,440.68
178,944,0.50,60.00,-1342.05,-1783.47,441.41
179,948,0.50,60.00,-1342.00,-1784.00,442.00
180,953,0.50,60.00,-1341.96,-1783.45,441.49
181,958,0.50,60.00,-1341.93,-1783.01,441.08
182,963,0.50,60.00,-1341.90,-1782.66,440.76
183,968,0.50,60.00,-1341.88,-1782.38,440.50
184,976,0.50,60.00,-1342.84,-1782.15,439.31
185,981,0.50,60.00,-1342.63,-1781.97,439.34
186,986,0.50,60.00,-1343.44,-1781.83,438.39
187,991,0.50,60.00,-1344.09,-1781.71,437.62
188,995,0.50,60.00,-1344.61,-1781.62,437.01
189,1000,0.50,60.00,-1344.05,-1780.57,436.52
190,1005,0.50,60.00,-1345.55,-1780.71,435.16
191,1010,0.50,60.00,-1345.77,-1780.81,435.04
192,1016,0.50,60.00,-1345.96,-1780.90,434.95
193,1021,0.50,60.00,-1346.10,-1780.97,434.87
194,1054,0.50,60.00,-1346.22,-1781.03,434.81
195,1062,0.50,60.00,-1346.31,-1781.07,434.76
196,1067,0.50,60.00,-1345.41,-1781.11,435.70
197,1072,0.50,60.00,-1345.66,-1781.14,435.47
198,1077,0.50,60.00,-1345.87,-1781.16,435.29
199,1082,0.50,60.00,-1346.03,-1783.13,437.10
200,1086,0.50,60.00,-1346.16,-1784.71,438.55
201,1091,0.50,60.00,-1346.26,-1784.99,438.73
202,1096,0.50,60.00,-1346.35,-1787.17,440.83
203,1102,0.50,60.00,-1346.41,-1787.94,441.53
204,1107,0.50,60.00,-1346.47,-1787.58,441.11
205,1112,0.50,60.00,-1346.51,-1789.24,442.74
206,1119,0.50,60.00,-1343.61,-1787.65,444.03
207,1124,0.50,60.00,-1344.23,-1787.34,443.12
208,1128,0.50,60.00,-1344.72,-1787.10,442.38
209,1133,0.50,60.00,-1345.11,-1786.91,441.80
210,1138,0.50,60.00,-1345.42,-1785.78,440.35
211,1144,0.50,60.00,-1345.67,-1786.82,441.15
212,1149,0.50,60.00,-1345.88,-1785.71,439.83
213,1154,0.50,60.00,-1345.06,-1785.79,440.73
