#, ElapsedTime[ms], Freq[Hz], Duty[%], Pres1[Pa], Pres2[Pa], Pres_diff[Pa]
0,0,0.50,50.04,-1754.25,-2172.13,417.89
1,33,0.50,50.04,-1753.79,-2172.08,418.29
2,37,0.50,50.04,-1756.35,-2172.04,415.69
3,42,0.50,50.04,-1755.47,-2172.01,416.54
4,47,0.50,50.04,-1754.77,-2171.01,416.24
5,53,0.50,50.04,-1754.20,-2171.18,416.97
6,58,0.50,50.04,-1753.75,-2171.32,417.56
7,63,0.50,50.04,-1753.39,-2171.43,418.04
8,67,0.50,50.04,-1753.11,-2171.52,418.41
9,72,0.50,50.04,-1752.88,-2171.59,418.71
10,77,0.50,50.04,-1752.69,-2171.65,418.96
11,83,0.50,50.04,-1752.54,-2171.69,419.15
12,88,0.50,50.04,-1752.43,-2172.71,420.28
13,94,0.50,50.04,-1752.33,-2172.54,420.21
14,99,0.50,50.04,-1752.26,-2172.41,420.15
15,104,0.50,50.04,-1752.20,-2172.30,420.11
16,109,0.50,50.04,-1752.15,-2172.22,420.07
17,113,0.50,50.04,-1752.11,-2172.15,420.04
18,118,0.50,50.04,-1753.05,-2172.09,419.04
19,123,0.50,50.04,-1754.79,-2172.05,417.26
20,128,0.50,50.04,-1754.22,-2172.99,418.77
21,133,0.50,50.04,-1753.77,-2172.77,419.00
22,139,0.50,50.04,-1753.40,-2172.59,419.19
23,145,0.50,50.04,-1753.11,-2172.45,419.33
24,150,0.50,50.04,-1755.81,-2173.31,417.50
25,155,0.50,50.04,-1755.04,-2173.02,417.98
26,160,0.50,50.04,-1754.42,-2172.79,418.37
27,164,0.50,50.04,-1753.93,-2174.56,420.63
28,169,0.50,50.04,-1753.53,-2175.00,421.47
29,174,0.50,50.04,-1753.22,-2174.38,421.16
30,180,0.50,50.04,-1752.96,-2173.88,420.91
31,185,0.50,50.04,-1748.86,-2173.48,424.62
32,190,0.50,50.04,-1749.48,-2174.13,424.66
33,194,0.50,50.04,-1749.97,-2173.68,423.71
34,201,0.50,50.04,-1751.34,-2173.32,421.98
35,206,0.50,50.04,-1751.47,-2173.03,421.56
36,211,0.50,50.04,-1751.56,-2173.78,422.21
37,216,0.50,50.04,-1751.64,-2173.40,421.75
38,221,0.50,50.04,-1751.70,-2173.09,421.39
39,226,0.50,50.04,-1751.75,-2173.83,422.07
40,231,0.50,50.04,-1749.84,-2174.41,424.57
