Coord,Visc,Shearrate
65.07651718365793,474.73130798339844,13.188978569930677
64.3218937389208,474.76017840206623,13.361233398691505
63.567518353063925,474.77424709241313,13.292395700279375
62.81339996348879,474.7811028311662,12.852756293916237
62.0595479388894,474.7844436647968,12.189768030670681
61.305972105378174,472.8851254896523,11.575292014401382
60.55268277451879,470.0660518724393,11.1237688383343
59.79969077342792,470.5950466607445,10.840680255992762
59.04700747712536,468.9590313447935,10.851509374773913
58.294644843328385,468.1681840973367,10.979330593598949
65.07651718365793,475.9519805908203,10.208457654123277
64.3218937389208,475.35501788556576,10.341621820824377
63.567518353063925,475.06411516103253,10.362052852388082
62.81339996348879,474.922356899761,10.101426699308627
62.0595479388894,476.75449297537136,9.585682360213427
61.305972105378174,475.7460859323343,9.091442210844683
60.55268277451879,473.3518600667678,8.681800933321698
59.79969077342792,472.1898188019371,8.307926275845068
59.04700747712536,471.62582025836207,8.219585894939543
58.294644843328385,471.3520826839902,8.321739539566185
65.07651718365793,479.61399841308594,13.205295319513828
64.3218937389208,479.0499152392149,13.382297336092428
63.567518353063925,478.7739331394987,13.307264142915525
62.81339996348879,478.63890674110235,12.851396090321243
62.0595479388894,478.5728440207933,12.28373377553051
61.305972105378174,480.4488677172452,11.669613716726312
60.55268277451879,481.37039107595155,11.061817370011589
59.79969077342792,481.8230534289098,10.684031897171286
59.04700747712536,480.130712663949,10.647411263546793
58.294644843328385,481.2141098339515,10.776797898006185
65.07651718365793,477.1726531982422,13.227327292221425
64.3218937389208,475.9498573690653,13.406750168325614
63.567518353063925,475.35398322965193,13.343980013627332
62.81339996348879,475.06361096835576,12.899872396011126
62.0595479388894,476.82360263197876,12.327782918858817
61.305972105378174,479.5896212147317,11.685585485672956
60.55268277451879,480.9483197959083,11.04237919565626
59.79969077342792,479.70274240014646,10.631108128853413
59.04700747712536,479.09333392819667,10.56596283845772
58.294644843328385,478.79517607229155,10.695304683770972
65.07651718365793,472.2899627685547,13.288734995166593
64.3218937389208,471.67442528903484,13.468637832893025
63.567518353063925,471.3756732115726,13.402106858967915
62.81339996348879,471.23067342397616,12.95082607841889
62.0595479388894,473.05430277203527,12.367788021678557
61.305972105378174,475.8405328992087,11.72208300935458
60.55268277451879,477.2037177563511,11.08711027304498
59.79969077342792,475.9649952738469,10.683712871392876
59.04700747712536,475.36136000161093,10.62424736362782
58.294644843328385,475.06720570390996,10.754874948754646
65.07651718365793,473.51063537597656,13.258162201751272
64.3218937389208,474.1653389185667,13.43790721385106
63.567518353063925,472.5846420337184,13.385620449681518
62.81339996348879,471.8174483308184,12.935399197086388
62.0595479388894,471.4450896683758,12.335746529811681
61.305972105378174,473.1587888130074,11.707569156868294
60.55268277451879,473.9938824391511,11.114320036709211
59.79969077342792,474.4008274776723,10.73954122683103
59.04700747712536,472.6989367738312,10.694162435814283
58.294644843328385,473.769794384904,10.82791564725268
65.07651718365793,472.2899627685547,13.266279506328425
64.3218937389208,471.67442528903484,13.448255260882291
63.567518353063925,471.3756732115726,13.399082789792217
62.81339996348879,471.23067342397616,12.947349040822273
62.0595479388894,471.1602975505041,12.327502036017805
61.305972105378174,471.1261405103521,11.710619186176949
60.55268277451879,473.00336339322826,11.143750573556753
59.79969077342792,472.0206753969086,10.761225910527099
59.04700747712536,471.5437262424449,10.717359971444877
58.294644843328385,471.3122382250929,10.851673857032953
65.07651718365793,474.73130798339844,13.312313161271637
64.3218937389208,474.76017840206623,13.496110873517315
63.567518353063925,474.77424709241313,13.43426879986685
62.81339996348879,472.8801765673138,12.949529396706485
62.0595479388894,471.96088647847165,12.29961113420805
61.305972105378174,475.30557043526784,11.655962425273076
60.55268277451879,476.9419831914738,11.063114279583209
59.79969077342792,477.7426109169223,10.669957582668868
59.04700747712536,476.2276004370549,10.619189133095526
58.294644843328385,475.4893287286039,10.753024894430396
65.07651718365793,475.9519805908203,13.254058737001792
64.3218937389208,475.35501788556576,13.43869223115201
63.567518353063925,475.06411516103253,13.396443976202999
62.81339996348879,474.922356899761,12.91737214325259
62.0595479388894,474.8532774345515,12.2607044960006
61.305972105378174,476.72069530733427,11.646710968890698
60.55268277451879,477.63434409079537,11.072027136506923
59.79969077342792,478.0813538959849,10.672654656106154
59.04700747712536,476.3926714786098,10.618599604220194
58.294644843328385,477.4738558699058,10.751037811008375
65.07651718365793,472.2899627685547,13.338185003727212
64.3218937389208,471.67442528903484,13.523740482944584
63.567518353063925,471.3756732115726,13.474056828919458
62.81339996348879,471.23067342397616,12.975202499636302
62.0595479388894,471.1602975505041,12.283253578993378
61.305972105378174,473.0200082790054,11.647665765170968
60.55268277451879,475.82375405056814,11.070540575218104
59.79969077342792,475.292532491439,10.65684231010454
59.04700747712536,475.0336657355743,10.594334292041154
58.294644843328385,474.90751875200345,10.724978392817441
65.07651718365793,478.39332580566406,13.217582894578106
64.3218937389208,478.452691629529,13.40008160721673
63.567518353063925,476.5736260968115,13.359775120911644
62.81339996348879,477.56238933056886,12.884186944503659
62.0595479388894,476.1397776132362,12.221752566997608
61.305972105378174,477.35012557053847,11.613143264340197
60.55268277451879,479.84825504099695,11.05898278142159
59.79969077342792,479.16452712455026,10.66601720296233
59.04700747712536,478.83000789980434,10.606620311090099
58.294644843328385,478.66634175566594,10.737752010387023
65.07651718365793,474.73130798339844,13.343038485895205
64.3218937389208,474.76017840206623,13.527225673604333
63.567518353063925,472.8733483064716,13.474758321135486
62.81339996348879,473.8547859423138,12.947439046382451
62.0595479388894,472.43391466145505,12.214677806979646
61.305972105378174,475.53700316932515,11.587801470270014
60.55268277451879,477.0552134646796,11.05483814250908
59.79969077342792,477.7980097126997,10.681021849819505
59.04700747712536,476.2545965299191,10.640105382217586
58.294644843328385,475.5024840512008,10.771044063209606
65.07651718365793,471.0692901611328,13.271982773940767
64.3218937389208,471.0819699317217,13.452692133900584
63.567518353063925,471.08812407818914,13.406955584288479
62.81339996348879,469.1973841979528,12.919798000012525
62.0595479388894,470.1734374476391,12.255623755874721
61.305972105378174,472.5391067249726,11.654152860362124
60.55268277451879,473.691908452892,11.092054513473686
59.79969077342792,472.3548618174681,10.70871901294213
59.04700747712536,471.70592414382975,10.672921390417015
58.294644843328385,471.39096122996426,10.80284522974418
65.07651718365793,469.84861755371094,13.276412044396254
64.3218937389208,468.59820868074894,13.457663413026667
63.567518353063925,467.993762985323,13.430787417548508
62.81339996348879,467.70157488060045,12.946017145044317
62.0595479388894,469.4474440582602,12.261938942895924
61.305972105378174,470.29480439155793,11.677218080860518
60.55268277451879,470.70607205332453,11.122935071844045
59.79969077342792,470.9056814555686,10.724451037896001
59.04700747712536,471.00256219083747,10.685328204480157
58.294644843328385,469.15602371529735,10.814771234572476
65.07651718365793,468.62794494628906,13.34027031332281
64.3218937389208,468.00813744962215,13.52253784247856
63.567518353063925,467.7085234741826,13.481748383485138
62.81339996348879,467.56369054660195,12.959241899234334
62.0595479388894,469.38052168130974,12.234953709717164
61.305972105378174,472.1527151552477,11.648225183716546
60.55268277451879,471.6078119454669,11.087369735673326
59.79969077342792,471.3433423211885,10.683775878191994
59.04700747712536,471.21498157581124,10.660860004490221
58.294644843328385,471.15268148747873,10.787574328347809
65.07651718365793,469.84861755371094,13.267184362554817
64.3218937389208,470.48951457440853,13.445635895139915
63.567518353063925,468.90801729915256,13.400864387117341
62.81339996348879,468.14352398738333,12.914261497389962
62.0595479388894,471.5499203805706,12.220903588109081
61.305972105378174,473.2098733104539,11.640702932845642
60.55268277451879,472.12090530790584,11.098715884327401
59.79969077342792,471.5923729863566,10.709006069210886
59.04700747712536,471.335848998261,10.696792003355975
58.294644843328385,471.21134467982006,10.822012960636703
65.07651718365793,468.62794494628906,13.302064220425708
64.3218937389208,468.00813744962215,13.480045184177028
63.567518353063925,467.7085234741826,13.423856965396155
62.81339996348879,467.56369054660195,12.94697213293675
62.0595479388894,469.38052168130974,12.25836739085595
61.305972105378174,470.2623235113389,11.65100999883708
60.55268277451879,468.7981934942507,11.1263437946185
59.79969077342792,468.0904353316934,10.76188849859118
59.04700747712536,467.7483061417854,10.748624091755802
58.294644843328385,467.58292142596076,10.8756845497404
65.07651718365793,471.0692901611328,13.388983138395664
64.3218937389208,471.0819699317217,13.56688554502826
63.567518353063925,471.08812407818914,13.458916119985007
62.81339996348879,469.1973841979528,12.927208130944825
62.0595479388894,470.1734374476391,12.20123448369851
61.305972105378174,470.6471664174577,11.55328981212698
60.55268277451879,472.7699570725697,11.054937490524697
59.79969077342792,471.90739127447966,10.750487110496469
59.04700747712536,471.4887436166175,10.770534946290494
58.294644843328385,471.2855523217372,10.898280213291574
65.07651718365793,475.9519805908203,13.264926288693621
64.3218937389208,475.35501788556576,13.44099584217181
63.567518353063925,475.06411516103253,13.334109576189071
62.81339996348879,474.922356899761,12.817992638273523
62.0595479388894,474.8532774345515,12.147791350868332
61.305972105378174,474.81961468734494,11.5314307112317
60.55268277451879,474.80321067283705,11.032479993419551
59.79969077342792,472.8942340863281,10.763825232336252
59.04700747712536,473.86496368074,10.802507802762632
58.294644843328385,472.4388544427029,10.929935126436977
65.07651718365793,472.2899627685547,13.334065892252518
64.3218937389208,473.5704994350672,13.509047716270578
63.567518353063925,472.2959357609652,13.37802278422145
62.81339996348879,471.6773242902341,12.85370293015684
62.0595479388894,473.27195783283867,12.191739631076674
61.305972105378174,472.1510381278524,11.542728441632244
60.55268277451879,471.6069979976003,11.00990266982023
59.79969077342792,471.34294727031966,10.744272794120747
59.04700747712536,471.2147898372547,10.797407712214143
58.294644843328385,471.1525884268707,10.923731592103122
65.07651718365793,474.73130798339844,13.175442241052522
64.3218937389208,474.76017840206623,13.349336846105738
63.567518353063925,472.8733483064716,13.27016485315292
62.81339996348879,473.8547859423138,12.803909971230473
62.0595479388894,474.33304510274866,12.170209559287
61.305972105378174,472.666038492252,11.576771063455253
60.55268277451879,469.96014556021953,11.084612737344083
59.79969077342792,470.54364486662996,10.805017234315729
59.04700747712536,468.9341837978338,10.832829053330396
58.294644843328385,470.0456927221908,10.960602587818865
65.07651718365793,585.8125152587891,6.042900950440978
64.3218937389208,584.8379058837891,6.12397817182704
63.567518353063925,585.8125152587891,6.144001439706131
62.81339996348879,584.8379058837891,5.97983152329586
62.0595479388894,589.7109527587891,5.743461136079661
