#, ElapsedTime[ms], Freq[Hz], Duty[%], Pres1[Pa], Pres2[Pa], Pres_diff[Pa]
0,1,0.50,75.00,2798.37,2993.06,-194.69
1,33,0.50,75.00,2798.46,2994.25,-195.79
2,39,0.50,75.00,2798.54,2995.21,-196.67
3,44,0.50,75.00,2799.57,2995.97,-196.40
4,49,0.50,75.00,2799.42,2996.58,-197.16
5,54,0.50,75.00,2799.30,2997.07,-197.77
6,59,0.50,75.00,2799.21,2997.46,-198.25
7,63,0.50,75.00,2799.13,2996.80,-197.66
8,68,0.50,75.00,2799.07,2997.24,-198.17
9,73,0.50,75.00,2799.02,2997.60,-198.58
10,79,0.50,75.00,2798.98,2997.88,-198.90
11,86,0.50,75.00,2798.95,2998.11,-199.16
12,90,0.50,75.00,2798.93,2998.29,-199.37
13,95,0.50,75.00,2798.91,3000.39,-201.49
14,100,0.50,75.00,2799.87,3000.12,-200.25
15,105,0.50,75.00,2800.64,2998.92,-198.29
16,110,0.50,75.00,2800.28,2998.94,-198.67
17,115,0.50,75.00,2800.96,2998.96,-198.00
18,119,0.50,75.00,2801.51,2998.00,-196.48
19,125,0.50,75.00,2801.95,3000.15,-198.20
20,130,0.50,75.00,2801.33,2999.93,-198.60
21,135,0.50,75.00,2801.80,2999.75,-197.94
22,140,0.50,75.00,2802.19,2996.67,-194.49
23,147,0.50,75.00,2802.49,2997.14,-194.65
24,152,0.50,75.00,2802.73,2998.50,-195.76
25,156,0.50,75.00,2803.91,3000.55,-196.65
26,161,0.50,75.00,2803.87,3001.22,-197.36
27,167,0.50,75.00,2803.84,3001.76,-197.92
28,172,0.50,75.00,2803.81,3002.19,-198.38
29,177,0.50,75.00,2804.77,3002.53,-197.77
30,182,0.50,75.00,2804.56,3002.81,-198.25
31,186,0.50,75.00,2805.36,3002.05,-196.69
32,191,0.50,75.00,2806.01,3002.42,-196.41
33,196,0.50,75.00,2805.55,3003.70,-198.15
34,201,0.50,75.00,2805.18,3004.71,-199.53
35,209,0.50,75.00,2805.86,3004.55,-198.69
36,214,0.50,75.00,2806.41,3004.42,-198.01
37,218,0.50,75.00,2806.85,3005.30,-198.45
38,223,0.50,75.00,2806.22,3005.02,-198.80
39,228,0.50,75.00,2806.69,3004.80,-198.10
40,233,0.50,75.00,2807.07,3004.62,-197.54
41,238,0.50,75.00,2807.38,3004.48,-197.10
42,243,0.50,75.00,2807.62,3004.36,-196.74
43,248,0.50,75.00,2807.82,3004.27,-196.45
44,253,0.50,75.00,2807.00,3005.17,-198.18
45,258,0.50,75.00,2805.36,3004.92,-199.56
46,263,0.50,75.00,2804.06,3003.74,-199.69
47,270,0.50,75.00,2802.03,3002.80,-200.76
48,275,0.50,75.00,2800.42,3001.07,-200.65
49,279,0.50,75.00,2800.10,2998.70,-198.61
50,284,0.50,75.00,2799.84,2998.77,-198.92
51,289,0.50,75.00,2802.57,2997.84,-195.27
52,295,0.50,75.00,2800.85,2998.08,-197.23
53,300,0.50,75.00,2799.47,2996.31,-196.85
54,305,0.50,75.00,2798.36,2995.88,-197.52
55,310,0.50,75.00,2797.48,2995.53,-198.05
56,314,0.50,75.00,2796.77,2995.25,-198.48
