#, ElapsedTime[ms], Freq[Hz], Duty[%], Pres1[Pa], Pres2[Pa], Pres_diff[Pa]
0,0,0.50,75.00,3053.21,3506.45,-453.24
1,34,0.50,75.00,3053.11,3506.53,-453.41
2,39,0.50,75.00,3054.02,3506.59,-452.57
3,45,0.50,75.00,3054.74,3506.64,-451.90
4,49,0.50,75.00,3054.34,3506.68,-452.34
5,54,0.50,75.00,3054.99,3506.71,-451.72
6,59,0.50,75.00,3054.54,3506.73,-452.19
7,64,0.50,75.00,3054.18,3506.76,-452.58
8,69,0.50,75.00,3053.89,3506.77,-452.88
9,73,0.50,75.00,3053.66,3506.78,-453.13
10,78,0.50,75.00,3054.45,3506.79,-452.34
11,86,0.50,75.00,3054.11,3506.80,-452.70
12,92,0.50,75.00,3054.81,3506.81,-452.00
13,96,0.50,75.00,3054.39,3506.81,-452.42
14,101,0.50,75.00,3049.18,3506.82,-457.64
15,106,0.50,75.00,3049.89,3506.82,-456.93
16,111,0.50,75.00,3048.51,3506.83,-458.32
17,116,0.50,75.00,3047.40,3505.85,-458.45
18,121,0.50,75.00,3046.51,3506.05,-459.53
19,126,0.50,75.00,3045.80,3506.21,-460.40
20,131,0.50,75.00,3047.19,3506.33,-459.14
21,136,0.50,75.00,3046.35,3505.46,-459.11
22,141,0.50,75.00,3045.67,3505.73,-460.06
23,148,0.50,75.00,3046.11,3505.95,-459.85
24,153,0.50,75.00,3047.43,3506.13,-458.70
25,157,0.50,75.00,3047.52,3506.27,-458.75
26,162,0.50,75.00,3052.47,3506.38,-453.92
27,167,0.50,75.00,3050.57,3506.47,-455.91
28,173,0.50,75.00,3049.05,3505.57,-456.52
29,178,0.50,75.00,3048.81,3504.85,-456.04
30,183,0.50,75.00,3047.64,3504.27,-456.63
31,187,0.50,75.00,3046.71,3504.78,-458.08
32,192,0.50,75.00,3045.96,3504.22,-458.26
33,197,0.50,75.00,3045.36,3503.76,-458.40
34,202,0.50,75.00,3044.88,3504.38,-459.50
35,209,0.50,75.00,3045.48,3503.89,-458.42
36,214,0.50,75.00,3044.97,3503.51,-458.53
37,220,0.50,75.00,3045.55,3503.19,-457.64
38,224,0.50,75.00,3045.03,3502.95,-457.91
39,229,0.50,75.00,3046.57,3503.72,-457.15
40,234,0.50,75.00,3045.85,3503.37,-457.52
41,239,0.50,75.00,3047.23,3503.09,-455.86
42,244,0.50,75.00,3046.38,3502.86,-456.48
43,248,0.50,75.00,3046.67,3502.68,-456.01
44,253,0.50,75.00,3046.91,3502.53,-455.63
45,259,0.50,75.00,3047.10,3502.42,-455.32
46,264,0.50,75.00,3047.25,3502.32,-455.08
