#, ElapsedTime[ms], Freq[Hz], Duty[%], Pres1[Pa], Pres2[Pa], Pres_diff[Pa]
0,1,1.00,75.00,2489.94,2740.62,-250.67
1,37,1.00,75.00,2490.20,2740.54,-250.34
2,41,1.00,75.00,2491.38,2740.48,-249.10
3,46,1.00,75.00,2491.34,2740.43,-249.09
4,52,1.00,75.00,2490.34,2741.37,-251.03
5,57,1.00,75.00,2487.58,2741.14,-253.56
6,62,1.00,75.00,2490.26,2740.96,-250.70
7,67,1.00,75.00,2490.45,2740.81,-250.36
8,71,1.00,75.00,2490.60,2738.75,-248.14
9,76,1.00,75.00,2489.75,2739.04,-249.29
10,81,1.00,75.00,2490.04,2739.28,-249.24
11,119,1.00,75.00,2490.28,2739.47,-249.20
12,123,1.00,75.00,2490.46,2739.62,-249.16
13,128,1.00,75.00,2488.66,2740.72,-252.06
14,134,1.00,75.00,2489.17,2741.60,-252.43
15,139,1.00,75.00,2489.58,2741.33,-251.75
16,144,1.00,75.00,2489.90,2741.11,-251.21
17,149,1.00,75.00,2491.14,2740.93,-249.79
18,153,1.00,75.00,2490.18,2740.79,-250.62
19,158,1.00,75.00,2490.39,2740.68,-250.30
20,163,1.00,75.00,2488.60,2740.59,-252.00
21,168,1.00,75.00,2489.12,2740.52,-251.40
22,173,1.00,75.00,2488.56,2740.46,-251.90
23,181,1.00,75.00,2489.09,2740.42,-251.33
24,186,1.00,75.00,2489.52,2740.38,-250.87
25,191,1.00,75.00,2489.85,2740.35,-250.50
26,196,1.00,75.00,2490.13,2740.33,-250.20
27,200,1.00,75.00,2490.34,2740.31,-249.97
28,205,1.00,75.00,2490.52,2739.32,-248.80
29,210,1.00,75.00,2489.68,2739.50,-249.82
30,215,1.00,75.00,2489.01,2739.65,-250.64
31,221,1.00,75.00,2489.45,2739.77,-250.32
32,226,1.00,75.00,2488.82,2739.86,-251.03
33,230,1.00,75.00,2490.28,2739.93,-249.66
34,235,1.00,75.00,2489.49,2741.95,-252.46
35,243,1.00,75.00,2489.83,2743.56,-253.73
36,247,1.00,75.00,2489.13,2742.89,-253.76
37,252,1.00,75.00,2489.55,2744.31,-254.77
38,257,1.00,75.00,2491.83,2743.50,-251.67
39,263,1.00,75.00,2491.71,2742.85,-251.14
40,268,1.00,75.00,2491.61,2742.32,-250.71
41,272,1.00,75.00,2491.53,2741.91,-250.38
42,277,1.00,75.00,2490.49,2741.57,-251.08
43,282,1.00,75.00,2494.54,2741.30,-246.76
44,287,1.00,75.00,2493.87,2741.09,-247.22
45,292,1.00,75.00,2493.34,2740.92,-247.58
46,297,1.00,75.00,2492.92,2740.78,-247.87
47,305,1.00,75.00,2493.55,2740.67,-247.12
48,310,1.00,75.00,2493.08,2740.59,-247.50
49,314,1.00,75.00,2492.71,2740.52,-247.81
50,319,1.00,75.00,2492.41,2741.44,-249.03
51,324,1.00,75.00,2492.17,2741.20,-249.03
52,329,1.00,75.00,2491.98,2741.00,-249.03
53,334,1.00,75.00,2491.82,2740.85,-249.03
54,339,1.00,75.00,2491.70,2740.73,-249.02
55,344,1.00,75.00,2491.60,2740.63,-249.02
56,349,1.00,75.00,2491.52,2740.55,-249.02
57,354,1.00,75.00,2490.49,2740.49,-250.00
58,359,1.00,75.00,2490.63,2740.44,-249.81
59,366,1.00,75.00,2490.75,2740.40,-249.65
60,371,1.00,75.00,2490.84,2741.34,-250.50
61,376,1.00,75.00,2489.94,2741.12,-251.18
62,381,1.00,75.00,2490.19,2740.94,-250.75
63,386,1.00,75.00,2490.40,2740.80,-250.41
64,392,1.00,75.00,2490.56,2740.69,-250.13
65,396,1.00,75.00,2490.69,2740.60,-249.91
66,401,1.00,75.00,2485.91,2739.55,-253.64
67,406,1.00,75.00,2485.99,2739.68,-253.69
68,411,1.00,75.00,2486.06,2740.77,-254.71
69,416,1.00,75.00,2487.09,2740.66,-253.57
70,421,1.00,75.00,2487.91,2740.58,-252.66
71,428,1.00,75.00,2488.57,2740.51,-251.94
72,433,1.00,75.00,2489.10,2741.43,-252.33
73,438,1.00,75.00,2488.55,2741.19,-252.65
74,443,1.00,75.00,2489.08,2741.98,-252.90
75,448,1.00,75.00,2489.51,2741.63,-252.12
76,453,1.00,75.00,2489.85,2742.33,-252.48
77,458,1.00,75.00,2490.12,2742.88,-252.77
78,462,1.00,75.00,2490.34,2742.35,-252.02
79,467,1.00,75.00,2490.51,2741.93,-251.42
80,472,1.00,75.00,2487.72,2741.59,-253.87
81,478,1.00,75.00,2488.42,2741.32,-252.90
82,483,1.00,75.00,2488.98,2741.10,-252.13
83,490,1.00,75.00,2489.42,2740.93,-251.50
84,495,1.00,75.00,2489.78,2740.79,-251.01
85,500,1.00,75.00,2490.07,2740.68,-250.61
86,505,1.00,75.00,2490.30,2740.59,-250.29
87,510,1.00,75.00,2490.48,2740.52,-250.04
88,515,1.00,75.00,2490.63,2740.46,-249.84
89,520,1.00,75.00,2489.77,2740.42,-250.65
90,525,1.00,75.00,2490.05,2740.38,-250.33
91,530,1.00,75.00,2489.31,2740.35,-251.04
92,535,1.00,75.00,2489.69,2740.33,-250.64
93,540,1.00,75.00,2491.95,2740.31,-248.36
94,548,1.00,75.00,2490.82,2740.29,-249.47
95,552,1.00,75.00,2490.90,2739.31,-248.41
96,557,1.00,75.00,2490.96,2739.49,-248.53
97,563,1.00,75.00,2491.01,2739.64,-248.63
98,568,1.00,75.00,2491.05,2739.76,-248.71
99,572,1.00,75.00,2491.08,2739.85,-248.77
100,577,1.00,75.00,2489.16,2739.93,-250.77
101,582,1.00,75.00,2487.61,2739.99,-252.38
102,587,1.00,75.00,2490.29,2740.04,-249.75
103,592,1.00,75.00,2488.52,2740.08,-251.56
104,597,1.00,75.00,2488.08,2740.11,-252.03
105,603,1.00,75.00,2487.73,2740.13,-252.41
106,610,1.00,75.00,2488.43,2740.15,-251.73
107,614,1.00,75.00,2488.01,2740.17,-252.16
108,619,1.00,75.00,2488.65,2740.18,-251.54
109,624,1.00,75.00,2489.16,2740.19,-251.03
110,629,1.00,75.00,2488.59,2740.20,-251.61
111,634,1.00,75.00,2489.12,2740.21,-251.09
112,639,1.00,75.00,2489.54,2740.21,-250.68
113,644,1.00,75.00,2488.89,2740.22,-251.32
114,649,1.00,75.00,2489.36,2740.22,-250.86
115,654,1.00,75.00,2489.73,2740.22,-250.50
116,659,1.00,75.00,2490.02,2740.23,-250.20
117,664,1.00,75.00,2489.29,2740.23,-250.94
118,671,1.00,75.00,2488.69,2740.23,-251.54
119,676,1.00,75.00,2488.22,2740.23,-252.01
120,681,1.00,75.00,2488.82,2740.23,-251.41
121,686,1.00,75.00,2491.25,2740.23,-248.98
122,692,1.00,75.00,2491.24,2740.23,-248.99
123,696,1.00,75.00,2491.24,2741.21,-249.97
124,701,1.00,75.00,2491.23,2741.01,-249.78
125,706,1.00,75.00,2487.32,2740.86,-253.54
126,711,1.00,75.00,2488.10,2740.73,-252.64
127,716,1.00,75.00,2491.65,2739.66,-248.01
128,721,1.00,75.00,2491.56,2739.77,-248.21
129,729,1.00,75.00,2491.49,2739.86,-248.37
130,734,1.00,75.00,2491.44,2739.94,-248.50
131,738,1.00,75.00,2491.39,2741.95,-250.56
132,743,1.00,75.00,2491.35,2742.58,-251.23
133,748,1.00,75.00,2489.37,2742.11,-252.74
134,753,1.00,75.00,2489.74,2741.74,-252.00
135,758,1.00,75.00,2489.06,2741.44,-252.38
136,763,1.00,75.00,2489.49,2741.20,-251.71
137,768,1.00,75.00,2489.83,2741.00,-251.17
