#, ElapsedTime[ms], Freq[Hz], Duty[%], Pres1[Pa], Pres2[Pa], Pres_diff[Pa]
0,0,1.00,65.00,1463.33,1717.34,-254.01
1,36,1.00,65.00,1462.85,1716.84,-253.99
2,41,1.00,65.00,1462.47,1716.44,-253.97
3,46,1.00,65.00,1462.16,1716.12,-253.96
4,51,1.00,65.00,1461.92,1715.86,-253.95
5,57,1.00,65.00,1462.70,1715.66,-252.96
6,61,1.00,65.00,1461.37,1715.50,-254.13
7,66,1.00,65.00,1458.35,1715.37,-257.01
8,71,1.00,65.00,1458.87,1715.26,-256.39
9,76,1.00,65.00,1459.28,1715.18,-255.89
10,81,1.00,65.00,1459.61,1715.11,-255.50
11,88,1.00,65.00,1459.88,1715.06,-255.18
12,93,1.00,65.00,1460.09,1715.02,-254.92
13,99,1.00,65.00,1460.26,1714.98,-254.72
14,103,1.00,65.00,1460.40,1714.95,-254.56
15,108,1.00,65.00,1460.50,1714.93,-254.43
16,113,1.00,65.00,1460.59,1716.87,-256.28
17,118,1.00,65.00,1461.64,1716.46,-254.83
18,123,1.00,65.00,1461.50,1716.14,-254.64
19,127,1.00,65.00,1461.39,1715.88,-254.49
20,132,1.00,65.00,1461.30,1717.63,-256.33
21,137,1.00,65.00,1461.22,1717.07,-255.85
22,143,1.00,65.00,1461.17,1716.62,-255.46
23,150,1.00,65.00,1461.12,1716.27,-255.15
24,155,1.00,65.00,1461.08,1715.98,-254.90
25,160,1.00,65.00,1461.06,1715.76,-254.70
26,165,1.00,65.00,1461.03,1715.57,-254.54
27,170,1.00,65.00,1461.01,1715.43,-254.41
28,174,1.00,65.00,1461.00,1715.31,-254.31
29,179,1.00,65.00,1460.99,1715.22,-254.23
30,185,1.00,65.00,1460.98,1715.14,-254.17
31,190,1.00,65.00,1460.97,1715.08,-254.11
32,195,1.00,65.00,1460.96,1715.04,-254.07
33,200,1.00,65.00,1460.96,1715.00,-254.04
34,204,1.00,65.00,1461.93,1714.97,-253.04
35,212,1.00,65.00,1461.73,1714.94,-253.21
36,217,1.00,65.00,1461.57,1714.92,-253.35
37,222,1.00,65.00,1461.45,1714.91,-253.46
38,227,1.00,65.00,1461.34,1714.89,-253.55
39,232,1.00,65.00,1461.26,1714.88,-253.62
40,237,1.00,65.00,1461.20,1714.88,-253.68
41,242,1.00,65.00,1461.15,1714.87,-253.72
42,247,1.00,65.00,1462.08,1714.86,-252.78
43,252,1.00,65.00,1459.90,1714.86,-254.96
44,256,1.00,65.00,1460.11,1714.86,-254.75
45,261,1.00,65.00,1460.27,1714.85,-254.58
46,266,1.00,65.00,1461.38,1714.85,-253.47
47,274,1.00,65.00,1461.29,1715.83,-254.53
48,280,1.00,65.00,1461.22,1715.63,-254.41
49,284,1.00,65.00,1462.14,1715.47,-253.33
50,289,1.00,65.00,1461.90,1715.35,-253.45
51,294,1.00,65.00,1461.71,1717.20,-255.49
52,299,1.00,65.00,1461.55,1716.73,-255.17
53,304,1.00,65.00,1461.43,1716.35,-254.92
54,308,1.00,65.00,1461.33,1718.00,-256.67
55,314,1.00,65.00,1462.23,1718.35,-256.12
56,319,1.00,65.00,1461.97,1717.65,-255.68
57,324,1.00,65.00,1461.76,1717.09,-255.32
58,329,1.00,65.00,1461.60,1716.64,-255.04
59,336,1.00,65.00,1461.47,1716.28,-254.81
60,341,1.00,65.00,1461.36,1715.99,-254.63
61,346,1.00,65.00,1457.37,1715.76,-258.39
62,351,1.00,65.00,1458.08,1715.58,-257.50
63,356,1.00,65.00,1458.65,1715.43,-256.78
64,361,1.00,65.00,1459.11,1715.31,-256.20
65,366,1.00,65.00,1460.45,1715.22,-254.77
66,371,1.00,65.00,1460.55,1715.14,-254.59
67,376,1.00,65.00,1460.63,1715.08,-254.46
68,381,1.00,65.00,1460.69,1715.04,-254.35
69,386,1.00,65.00,1461.72,1715.00,-253.28
70,390,1.00,65.00,1461.56,1714.97,-253.41
71,399,1.00,65.00,1461.44,1714.94,-253.51
72,403,1.00,65.00,1461.34,1714.92,-253.59
73,408,1.00,65.00,1461.26,1714.91,-253.65
74,413,1.00,65.00,1461.19,1714.89,-253.70
75,418,1.00,65.00,1461.14,1714.88,-253.74
76,422,1.00,65.00,1461.10,1714.88,-253.78
77,427,1.00,65.00,1461.07,1711.94,-250.87
78,432,1.00,65.00,1461.04,1712.52,-251.48
79,437,1.00,65.00,1461.02,1712.99,-251.96
80,443,1.00,65.00,1461.00,1713.36,-252.35
81,448,1.00,65.00,1460.99,1713.65,-252.66
82,453,1.00,65.00,1463.91,1713.89,-249.98
83,460,1.00,65.00,1463.32,1714.08,-250.77
84,465,1.00,65.00,1463.82,1714.23,-250.42
85,470,1.00,65.00,1463.24,1714.36,-251.12
86,475,1.00,65.00,1460.83,1714.45,-253.63
87,479,1.00,65.00,1460.85,1716.49,-255.64
88,485,1.00,65.00,1460.87,1716.16,-255.29
89,490,1.00,65.00,1460.88,1715.89,-255.01
90,495,1.00,65.00,1461.87,1715.68,-253.82
91,500,1.00,65.00,1461.68,1715.52,-253.83
92,504,1.00,65.00,1462.51,1715.38,-252.87
93,510,1.00,65.00,1464.15,1715.27,-251.13
94,514,1.00,65.00,1463.51,1715.19,-251.68
95,522,1.00,65.00,1463.97,1715.12,-251.15
96,528,1.00,65.00,1459.46,1715.06,-255.61
97,532,1.00,65.00,1457.80,1715.02,-257.22
98,537,1.00,65.00,1458.43,1714.98,-256.56
99,542,1.00,65.00,1458.93,1714.96,-256.03
100,547,1.00,65.00,1460.31,1714.93,-254.63
101,552,1.00,65.00,1460.43,1714.92,-254.48
102,557,1.00,65.00,1460.53,1714.90,-254.37
103,561,1.00,65.00,1460.62,1714.89,-254.27
104,566,1.00,65.00,1461.66,1714.88,-253.22
105,572,1.00,65.00,1461.51,1717.80,-256.29
106,579,1.00,65.00,1461.40,1717.21,-255.81
107,584,1.00,65.00,1461.31,1716.74,-255.43
108,589,1.00,65.00,1461.23,1716.36,-255.13
109,594,1.00,65.00,1461.17,1716.06,-254.88
110,599,1.00,65.00,1461.13,1716.79,-255.66
111,603,1.00,65.00,1461.09,1719.33,-258.24
112,608,1.00,65.00,1461.06,1718.43,-257.38
113,614,1.00,65.00,1461.03,1717.72,-256.68
114,619,1.00,65.00,1461.01,1717.14,-256.13
115,624,1.00,65.00,1461.98,1716.68,-254.71
116,629,1.00,65.00,1461.77,1716.31,-254.55
117,633,1.00,65.00,1461.60,1716.02,-254.42
118,641,1.00,65.00,1461.47,1715.78,-254.32
119,646,1.00,65.00,1461.36,1715.60,-254.23
120,650,1.00,65.00,1461.28,1715.45,-254.17
121,656,1.00,65.00,1461.21,1718.26,-257.05
122,661,1.00,65.00,1461.16,1717.57,-256.42
123,666,1.00,65.00,1462.09,1716.05,-253.96
124,671,1.00,65.00,1462.83,1715.81,-252.97
125,676,1.00,65.00,1462.46,1715.62,-253.16
126,680,1.00,65.00,1462.15,1715.46,-253.31
127,685,1.00,65.00,1461.91,1715.34,-253.43
128,690,1.00,65.00,1461.71,1715.24,-253.52
129,696,1.00,65.00,1461.56,1716.14,-254.58
130,703,1.00,65.00,1462.41,1715.88,-253.47
131,708,1.00,65.00,1463.09,1716.65,-253.55
132,713,1.00,65.00,1463.64,1716.29,-252.65
133,718,1.00,65.00,1463.10,1716.97,-253.88
134,723,1.00,65.00,1462.67,1716.55,-253.88
135,727,1.00,65.00,1462.32,1716.21,-253.89
136,732,1.00,65.00,1462.04,1715.93,-253.89
137,738,1.00,65.00,1462.80,1715.72,-252.92
138,743,1.00,65.00,1460.47,1715.54,-255.07
139,748,1.00,65.00,1460.57,1716.38,-255.81
140,752,1.00,65.00,1460.64,1716.07,-255.43
141,760,1.00,65.00,1461.68,1717.78,-256.10
142,765,1.00,65.00,1462.51,1717.19,-254.69
143,769,1.00,65.00,1462.19,1716.72,-254.53
144,774,1.00,65.00,1461.94,1716.35,-254.41
145,779,1.00,65.00,1461.74,1716.05,-254.31
146,785,1.00,65.00,1462.56,1715.81,-253.25
147,790,1.00,65.00,1460.28,1715.61,-255.33
148,795,1.00,65.00,1460.41,1715.46,-255.05
149,799,1.00,65.00,1460.52,1715.34,-254.82
150,804,1.00,65.00,1461.58,1715.24,-253.66
151,809,1.00,65.00,1462.43,1715.16,-252.73
152,814,1.00,65.00,1462.13,1715.10,-252.97
153,821,1.00,65.00,1462.87,1715.05,-252.18
154,827,1.00,65.00,1462.48,1715.01,-252.52
155,832,1.00,65.00,1462.17,1714.97,-252.80
156,837,1.00,65.00,1461.93,1715.92,-254.00
157,842,1.00,65.00,1461.73,1715.71,-253.98
158,846,1.00,65.00,1461.57,1715.54,-253.97
159,851,1.00,65.00,1461.44,1715.40,-253.95
160,856,1.00,65.00,1461.34,1715.29,-253.94
161,861,1.00,65.00,1461.26,1715.20,-253.94
162,867,1.00,65.00,1462.17,1715.13,-252.95
163,872,1.00,65.00,1461.93,1715.07,-253.14
164,880,1.00,65.00,1461.73,1715.03,-253.30
165,884,1.00,65.00,1462.55,1714.99,-252.44
166,889,1.00,65.00,1462.22,1714.96,-252.73
167,893,1.00,65.00,1461.97,1714.94,-252.97
168,898,1.00,65.00,1461.76,1714.92,-253.16
169,903,1.00,65.00,1461.60,1714.90,-253.31
170,909,1.00,65.00,1461.46,1714.89,-253.43
171,914,1.00,65.00,1461.36,1714.88,-253.52
172,919,1.00,65.00,1461.28,1715.85,-254.58
173,924,1.00,65.00,1462.18,1715.65,-253.47
174,928,1.00,65.00,1461.93,1715.49,-253.55
175,933,1.00,65.00,1461.74,1715.36,-253.62
176,940,1.00,65.00,1462.55,1715.26,-252.70
177,945,1.00,65.00,1462.23,1715.17,-252.94
178,950,1.00,65.00,1461.97,1715.11,-253.14
179,956,1.00,65.00,1462.74,1715.06,-252.31
180,961,1.00,65.00,1462.38,1715.01,-252.63
181,966,1.00,65.00,1462.09,1714.98,-252.89
182,971,1.00,65.00,1461.86,1714.95,-253.09
183,975,1.00,65.00,1461.68,1714.93,-253.25
184,980,1.00,65.00,1460.55,1714.91,-254.36
185,985,1.00,65.00,1460.63,1716.85,-256.22
186,990,1.00,65.00,1460.69,1716.45,-255.76
187,996,1.00,65.00,1460.74,1716.13,-255.39
188,1003,1.00,65.00,1458.83,1715.87,-257.05
189,1008,1.00,65.00,1459.25,1715.67,-256.42
190,1013,1.00,65.00,1459.59,1715.50,-255.92
191,1018,1.00,65.00,1459.86,1715.37,-255.51
192,1022,1.00,65.00,1460.07,1715.27,-255.19
193,1059,1.00,65.00,1460.25,1715.18,-254.93
194,1064,1.00,65.00,1460.38,1715.11,-254.73
195,1068,1.00,65.00,1460.50,1715.06,-254.56
196,1073,1.00,65.00,1460.58,1715.02,-254.43
197,1078,1.00,65.00,1460.65,1714.98,-254.33
198,1084,1.00,65.00,1460.71,1715.93,-255.22
199,1091,1.00,65.00,1460.76,1715.71,-254.96
200,1096,1.00,65.00,1460.79,1715.54,-254.75
201,1101,1.00,65.00,1461.80,1715.40,-253.60
202,1106,1.00,65.00,1462.60,1715.29,-252.69
203,1111,1.00,65.00,1462.27,1715.20,-252.93
204,1115,1.00,65.00,1462.00,1715.13,-253.13
205,1120,1.00,65.00,1461.79,1715.07,-253.28
206,1126,1.00,65.00,1461.62,1715.03,-253.41
207,1131,1.00,65.00,1460.51,1714.99,-254.48
208,1136,1.00,65.00,1460.59,1714.96,-254.37
209,1141,1.00,65.00,1460.66,1714.94,-254.28
210,1149,1.00,65.00,1461.69,1714.92,-253.23
211,1153,1.00,65.00,1461.54,1715.88,-254.34
212,1158,1.00,65.00,1461.42,1715.67,-254.25
213,1163,1.00,65.00,1462.30,1715.51,-253.21
214,1168,1.00,65.00,1463.01,1715.37,-252.37
215,1173,1.00,65.00,1462.59,1716.25,-253.65
216,1178,1.00,65.00,1463.24,1715.96,-252.73
217,1183,1.00,65.00,1462.78,1715.74,-252.96
218,1188,1.00,65.00,1462.41,1715.56,-253.15
219,1193,1.00,65.00,1462.12,1715.42,-253.30
220,1197,1.00,65.00,1462.86,1715.30,-252.45
221,1203,1.00,65.00,1463.45,1715.21,-251.76
