#, ElapsedTime[ms], Freq[Hz], Duty[%], Pres1[Pa], Pres2[Pa], Pres_diff[Pa]
0,0,1.00,80.00,2957.87,3207.94,-250.07
1,36,1.00,80.00,2958.29,3208.15,-249.86
2,41,1.00,80.00,2958.62,3208.32,-249.70
3,46,1.00,80.00,2958.89,3209.43,-250.54
4,50,1.00,80.00,2959.10,3207.39,-248.28
5,56,1.00,80.00,2959.28,3207.71,-248.43
6,60,1.00,80.00,2958.44,3207.96,-249.53
7,66,1.00,80.00,2958.74,3208.17,-249.42
8,71,1.00,80.00,2956.06,3206.38,-250.32
9,76,1.00,80.00,2956.84,3206.90,-250.06
10,81,1.00,80.00,2956.48,3207.32,-250.83
11,88,1.00,80.00,2957.18,3207.65,-250.47
12,93,1.00,80.00,2957.74,3207.92,-250.18
13,98,1.00,80.00,2957.20,3208.13,-250.93
14,103,1.00,80.00,2957.76,3208.30,-250.54
15,108,1.00,80.00,2958.20,3208.44,-250.24
16,113,1.00,80.00,2958.55,3208.55,-250.00
17,118,1.00,80.00,2958.83,3206.68,-247.85
18,123,1.00,80.00,2959.06,3207.14,-248.08
19,128,1.00,80.00,2959.24,3207.51,-248.27
20,133,1.00,80.00,2959.38,3207.81,-248.42
21,138,1.00,80.00,2959.50,3208.04,-248.54
22,142,1.00,80.00,2959.59,3208.23,-248.64
23,150,1.00,80.00,2959.67,3206.43,-246.76
24,155,1.00,80.00,2959.72,3206.94,-247.21
25,160,1.00,80.00,2958.80,3207.35,-248.55
26,165,1.00,80.00,2959.03,3207.68,-248.65
27,170,1.00,80.00,2959.21,3206.96,-247.75
28,175,1.00,80.00,2959.36,3207.37,-248.00
29,179,1.00,80.00,2958.51,3207.69,-249.18
30,184,1.00,80.00,2956.84,3207.95,-251.10
31,189,1.00,80.00,2956.49,3207.18,-250.69
32,195,1.00,80.00,2957.19,3207.54,-250.35
33,200,1.00,80.00,2957.74,3207.83,-250.09
34,205,1.00,80.00,2958.18,3208.06,-249.88
35,212,1.00,80.00,2958.54,3208.24,-249.71
36,217,1.00,80.00,2959.80,3208.39,-248.59
37,222,1.00,80.00,2959.83,3211.44,-251.61
38,226,1.00,80.00,2959.86,3209.97,-250.11
39,231,1.00,80.00,2958.90,3208.80,-249.90
40,237,1.00,80.00,2959.11,3208.84,-249.72
41,242,1.00,80.00,2959.28,3208.87,-249.58
42,247,1.00,80.00,2959.42,3208.89,-249.47
43,252,1.00,80.00,2959.53,3208.91,-249.38
44,256,1.00,80.00,2959.61,3205.99,-246.38
45,261,1.00,80.00,2958.71,3206.59,-247.89
46,266,1.00,80.00,2957.98,3207.07,-249.09
47,273,1.00,80.00,2958.38,3207.45,-249.08
48,279,1.00,80.00,2958.69,3206.78,-248.09
49,284,1.00,80.00,2957.97,3207.22,-249.25
50,289,1.00,80.00,2957.39,3207.58,-250.18
51,294,1.00,80.00,2956.93,3205.90,-248.97
52,298,1.00,80.00,2957.54,3206.52,-248.98
53,303,1.00,80.00,2957.04,3207.01,-249.97
54,308,1.00,80.00,2956.65,3207.41,-250.76
55,313,1.00,80.00,2952.43,3207.72,-255.29
56,318,1.00,80.00,2953.94,3207.98,-254.04
57,324,1.00,80.00,2955.14,3208.18,-253.04
58,328,1.00,80.00,2956.11,3208.34,-252.23
59,336,1.00,80.00,2958.83,3208.47,-249.64
60,341,1.00,80.00,2958.08,3208.57,-250.49
61,345,1.00,80.00,2958.46,3208.65,-250.20
62,350,1.00,80.00,2958.76,3207.74,-248.99
63,355,1.00,80.00,2959.00,3209.94,-250.95
64,360,1.00,80.00,2959.19,3209.75,-250.56
65,366,1.00,80.00,2959.34,3209.60,-250.25
66,371,1.00,80.00,2959.47,3209.48,-250.01
67,376,1.00,80.00,2959.57,3209.38,-249.81
68,380,1.00,80.00,2959.65,3209.30,-249.65
69,385,1.00,80.00,2959.71,3209.24,-249.53
70,390,1.00,80.00,2958.78,3209.19,-250.40
71,397,1.00,80.00,2957.07,3209.15,-252.08
72,402,1.00,80.00,2957.64,3209.11,-251.47
73,408,1.00,80.00,2958.11,3209.09,-250.98
74,412,1.00,80.00,2958.48,3208.09,-249.61
75,417,1.00,80.00,2956.82,3208.27,-251.45
76,422,1.00,80.00,2957.45,3208.41,-250.96
77,427,1.00,80.00,2957.95,3208.53,-250.57
78,432,1.00,80.00,2958.35,3208.62,-250.26
79,437,1.00,80.00,2959.65,3208.69,-249.04
80,442,1.00,80.00,2959.71,3208.75,-249.04
81,446,1.00,80.00,2958.79,3208.80,-250.01
82,452,1.00,80.00,2959.02,3207.86,-248.84
83,460,1.00,80.00,2959.21,3208.08,-248.87
84,464,1.00,80.00,2959.36,3207.29,-247.93
85,469,1.00,80.00,2958.50,3206.65,-248.15
86,474,1.00,80.00,2958.80,3206.14,-247.35
87,479,1.00,80.00,2958.05,3205.73,-247.68
88,484,1.00,80.00,2956.48,3206.38,-249.90
89,489,1.00,80.00,2956.20,3205.93,-249.73
90,494,1.00,80.00,2955.00,3205.56,-250.56
91,499,1.00,80.00,2955.01,3206.25,-251.23
92,504,1.00,80.00,2955.03,3206.79,-251.77
93,509,1.00,80.00,2955.04,3206.26,-251.22
94,545,1.00,80.00,2955.05,3205.82,-250.78
95,552,1.00,80.00,2956.03,3206.46,-250.43
96,557,1.00,80.00,2956.82,3206.96,-250.15
97,562,1.00,80.00,2959.40,3207.37,-247.97
98,567,1.00,80.00,2959.51,3207.69,-248.18
99,572,1.00,80.00,2958.62,3207.95,-249.33
100,578,1.00,80.00,2957.91,3208.16,-250.24
101,582,1.00,80.00,2958.32,3208.32,-250.00
102,587,1.00,80.00,2960.60,3208.45,-247.85
103,592,1.00,80.00,2960.48,3206.61,-246.13
104,597,1.00,80.00,2955.49,3207.08,-251.59
105,602,1.00,80.00,2956.38,3207.46,-251.08
106,609,1.00,80.00,2957.10,3207.77,-250.67
107,614,1.00,80.00,2957.67,3208.01,-250.34
108,620,1.00,80.00,2958.13,3208.21,-250.08
109,625,1.00,80.00,2957.52,3208.36,-250.84
110,629,1.00,80.00,2956.05,3207.51,-251.46
111,634,1.00,80.00,2956.84,3207.80,-250.97
112,639,1.00,80.00,2956.48,3208.04,-251.56
113,644,1.00,80.00,2957.18,3208.23,-251.05
114,649,1.00,80.00,2956.76,3208.38,-251.62
115,654,1.00,80.00,2956.42,3208.50,-252.08
116,658,1.00,80.00,2957.13,3208.60,-251.47
117,664,1.00,80.00,2956.72,3208.68,-251.96
118,672,1.00,80.00,2957.37,3208.74,-251.37
119,676,1.00,80.00,2957.89,3208.79,-250.90
120,681,1.00,80.00,2957.33,3208.83,-251.50
121,686,1.00,80.00,2957.85,3208.86,-251.01
122,691,1.00,80.00,2958.27,3206.93,-248.66
123,696,1.00,80.00,2958.61,3207.34,-248.73
124,701,1.00,80.00,2958.88,3207.67,-248.79
125,707,1.00,80.00,2959.10,3206.96,-247.86
126,711,1.00,80.00,2959.27,3205.41,-246.14
127,716,1.00,80.00,2959.41,3206.12,-246.72
128,721,1.00,80.00,2959.52,3206.70,-247.18
129,726,1.00,80.00,2959.61,3207.15,-247.55
130,733,1.00,80.00,2959.68,3207.52,-247.84
131,738,1.00,80.00,2953.88,3206.84,-252.96
132,743,1.00,80.00,2956.07,3207.27,-251.20
133,748,1.00,80.00,2956.85,3205.66,-248.81
134,754,1.00,80.00,2956.49,3206.32,-249.83
135,758,1.00,80.00,2957.19,3206.85,-249.67
136,763,1.00,80.00,2956.77,3207.28,-250.52
137,768,1.00,80.00,2957.40,3207.62,-250.22
138,773,1.00,80.00,2957.92,3207.89,-249.98
139,778,1.00,80.00,2958.32,3208.11,-249.79
140,782,1.00,80.00,2957.68,3208.29,-250.61
141,791,1.00,80.00,2959.11,3207.45,-248.34
142,795,1.00,80.00,2959.28,3207.76,-248.48
143,800,1.00,80.00,2959.42,3208.00,-248.59
144,805,1.00,80.00,2959.52,3208.20,-248.67
145,810,1.00,80.00,2959.61,3208.36,-248.74
146,815,1.00,80.00,2959.68,3208.48,-248.80
147,820,1.00,80.00,2959.74,3208.58,-248.84
148,824,1.00,80.00,2959.78,3208.66,-248.88
149,829,1.00,80.00,2959.82,3207.75,-247.93
150,835,1.00,80.00,2958.87,3208.00,-249.13
151,840,1.00,80.00,2959.09,3208.19,-249.11
