#, ElapsedTime[ms], Freq[Hz], Duty[%], Pres1[Pa], Pres2[Pa], Pres_diff[Pa]
0,0,1.00,80.00,2931.02,3553.59,-622.56
1,35,1.00,80.00,2930.95,3553.03,-622.08
2,41,1.00,80.00,2930.90,3553.56,-622.66
3,46,1.00,80.00,2930.85,3553.98,-623.13
4,51,1.00,80.00,2930.81,3553.34,-622.53
5,56,1.00,80.00,2936.64,3553.80,-617.16
6,61,1.00,80.00,2935.45,3553.20,-617.75
7,65,1.00,80.00,2934.49,3552.72,-618.23
8,70,1.00,80.00,2933.72,3552.33,-618.60
9,75,1.00,80.00,2933.11,3553.00,-619.88
10,81,1.00,80.00,2932.62,3552.55,-619.93
11,88,1.00,80.00,2932.23,3552.20,-619.97
12,93,1.00,80.00,2931.92,3551.92,-620.00
13,98,1.00,80.00,2931.67,3552.66,-621.00
14,103,1.00,80.00,2931.47,3552.29,-620.82
15,107,1.00,80.00,2931.31,3551.99,-620.68
16,112,1.00,80.00,2930.20,3552.72,-622.52
17,117,1.00,80.00,2930.29,3552.33,-622.04
18,123,1.00,80.00,2930.37,3553.00,-622.63
19,128,1.00,80.00,2930.43,3552.56,-622.13
20,132,1.00,80.00,2930.47,3552.20,-621.73
21,137,1.00,80.00,2929.54,3552.89,-623.36
22,142,1.00,80.00,2927.81,3552.47,-624.66
23,149,1.00,80.00,2928.38,3553.11,-624.73
24,154,1.00,80.00,2927.86,3552.64,-624.78
25,159,1.00,80.00,2927.44,3552.27,-624.83
26,165,1.00,80.00,2928.09,3551.97,-623.89
27,170,1.00,80.00,2927.63,3555.64,-628.01
28,175,1.00,80.00,2927.26,3554.67,-627.41
29,180,1.00,80.00,2926.96,3553.89,-626.93
30,184,1.00,80.00,2926.73,3553.27,-626.54
31,189,1.00,80.00,2926.54,3552.77,-626.23
32,194,1.00,80.00,2924.43,3552.37,-627.94
33,199,1.00,80.00,2924.70,3552.06,-627.35
34,204,1.00,80.00,2924.92,3552.78,-627.86
35,212,1.00,80.00,2925.09,3552.38,-627.29
36,217,1.00,80.00,2926.21,3553.04,-626.83
37,222,1.00,80.00,2926.12,3551.61,-625.49
38,227,1.00,80.00,2926.05,3552.42,-626.37
39,231,1.00,80.00,2926.00,3552.09,-626.09
40,236,1.00,80.00,2925.96,3551.83,-625.87
41,241,1.00,80.00,2926.90,3551.62,-624.72
42,246,1.00,80.00,2926.67,3551.45,-624.78
43,252,1.00,80.00,2926.50,3551.32,-624.82
44,257,1.00,80.00,2927.33,3551.21,-623.88
45,262,1.00,80.00,2927.02,3551.12,-624.10
46,266,1.00,80.00,2928.73,3551.06,-622.33
47,273,1.00,80.00,2930.09,3551.98,-621.89
48,278,1.00,80.00,2930.20,3551.74,-621.53
49,283,1.00,80.00,2930.30,3552.52,-622.23
50,288,1.00,80.00,2930.37,3552.18,-621.81
51,294,1.00,80.00,2930.43,3551.90,-621.47
52,299,1.00,80.00,2930.48,3551.67,-621.20
53,303,1.00,80.00,2934.42,3552.47,-618.05
54,308,1.00,80.00,2933.67,3552.13,-618.46
55,313,1.00,80.00,2933.07,3551.86,-618.80
56,318,1.00,80.00,2932.59,3551.65,-619.06
57,323,1.00,80.00,2933.18,3551.47,-618.29
58,328,1.00,80.00,2932.68,3551.34,-618.66
59,336,1.00,80.00,2932.27,3552.20,-619.93
60,341,1.00,80.00,2931.95,3551.92,-619.97
61,346,1.00,80.00,2931.69,3552.67,-620.97
62,350,1.00,80.00,2931.49,3552.29,-620.80
63,355,1.00,80.00,2931.32,3551.01,-619.69
64,360,1.00,80.00,2931.19,3550.97,-619.77
65,365,1.00,80.00,2931.09,3551.91,-620.82
66,370,1.00,80.00,2931.00,3551.68,-620.68
67,375,1.00,80.00,2930.93,3552.48,-621.54
68,380,1.00,80.00,2929.90,3553.11,-623.21
