#, ElapsedTime[ms], Freq[Hz], Duty[%], Pres1[Pa], Pres2[Pa], Pres_diff[Pa]
0,0,1.00,50.04,-55.30,216.16,-271.46
1,32,1.00,50.04,-55.76,216.09,-271.85
2,37,1.00,50.04,-54.18,215.06,-269.24
3,41,1.00,50.04,-54.87,215.21,-270.08
4,47,1.00,50.04,-54.44,215.33,-269.77
5,52,1.00,50.04,-54.10,215.43,-269.53
6,57,1.00,50.04,-55.78,216.48,-272.26
7,62,1.00,50.04,-56.15,216.35,-272.50
8,67,1.00,50.04,-55.46,216.25,-271.71
9,71,1.00,50.04,-55.90,216.16,-272.06
10,76,1.00,50.04,-56.24,216.09,-272.33
11,81,1.00,50.04,-56.52,216.04,-272.55
12,118,1.00,50.04,-56.74,215.99,-272.73
13,122,1.00,50.04,-56.91,216.94,-273.85
14,127,1.00,50.04,-57.05,216.71,-273.77
15,133,1.00,50.04,-57.17,216.53,-273.70
16,138,1.00,50.04,-57.26,216.39,-273.65
17,143,1.00,50.04,-57.33,217.25,-274.58
18,147,1.00,50.04,-57.39,216.97,-274.35
19,152,1.00,50.04,-60.36,216.74,-277.10
20,157,1.00,50.04,-58.84,216.55,-275.39
21,162,1.00,50.04,-57.62,216.41,-274.02
22,167,1.00,50.04,-57.62,217.27,-274.88
23,172,1.00,50.04,-57.62,216.98,-274.59
24,179,1.00,50.04,-56.64,216.75,-273.39
25,184,1.00,50.04,-56.84,216.56,-273.40
26,189,1.00,50.04,-56.02,216.41,-272.43
27,194,1.00,50.04,-55.36,216.29,-271.65
28,198,1.00,50.04,-54.83,216.20,-271.03
29,203,1.00,50.04,-55.39,216.12,-271.51
30,208,1.00,50.04,-55.84,216.06,-271.90
31,213,1.00,50.04,-56.19,216.01,-272.21
32,219,1.00,50.04,-56.48,215.98,-272.45
33,224,1.00,50.04,-56.71,215.94,-272.65
34,228,1.00,50.04,-56.89,215.92,-272.81
35,233,1.00,50.04,-57.03,215.90,-272.93
36,238,1.00,50.04,-57.15,215.88,-273.03
37,244,1.00,50.04,-55.29,217.82,-273.11
38,249,1.00,50.04,-54.78,217.42,-272.20
39,254,1.00,50.04,-54.37,217.10,-271.47
40,260,1.00,50.04,-55.02,216.85,-271.87
41,265,1.00,50.04,-55.54,216.64,-272.18
42,270,1.00,50.04,-54.98,216.48,-271.46
43,274,1.00,50.04,-55.51,216.35,-271.85
44,279,1.00,50.04,-55.93,216.24,-272.17
45,284,1.00,50.04,-55.29,216.16,-271.45
46,289,1.00,50.04,-54.78,216.09,-270.87
47,294,1.00,50.04,-54.37,216.04,-270.41
48,299,1.00,50.04,-55.02,215.99,-271.01
49,306,1.00,50.04,-54.56,215.96,-270.52
50,311,1.00,50.04,-55.17,215.93,-271.10
51,316,1.00,50.04,-55.66,215.91,-271.57
52,321,1.00,50.04,-56.05,215.89,-271.94
53,325,1.00,50.04,-56.37,215.88,-272.24
54,330,1.00,50.04,-56.62,215.87,-272.48
55,335,1.00,50.04,-56.82,215.86,-272.67
56,340,1.00,50.04,-56.98,215.85,-272.83
57,346,1.00,50.04,-56.13,215.84,-271.97
58,351,1.00,50.04,-55.45,215.84,-271.29
59,355,1.00,50.04,-55.88,215.84,-271.72
60,360,1.00,50.04,-56.23,215.83,-272.06
61,365,1.00,50.04,-56.51,215.83,-272.34
