,1,,,
 nProfiles,nChannels,MinSampTimeValue[msec],ChannelDistance[mm],VelResolution[mm/s],start[mm],nu[mm^2/s],f0[Hz],Theta[deg],R[mm],xi_Wall[mm]
400,78,50.0,1.5,-,1.7,1000,1.0,90,72.5,50,
 0.4500, 5.8086,-0.0923,-0.4616, 2.9267, 3.2323,-1.5655,-1.9917, 0.5658,-0.0060,-6.2014,-1.2858, 1.5167, 7.3166,-0.5545,-1.2648, 5.2756,-1.3114, 0.3350, 1.5855, 3.3499,-5.1348,-6.8540,-1.2681,-0.3037,-5.8583, 4.1299,-0.9313,-2.8395, 2.0662,-1.6452, 0.2483,-11.6307,-10.5158,69.5453,63.2660,89.4235,76.4290,91.4108,79.6375,99.6624,99.8139,111.2640,106.8006,116.0174,113.3263,118.9820,126.0360,140.1681,128.3222,140.4271,134.4958,129.3855,129.8737,141.6085,133.6064,154.8794,131.8605,144.4187,127.5317,156.7116,157.3683,155.7621,155.9055,157.3680,167.0964,118.7861,151.5667,159.6436,149.9082,127.9407,147.3309,142.4227,172.8741,167.6506,171.6692,161.3469,163.4438,137.0390
 0.5000, 3.8998,-1.1689, 5.1380,-2.9740,-2.1183,-1.4233,-2.6684,-3.8228, 1.1892, 0.0490, 7.0557,-0.9663,-6.2372, 1.1059,-7.2659, 4.2509,-12.4644,-0.5592,-4.2579, 5.5552, 8.9056, 3.6654,-5.1112,-6.2258,-8.3156, 2.2211, 4.0269,-5.0771,-9.6138, 3.9341, 2.7703,-11.8380, 5.2490, 2.5027,18.1446,23.9824,38.3091,29.9091,29.0492,47.1562,48.3881,51.4105,48.2708,63.5956,65.0860,68.0675,99.6799,59.4314,75.5403,99.8866,77.1693,90.9827,86.4514,89.3411,114.6702,105.1992,104.3543,108.5292,116.8236,132.3070,114.4941,109.0225,98.6730,115.8671,160.6166,119.0463,125.5576,111.0934,130.5856,105.8116,107.5223,156.5454,111.5095,98.6490,108.0817,122.1691,145.7699,122.6824
 0.5500, 0.2088,-1.1483, 0.2346, 0.1143,-6.0815, 5.6300,-4.0646,-6.1161,-1.0147,-1.3889,-5.4911,-0.9601, 1.1091, 2.4883,-6.2353, 6.2000,-5.8247,-0.4678,-5.5539,-3.4580,-1.0252, 2.1781,-2.1866, 1.0779, 3.1805,-3.2108, 4.2568,-0.1831, 7.6122,-1.7698, 0.0105,12.2790,-4.7646,-45.3052,-53.9449,-40.5256,-27.6859,-16.6260,-13.9135,-20.2597,-9.8926,-11.7212,-1.3592, 5.3051, 9.8291,27.7295,20.1164,17.7976,44.9419,23.1016,32.4375,48.8705,47.9628,37.6187,68.7228,52.4025,78.8267,60.1972,52.9652,59.9305,68.8090,46.2541,67.3892,64.1615,77.0047,79.6664,59.6830,92.7974,117.2998,101.2789,88.7626,109.8966,131.5121,89.4153,56.5482,105.9886,91.5683,112.1789
 0.6000, 2.9905, 1.7807, 1.4207,-0.0919,-4.5194, 2.1550, 0.2312,-2.1128,-0.3195,-5.7403, 2.4248,-7.0924,10.2509, 2.4585, 9.1269,-2.2421,-0.7742,-4.9150, 1.7254, 4.5533,13.0308, 2.3743,-10.0038,-7.9572,-2.6725,-2.2682,-4.3354, 2.7861, 0.5640, 0.2709, 7.8013,-0.9669,-3.6611,-97.4751,-98.9475,-96.0739,-84.4887,-81.1622,-80.4197,-76.9415,-78.9306,-59.9819,-47.9702,-50.1168,-54.6740,-38.2957,-41.7570,-33.3705,-16.4978,-22.1317,-21.7563, 4.7898,11.9684,-16.5465,-25.1093, 2.8355,-8.2668, 0.6191, 8.4759,30.9867,15.0962,24.1430,21.9209,39.0386,32.1925,41.0067,59.0117,-10.0044,16.7394,45.6733, 9.7185,37.7288,25.6329,46.2944,53.9056,51.9501,35.2746,33.6008
 0.6500,-0.3655,-3.8497,-0.2455, 0.9607, 4.3019,-0.2563, 3.1338,-2.8384,-8.0690, 5.1237,-3.0315,-4.3784,-3.2486, 3.5022,-6.3778,-0.1870, 6.0523, 0.4887,-2.3031,-4.8025, 5.3085,-2.4480,-3.0637, 1.4668, 0.4763, 0.5939,-3.9252, 3.1225, 1.6251,-5.6484, 4.7267, 3.1431,-11.2645,-158.5749,-139.6173,-144.3656,-143.0146,-137.0121,-125.0714,-116.9909,-129.3813,-121.5738,-92.2634,-102.6970,-96.1420,-86.2471,-83.1493,-97.4328,-93.8894,-63.2419,-60.2929,-59.7136,-72.0347,-44.2496,-52.9084,-55.6013,-60.1901,-47.0679,-61.6177,-34.5355,-19.1363,-31.3999,-29.6259,-18.3477,-15.8926,-9.0392,12.9101,-45.0694,-7.9189,-16.3859,-61.3517,-4.1635,-3.5279,-31.2241,-10.0528,-20.7422,15.7905,-0.1460
 0.7000,-4.3340, 1.0937,-5.6866, 3.4570, 1.2575,-4.1500,-3.2548,-2.4067,-0.1157,-3.2954,-4.4950, 3.9257,-0.8040,-1.5441,-4.0845,-1.9499, 2.8484,-6.0850,-5.1718,-5.6989, 3.6331,-3.8643,-4.4681,-11.1762, 0.8206,-1.7117, 2.8898,-1.1636,-2.2031,-6.0239, 0.7006,-5.2883,-6.4693,-184.6025,-176.4968,-179.5215,-175.0539,-165.5138,-159.1215,-145.8636,-152.4568,-138.5693,-141.8758,-143.6853,-133.8546,-120.8948,-140.0683,-123.6843,-117.0923,-120.9296,-110.1609,-124.5807,-101.6320,-102.6716,-120.3252,-106.0012,-79.9839,-93.5147,-82.0552,-64.9575,-88.2781,-96.4241,-75.6085,-84.7003,-90.9602,-52.1711,-69.8191,-76.9532,-97.8454,-54.0980,-50.8545,-79.4692,-67.9753,-55.9125,-76.5211,-25.4469,-27.6926,-31.2133
 0.7500, 2.1902, 5.8155, 6.3752,-1.9166, 1.4594,-1.5608,-5.6931,-5.1734,-0.2899, 3.7520, 3.1442, 5.0603, 1.1423, 8.0760, 8.8221,-0.8503, 0.1875,-1.7964, 4.2700, 3.7050,-4.1274,-3.3558, 0.9191, 4.9610, 0.3643, 6.6973, 3.6994, 6.4051,-8.5728,-11.5141,-5.2506, 0.6963,-1.6556,-195.8627,-182.9955,-193.6213,-191.9382,-180.1259,-175.2966,-174.6216,-169.4248,-169.6636,-166.3017,-179.9185,-171.9319,-174.1747,-145.7515,-155.3843,-138.1973,-167.7073,-125.3398,-152.8354,-126.7818,-152.5955,-137.1948,-141.6475,-111.1151,-125.0299,-126.0881,-130.5200,-143.9813,-124.7465,-136.4783,-107.1977,-124.7780,-137.3903,-91.3779,-110.4825,-124.1505,-77.3196,-103.3126,-113.6208,-123.7155,-90.2982,-123.7136,-83.3181,-118.1288,-125.4349
 0.8000, 1.7518,-8.7028, 1.6468,-1.0367,-0.9433, 0.0569,-1.6089, 4.2675, 1.4130, 1.1693, 1.7721, 2.2921,-0.2936,-0.7052,-3.6108,-1.2224,-5.9709, 0.9003, 2.3809, 2.2542, 1.2933, 4.6341,-4.8468,-1.3853, 0.0915, 4.5365,-3.9928, 0.1468,-7.0719,-7.0135, 8.4410, 5.4581,-8.3044,-190.0053,-189.1928,-182.9041,-180.7163,-187.8795,-187.3678,-182.1714,-181.0466,-182.1999,-180.2621,-177.2850,-167.5156,-184.2030,-185.2992,-181.2059,-171.3273,-174.9716,-174.4716,-166.5595,-174.2148,-158.7572,-169.1289,-160.1454,-172.3831,-150.3012,-156.2202,-164.5240,-185.0287,-144.3501,-125.6833,-127.8353,-153.2435,-151.0833,-138.3394,-131.0102,-144.0394,-160.5371,-148.7921,-141.8865,-137.9387,-130.8639,-147.5439,-117.2087,-165.9651,-143.6529
 0.8500,-1.1408, 4.7536, 1.4260, 6.5084, 1.6096,-8.8047,-1.5817, 3.7555, 6.7079, 1.7459,-8.8603,-2.8637,-7.7583, 1.2938, 1.2168, 5.0082,-2.6181, 7.5174, 5.7988, 3.0747,-6.4175, 3.9414,-1.1162,-1.5699,-1.5496, 3.7122,-0.9906, 5.5024,15.9865,-0.4527,-4.1365,-6.5554,-6.7713,-166.3141,-166.5632,-164.6012,-167.0572,-165.6952,-168.2783,-169.5035,-159.1982,-180.0802,-174.9665,-174.7656,-175.8496,-171.0465,-175.5096,-174.2163,-181.6843,-173.8628,-165.4524,-158.5081,-171.7477,-193.4673,-164.5044,-161.1382,-175.5838,-160.9494,-177.1235,-160.5730,-172.6811,-180.5918,-159.6558,-168.4293,-174.7450,-176.0112,-180.4367,-161.9296,-154.7251,-177.4710,-145.1026,-188.0408,-159.3830,-132.2459,-172.1417,-168.1893,-143.7784,-148.9471
 0.9000, 4.2973, 1.9314,-3.9898,-2.2425, 2.9782, 0.5388,-1.9411,-4.0505,-1.5963, 3.0625, 0.8996,-0.0913,-7.9768, 7.1938, 3.4522, 3.7965, 7.0548,-0.6325,-5.5146, 0.9694, 6.2534, 0.7909,-9.6247, 1.8558,-0.5536, 0.3380, 2.9089,-9.8737,-8.6856, 3.5840,-14.9308, 4.3671,-12.4525,-115.0530,-127.8786,-123.8823,-120.3268,-137.8175,-141.2145,-124.9969,-142.4013,-161.7514,-147.5394,-156.0987,-154.1395,-133.4366,-155.4834,-159.2060,-134.9975,-150.6744,-172.3172,-166.4361,-175.5043,-169.1291,-159.5778,-169.0016,-168.9149,-185.2167,-170.1062,-157.6471,-174.5584,-158.7716,-164.9885,-179.7006,-146.6251,-172.2434,-177.6044,-182.5473,-144.9239,-178.0274,-180.6617,-167.9658,-179.4262,-156.4650,-129.6942,-151.0519,-165.2202,-155.6276
 0.9500, 1.0352,-1.0674,-0.6816, 0.6299, 6.8313, 4.0905,-3.3785, 7.2711, 5.9680, 2.6930, 5.1797,-1.5117, 1.0595,-5.3900,-5.8910, 2.0091,-2.4150, 9.6714,-6.8536, 1.8869, 4.0291, 1.4255,-1.7977, 9.8802,-7.5168,-1.9765,-0.1710,-0.3139, 7.4061,-2.1997,-3.6537, 2.1657, 9.0633,-66.5810,-80.7441,-78.0364,-85.3433,-92.9446,-90.9890,-98.8994,-88.8775,-104.4769,-108.4843,-104.5065,-114.0898,-114.6144,-124.4156,-109.3254,-132.2569,-142.3064,-122.1571,-130.6492,-128.8331,-145.9979,-150.6512,-146.2634,-145.6234,-154.5158,-147.9236,-164.5451,-164.2148,-165.9271,-137.6458,-160.6014,-128.6343,-148.9583,-172.1978,-152.2132,-149.5105,-173.2006,-155.1461,-163.4898,-176.4250,-137.3374,-139.3066,-177.9285,-185.1554,-158.9206
 1.0000, 1.1150,-2.1806, 4.9859, 1.5832,-4.3520,-1.6714, 0.1858, 4.7056, 2.3655,-1.5958,-8.8323, 1.0978,-0.5661, 5.2947, 3.9767, 0.7695,-2.7045, 6.5994,-1.8658, 6.6975, 4.0424, 0.5536, 0.2601, 0.6262,-1.6164,-2.8820,-7.1364, 4.3298, 6.1836, 4.3992, 0.5643,10.1910, 2.1684,-3.5886,-18.9576,-11.6798,-18.8192,-33.5009,-45.0980,-35.1413,-59.7305,-60.9503,-54.2302,-56.0029,-46.6104,-56.5961,-72.8518,-85.0600,-81.6977,-79.1026,-87.0906,-98.5037,-95.3012,-98.4654,-85.6159,-87.1458,-99.2107,-94.7750,-103.3173,-109.6352,-120.7199,-118.9624,-108.4551,-144.7518,-123.6748,-108.4346,-111.5010,-118.3879,-131.3445,-122.8589,-104.0364,-96.5381,-197.4614,-76.4679,-119.3330,-105.9150,-131.9082,-96.7734
 1.0500,-1.7109, 0.6151,-10.7498, 1.4646, 3.9320, 1.0946, 2.0372,-1.2618, 2.2215,-2.3100,-1.1216,-2.3229,12.1299,-2.8455, 0.5081, 0.1237, 4.9926,-1.4139,-2.4161, 1.0269,-0.8147, 2.5277, 2.3405,-3.2754, 5.6418,-1.0461, 8.0147,-3.4572,-6.6597,-0.1107,-0.8861, 7.8364,-6.3442,55.8276,50.5499,37.4220,36.2514,23.0843,22.1371,-0.5426, 8.0141,-6.5558,-6.7378,-3.9026,-5.4982,-11.4474,-18.6969,-18.6866,-42.2241,-20.0802,-38.8646,-42.8720,-51.7457,-50.1518,-51.7784,-38.7792,-59.8732,-37.6030,-57.2817,-78.1996,-80.4275,-92.0119,-73.7372,-92.2460,-76.0625,-84.1556,-94.0439,-70.2544,-112.5355,-88.8568,-98.9598,-113.3279,-87.3724,-90.2170,-94.8303,-115.1368,-89.8563,-72.7895
 1.1000,-2.1521, 0.0657,-4.3691, 1.6200, 0.5433,-1.6915,-2.6925,-2.3937, 1.1725,-0.7927, 4.2487, 0.4831, 4.8194, 4.3090, 2.1619, 5.7709, 5.8433,-0.6357, 0.4082, 1.4636, 2.9327, 6.3613,-7.3544,-4.6061,-4.6037,-0.3171, 2.0978,-0.7058,-2.8416, 6.8423, 4.3697, 7.9679, 6.4853,110.8460,114.6142,98.4105,82.8348,85.0976,78.1139,67.1005,58.8663,63.0678,58.0558,48.1122,23.9443,43.7125,47.8882,18.1456,39.6327,16.4323,16.2804,18.6816,-9.3342,-2.1844,-24.6877,-7.9215,-18.7772,-15.7434,-20.0133,-4.2771,-5.7166,-21.8657,-6.8934,-39.1956,-21.3219,-32.1567,-18.0961,-61.6012,-30.9184,-70.9848,-65.8245,-37.3442,-37.1008,-23.4847,-51.5138,-55.8387,-62.6001,-37.7404
 1.1500,-1.1805, 0.5468, 0.4646, 4.3392,-6.9621, 5.0513, 4.9046,-4.7702, 1.8110, 3.9184,-2.7739, 4.9400, 2.0443, 2.2905,-7.5481, 1.4922, 2.3497,-3.0903,-2.2752, 0.6767,-2.3880, 2.4755, 1.6623,-0.8267,-0.7819,-7.6256, 7.0901, 7.5719,-0.8597,-7.5665,-9.8163,-0.1704,-7.0118,146.9520,151.2497,141.2385,142.2612,125.7369,122.8704,133.2396,123.7071,100.4229,102.6729,102.7647,101.0450,88.7013,91.5503,68.7930,81.1011,66.0716,74.0351,75.1294,75.6690,63.9424,38.2157,55.1560,35.4718,52.3510,36.3332,43.9949,32.9225,19.3385, 4.2496,-2.8426,28.8233,-20.8671,44.3684,19.9035,-8.5806,-13.4008,-10.8201, 4.0343,12.5223, 9.8116,-15.2370,-16.5557,-16.7057,39.8716
 1.2000,-4.3361,-4.6643,-6.2798, 4.3879, 1.5385, 5.2978,-1.5479, 3.9918,-0.4043,-2.1106, 0.4733, 2.8487,-1.3436,-3.4749,-1.5230,-4.1516,-3.5863, 2.6460, 0.1115,-2.4319,-4.6509,-3.7289,-2.5185, 4.5582,-3.1546,-0.7207,-4.6391,-2.6585, 3.8908,-10.3794, 5.8633,-3.8225,-14.7795,177.4576,183.0805,186.4788,161.6070,162.4769,160.6423,150.5669,144.2176,148.8844,150.9689,133.8561,145.3041,126.5091,125.3204,127.1208,132.8551,115.7846,112.1921,117.9029,102.4216,114.7870,91.8336,104.5191,105.7176,84.9484,95.3475,76.0435,96.6290,88.8986,86.7050,80.6799,71.4403,60.4814,48.8688,90.3254,75.5348,99.2070,52.7064,54.8455,52.6932,56.6186,87.6096,54.1764,53.5317,79.0123
 1.2500,-6.0790, 2.6642, 3.3277, 0.2745, 0.5307, 0.7187, 1.6099,-3.3446,-1.8978,-1.7814, 1.8569,-1.0820, 4.3620, 1.1423, 2.2073,-2.3738, 0.5974, 3.4009,-0.9239, 3.9229,-4.6517, 1.8439,-3.0828,-3.6625, 2.7203, 2.9069,-4.3293,-5.0040,-1.7113, 2.1698, 5.6657, 9.3861,-16.8405,205.0580,200.7057,189.8478,192.8995,187.1741,182.1152,176.4454,184.0000,176.6150,179.8822,177.0505,161.3448,164.7550,160.0099,167.8628,147.4178,161.9721,168.6988,139.9665,143.6371,131.5239,144.4520,144.3726,143.5016,126.2155,136.0055,137.8251,102.9530,124.6797,117.3016,110.2061,120.9145,119.7211,108.2591,116.8809,152.7465,124.6512,104.4513,113.1698,104.1685,116.7079,93.8577,62.8854,139.1616,95.5446
 1.3000,-1.3644,-5.1396, 1.7190, 1.7793,-6.4348,-3.5834, 3.6559, 2.0909, 1.4348,-6.2193,-5.2790, 3.1003, 7.5519, 0.7534,-3.6113,-2.7855, 3.6436,-7.4527, 6.9853,-2.7605,-2.4720,-7.8953, 5.0194,-1.0784, 1.1857, 8.3050,-1.1360,-5.3561, 2.0791,-3.0131, 5.3015,-0.2529,-6.7579,184.3530,189.8968,182.4324,185.7463,192.3408,186.0157,168.1403,173.0178,179.9468,172.3674,172.6489,173.4173,184.0277,180.0897,169.9166,166.1800,140.6021,164.8715,170.1779,161.6742,163.9975,146.4908,168.7359,158.9296,145.0482,154.7839,153.6885,141.9393,138.9341,144.6826,141.6471,146.4386,149.1015,160.9318,117.6522,163.6767,131.6162,112.9190,159.0978,137.4782,167.2676,208.6756,117.8113,119.3161,161.2624
 1.3500,-8.3395,-3.8040, 5.7584, 4.1271, 1.0799, 1.2879,-2.0690,-4.5861, 1.2223,-0.8023,-5.7483,-7.3451, 5.4049, 2.1412, 4.5214, 3.0232,-3.8730, 4.5318,-6.0162, 0.1728,-9.0516,-5.5424,-1.5623, 3.4858,-0.6241,-9.8461,-0.1996, 5.8892,11.3337,-2.3210,-2.4023,-2.8167, 6.5632,160.3591,165.4773,173.6235,168.3840,165.3640,174.1201,168.6870,171.3905,168.3702,179.3764,177.4722,179.3514,186.0429,177.2164,174.5050,168.8293,178.0562,174.9115,169.0683,173.4473,175.3272,174.5394,161.4602,166.4164,157.4159,159.5110,155.0026,165.0581,178.0405,149.0872,166.2112,171.5030,150.4405,178.0314,177.4664,180.0777,150.2048,155.8680,190.5155,143.0213,152.1613,190.7918,161.5185,152.3154,190.5697
 1.4000,-1.2851,-9.3349,-0.7316,-2.4620,-3.8310, 1.8766, 1.8024,-1.0826,-0.4603, 6.7941, 3.5038,-0.2690,-5.3928, 2.7386,-0.9502,-2.9577,10.3183, 1.8928, 3.6144,-4.0323,-6.7285, 4.6526, 0.3765,-7.8544,-7.3260,-1.7029, 3.9004,-0.4717,-10.4768, 6.4441,10.9013, 4.2953, 1.1423,120.4408,116.7504,131.0118,126.9329,143.2437,131.9482,143.6514,139.6571,146.9513,149.6136,158.0604,152.3699,176.1975,139.6753,165.4152,144.2347,144.4777,156.9689,166.4816,168.8711,178.0168,176.4016,162.7851,165.7640,158.5036,149.4849,164.5468,164.1896,175.3954,158.2755,166.6652,190.0697,164.6605,156.7182,159.2145,165.7224,165.1023,168.3855,177.3356,165.8561,184.8150,140.5193,141.7235,180.3333,204.9056
